Elapsed time,Accuracy (%),Method
25,0.2025898329680693,Pisces
60,0.3161619369869818,Pisces
95,0.515039814054083,Pisces
130,0.5708777770170459,Pisces
165,0.5893777777268336,Pisces
200,0.6088444441792321,Pisces
235,0.6104333331882444,Pisces
270,0.6135164529620073,Pisces
305,0.6156777777483321,Pisces
340,0.6230722222827099,Pisces
375,0.6207620368944274,Pisces
410,0.6186212963391233,Pisces
445,0.6191379630472925,Pisces
480,0.621695679040897,Pisces
25,0.2512853410287952,Pisces
60,0.3805288398467621,Pisces
95,0.5080898097289933,Pisces
130,0.5653999993458293,Pisces
165,0.5924794869043888,Pisces
200,0.6019999998791049,Pisces
235,0.613681196396575,Pisces
270,0.6189537414560513,Pisces
305,0.6219299319322418,Pisces
340,0.6142845678868117,Pisces
375,0.615059259278686,Pisces
410,0.6147185186037312,Pisces
445,0.6140418803565522,Pisces
480,0.6166428569907233,Pisces
25,0.192666426213695,Pisces
60,0.3114678446534114,Pisces
95,0.4931555401720382,Pisces
130,0.5729111083946531,Pisces
165,0.5835991442252428,Pisces
200,0.596966666229566,Pisces
235,0.6056948724907688,Pisces
270,0.6187929292459681,Pisces
305,0.6201717171247559,Pisces
340,0.6216911117351622,Pisces
375,0.6118866658401488,Pisces
410,0.6204717165311178,Pisces
445,0.6214309513449668,Pisces
480,0.6242285715525112,Pisces
25,0.235643261068538,Pisces
60,0.3342059088226751,Pisces
95,0.49890840742623843,Pisces
130,0.5709999990178299,Pisces
165,0.5806891888579807,Pisces
200,0.6049999996687915,Pisces
235,0.6136246912938577,Pisces
270,0.6127085470855745,Pisces
305,0.6072376068710262,Pisces
340,0.6065503086303488,Pisces
375,0.6108333331854255,Pisces
410,0.6125777779323084,Pisces
445,0.6165933333534664,Pisces
480,0.6156746913400697,Pisces
25,0.24212860443592069,Pisces
60,0.35443475100802474,Pisces
95,0.5062411408276172,Pisces
130,0.5522666663531427,Pisces
165,0.5867938272308421,Pisces
200,0.5764666667370149,Pisces
235,0.601190971901185,Pisces
270,0.6215082304512523,Pisces
305,0.6214314815481504,Pisces
340,0.609795872910212,Pisces
375,0.6050333336304735,Pisces
410,0.6156333332582756,Pisces
445,0.6137170370319155,Pisces
480,0.6164024154154,Pisces
25,0.3101222165010593,Polaris
60,0.5005814838250477,Polaris
95,0.6098777774581202,Polaris
130,0.6113444443331824,Polaris
165,0.6120585856167956,Polaris
200,0.6062959593315318,Polaris
235,0.6096786327667726,Polaris
270,0.6115916667236222,Polaris
305,0.6168320986535814,Polaris
340,0.610951851914547,Polaris
375,0.6143055556376775,Polaris
410,0.614231111199061,Polaris
445,0.613821052612617,Polaris
480,0.6133848483307193,Polaris
25,0.3710666611803901,Polaris
60,0.5510425933577395,Polaris
95,0.6020037038034862,Polaris
130,0.6106944445830804,Polaris
165,0.6110777775433328,Polaris
200,0.6028898987914577,Polaris
235,0.6117854700972891,Polaris
270,0.6116472220301629,Polaris
305,0.6117494950434175,Polaris
340,0.6086976190428885,Polaris
375,0.6108555554548899,Polaris
410,0.6132634919874251,Polaris
445,0.6138205128131768,Polaris
480,0.6136456140925313,Polaris
25,0.3557777696179019,Polaris
60,0.5333398167983249,Polaris
95,0.5886908507975098,Polaris
130,0.5930565650959208,Polaris
165,0.596825251207448,Polaris
200,0.43290305640625126,Polaris
235,0.6134999996529685,Polaris
270,0.6158712414345711,Polaris
305,0.6178989897219822,Polaris
340,0.6189296294441929,Polaris
375,0.619125474217526,Polaris
410,0.6216555554760826,Polaris
445,0.6232128472468091,Polaris
480,0.6219777778042687,Polaris
25,0.3942444414712764,Polaris
60,0.5425735047517679,Polaris
95,0.5922851852392709,Polaris
130,0.6077469134951815,Polaris
165,0.6111858583532198,Polaris
200,0.6100888888537883,Polaris
235,0.6084333334026514,Polaris
270,0.6120698412755179,Polaris
305,0.6170175925619072,Polaris
340,0.6171888888484902,Polaris
375,0.6180768518441253,Polaris
410,0.6166370370573467,Polaris
445,0.6169822222785596,Polaris
480,0.6180675213624269,Polaris
25,0.34055555055803716,Polaris
60,0.5350529926128876,Polaris
95,0.5901407413231001,Polaris
130,0.5958194446064807,Polaris
165,0.6066539683715376,Polaris
200,0.6071444440682728,Polaris
235,0.6084989898069941,Polaris
270,0.6132535350987405,Polaris
305,0.6121657406078445,Polaris
340,0.6050504273367743,Polaris
375,0.6122008546283102,Polaris
410,0.6129202019392842,Polaris
445,0.6155111110316382,Polaris
480,0.6162512820219382,Polaris
25,0.2234477516726681,FedBuff
60,0.40433900462775085,FedBuff
95,0.5382587811167523,FedBuff
130,0.5459801354152988,FedBuff
165,0.5195564553157703,FedBuff
200,0.5912071428681176,FedBuff
235,0.609692810295454,FedBuff
270,0.6227341267127839,FedBuff
305,0.6286823528227463,FedBuff
340,0.6354865079981941,FedBuff
375,0.6346888891453214,FedBuff
410,0.6292991453420742,FedBuff
445,0.6432315409482593,FedBuff
480,0.6399492756025803,FedBuff
25,0.19408557670155874,FedBuff
60,0.37719432374647605,FedBuff
95,0.5282720424624755,FedBuff
130,0.5592447814806543,FedBuff
165,0.5490237230764853,FedBuff
200,0.5929626981057817,FedBuff
235,0.6067098037654278,FedBuff
270,0.6199182536454427,FedBuff
305,0.6318692808891433,FedBuff
340,0.6394960319583378,FedBuff
375,0.6320814818007858,FedBuff
410,0.6268444444744675,FedBuff
445,0.6353451611240277,FedBuff
480,0.6374000000741747,FedBuff
25,0.21557517465384005,FedBuff
60,0.41016855526849727,FedBuff
95,0.5365021501445428,FedBuff
130,0.5608831650165597,FedBuff
165,0.564782882483657,FedBuff
200,0.598205554763476,FedBuff
235,0.5987444441080093,FedBuff
270,0.619387301637256,FedBuff
305,0.6340686273778965,FedBuff
340,0.6396706348248891,FedBuff
375,0.640625925917802,FedBuff
410,0.36660855136529047,FedBuff
445,0.5850738296107145,FedBuff
480,0.6488927536257223,FedBuff
25,0.27222860321525144,FedBuff
60,0.41797919423179986,FedBuff
95,0.5331899635108142,FedBuff
130,0.570316498657188,FedBuff
165,0.5585198192606459,FedBuff
200,0.5919777779420217,FedBuff
235,0.6190156860527649,FedBuff
270,0.629903174895332,FedBuff
305,0.635284967267747,FedBuff
340,0.6380928571901624,FedBuff
375,0.6425814813790498,FedBuff
410,0.63792905992008,FedBuff
445,0.6462383510705818,FedBuff
480,0.6444053140032119,FedBuff
25,0.20487682997396928,FedBuff
60,0.36469361484394563,FedBuff
95,0.5173921140527212,FedBuff
130,0.5540191922818771,FedBuff
165,0.5417297291161419,FedBuff
200,0.5841706345546813,FedBuff
235,0.5986437906603408,FedBuff
270,0.6092936509139955,FedBuff
305,0.6206032679112129,FedBuff
340,0.6244452381046991,FedBuff
375,0.6353851850375423,FedBuff
410,0.6119418807391088,FedBuff
445,0.6281426518951265,FedBuff
480,0.6254516905856017,FedBuff
