round,elapsed_time,accuracy
1,240.00000047683716,91.08517374138935
2,350.00000047683716,66.33798815309461
3,405.00000047683716,70.38345527526677
4,470.00000047683716,47.51751070317032
5,590.0000004768372,44.929441314180075
6,700.0000004768372,39.92283786928607
7,770.0000004768372,38.464534804280746
8,940.0000004768372,36.520375944558346
9,1120.0000004768372,34.66947355997082
10,1215.0000004768372,32.250233570794975
11,1290.0000004768372,32.12051169374496
12,1470.0000004768372,30.30073328801195
13,1565.0000004768372,29.278563052152357
14,1695.0000004768372,29.338286672714084
15,1915.0000004768372,27.88839332096497
16,2045.0000004768372,27.161408251954356
17,2120.000000476837,26.73020656935203
18,2265.000000476837,25.802050073258876
19,2395.000000476837,25.88415783502264
20,2470.000000476837,25.187706281522782
21,2560.000000476837,24.75645883875758
22,2615.000000476837,24.649015191154458
23,2670.000000476837,24.015741399443915
24,2725.000000476837,23.729810217296293
25,2780.000000476837,23.668521215056213
26,2820.000000476837,23.766188330446486
27,2845.000000476837,23.228877688772446
28,2885.000000476837,23.367829607609334
29,2900.000000476837,23.14963971928533
30,2945.000000476837,22.91775080486293
31,2960.000000476837,22.807474435015923
32,3005.000000476837,22.745899333333927
33,3015.000000476837,22.807610378562256
34,3065.000000476837,22.567807816962084
35,3075.000000476837,22.456677332390317
36,3130.000000476837,22.373522045802805
37,3150.000000476837,22.356330988706933
38,3190.000000476837,22.071452055640084
39,3210.000000476837,22.48494864140615
40,3255.000000476837,21.855943421013276
