elapsed_time,accuracy
26.0,0.22478983205317318
46.0,0.27642576585931977
66.0,0.3280616996654664
86.0,0.31092220686011846
106.0,0.4666925904544783
126.0,0.5115320966273178
146.0,0.4885000019073486
166.0,0.5419676186122592
186.0,0.5510977773424179
206.0,0.5659525239072665
226.0,0.5865393167120778
246.0,0.595101233438798
266.0,0.6057777776025299
286.0,0.6094529912777435
306.0,0.6119231491221322
326.0,0.6106797969211232
346.0,0.6176944441904256
366.0,0.6242119649903387
386.0,0.6170055573233851
406.0,0.6061361113826433
426.0,0.6293111086294386
446.0,0.6331876538692679
466.0,0.6426609048980745
486.0,0.6427523810598585
506.0,0.6421661616176066
526.0,0.6410588478170796
546.0,0.6379555558610845
566.0,0.6473707079270874
586.0,0.6402555554717478
606.0,0.637190910246878
626.0,0.6343626279782767
646.0,0.6259191938621829
666.0,0.6464494952712396
686.0,0.641523529624939
706.0,0.6400101011603769
726.0,0.6435474746116484
746.0,0.6436969698164198
766.0,0.6442121210435424
786.0,0.6490636365986834
806.0,0.6461659258969624
826.0,0.6438800002776252
846.0,0.6422995167363669
866.0,0.6432177780327973
886.0,0.6359140744986358
906.0,0.634938562043508
926.0,0.642643960968423
946.0,0.6457251850975885
966.0,0.6481287579922894
986.0,0.6465483663976582
1006.0,0.6482079361196548
1026.0,0.644738011922892
1046.0,0.6473846151629065
1066.0,0.6460957267459642
26.0,0.18695933740212278
46.0,0.21461418373782018
66.0,0.24226903007351758
86.0,0.25884814268483053
106.0,0.4191673180801416
126.0,0.510657514158573
146.0,0.5243111112495263
166.0,0.5040811972927843
186.0,0.5066575756554651
206.0,0.5225472211976845
226.0,0.5653111101362439
246.0,0.5887833332812344
266.0,0.5953021071060407
286.0,0.6025856320102553
306.0,0.6098691569144697
326.0,0.6078828284913843
346.0,0.6045777778241369
366.0,0.6026333333796925
386.0,0.6157814817561044
406.0,0.626948485043073
426.0,0.6129970764151792
446.0,0.6302785714584683
466.0,0.6290246032045002
486.0,0.6324237546712502
506.0,0.6314786328291282
526.0,0.6340972219374444
546.0,0.6439215685448616
566.0,0.6359717177694494
586.0,0.6240929289841893
606.0,0.6385000001801385
626.0,0.6334259238419709
646.0,0.640297980187156
666.0,0.6319262630973199
686.0,0.6420574077857866
706.0,0.6423615380686573
726.0,0.6216203710635504
746.0,0.640693939300017
766.0,0.6447583332339922
786.0,0.6377474070870435
806.0,0.642103174643668
826.0,0.6413957261346344
846.0,0.6465000000741746
866.0,0.642911110913312
886.0,0.6469063491949959
906.0,0.6452801584482193
926.0,0.6522935897894395
946.0,0.6501607844595816
966.0,0.6451860082400679
986.0,0.644782716058998
1006.0,0.6489213674035846
1026.0,0.6485705883468678
1046.0,0.6481282827955304
1066.0,0.6494638095092773
1086.0,0.6500733333188011
