Elapsed time (s),Accuracy (%),Method
66.0,10.000666666348776,Polaris
86.0,10.01399999968211,Polaris
106.0,10.027333333015441,Polaris
126.0,10.044142855167388,Polaris
146.0,10.126999998024532,Polaris
166.0,10.209857140881674,Polaris
186.0,10.292714283738817,Polaris
206.0,12.698666563987725,Polaris
226.0,17.005333230654394,Polaris
246.0,21.31199989732106,Polaris
266.0,21.799833396196373,Polaris
286.0,19.163166729529703,Polaris
306.0,16.52650006286304,Polaris
326.0,14.38600004135479,Polaris
346.0,12.651454586809338,Polaris
366.0,10.916909132263882,Polaris
386.0,16.39109073560886,Polaris
406.0,23.667454371972497,Polaris
426.0,30.59199999427796,Polaris
446.0,30.831999994277954,Polaris
466.0,31.071999994277956,Polaris
486.0,31.954545397758476,Polaris
506.0,34.33636357957666,Polaris
526.0,36.718181761394845,Polaris
546.0,37.49400001283126,Polaris
566.0,36.95581819464944,Polaris
586.0,36.41763637646761,Polaris
606.0,36.583454537304966,Polaris
626.0,36.92527271912315,Polaris
646.0,37.288727254260664,Polaris
666.0,38.063272708806124,Polaris
686.0,38.83781816335158,Polaris
706.0,40.138666606373256,Polaris
726.0,42.66755549526214,Polaris
746.0,45.037555571026274,Polaris
766.0,44.388666682137384,Polaris
786.0,43.73977779324849,Polaris
806.0,44.668909059351144,Polaris
826.0,45.992545422987504,Polaris
846.0,47.21057144737244,Polaris
866.0,46.42200001880101,Polaris
886.0,46.28890905761719,Polaris
906.0,47.68527269398082,Polaris
926.0,49.08163633034446,Polaris
946.0,50.418399969291684,Polaris
966.0,51.70639996929168,Polaris
986.0,52.9322857131958,Polaris
1006.0,52.977999998910086,Polaris
1026.0,52.78745456314087,Polaris
1046.0,52.045636381322694,Polaris
1066.0,51.30381819950451,Polaris
1086.0,51.67399996948243,Polaris
1106.0,52.953999969482425,Polaris
1126.0,54.233999969482426,Polaris
1146.0,54.69072726674513,Polaris
1166.0,54.941636357654225,Polaris
1186.0,55.19490908379988,Polaris
1206.0,55.4930909019817,Polaris
1226.0,55.79127272016352,Polaris
1246.0,56.01090909004212,Polaris
1266.0,56.04727272640576,Polaris
1286.0,56.0836363627694,Polaris
1306.0,56.38399998768894,Polaris
1326.0,56.900363624052574,Polaris
1346.0,57.41672726041621,Polaris
1366.0,57.64509090536292,Polaris
