round,accuracy,elapsed_time,comm_time,round_time
1,0.1,65.00000047683716,0,65
2,0.1,125.00000047683716,0,100
3,0.1861,215.00000047683716,0,150
4,0.2856,275.00000047683716,0,255
5,0.3001,335.00000047683716,0,275
6,0.1696,390.00000047683716,0,350
7,0.4623,450.00000047683716,0,110
8,0.4788,505.00000047683716,0,115
9,0.503,560.0000004768372,0,145
10,0.5059,615.0000004768372,0,350
11,0.5448,670.0000004768372,0,110
12,0.5642,725.0000004768372,0,350
13,0.5679,780.0000004768372,0,95
14,0.5936,835.0000004768372,0,110
15,0.5931,890.0000004768372,0,95
16,0.6118,945.0000004768372,0,350
17,0.6027,985.0000004768372,0,95
18,0.6291,1040.0000004768372,0,70
19,0.6222,1095.0000004768372,0,110
20,0.6351,1150.0000004768372,0,70
21,0.6341,1205.0000004768372,0,255
22,0.6483,1260.0000004768372,0,70
23,0.6414,1315.0000004768372,0,350
24,0.6473,1370.0000004768372,0,70
25,0.6443,1425.0000004768372,0,285
26,0.6541,1480.0000004768372,0,350
27,0.6473,1535.0000004768372,0,95
28,0.6605,1590.0000004768372,0,70
29,0.6564,1645.0000004768372,0,95
30,0.6632,1700.0000004768372,0,350
31,0.6592,1755.0000004768372,0,95
32,0.665,1810.0000004768372,0,350
33,0.661,1850.0000004768372,0,350
34,0.6664,1880.0000004768372,0,70
35,0.6687,1935.0000004768372,0,60
36,0.6717,1990.0000004768372,0,95
37,0.6693,2045.0000004768372,0,60
38,0.668,2100.000000476837,0,70
39,0.6737,2155.000000476837,0,60
40,0.6723,2210.000000476837,0,350
41,0.6746,2265.000000476837,0,60
42,0.6691,2285.000000476837,0,350
43,0.6739,2325.000000476837,0,60
44,0.6749,2380.000000476837,0,70
45,0.6772,2435.000000476837,0,60
46,0.6729,2490.000000476837,0,70
47,0.6729,2545.000000476837,0,150
48,0.6767,2600.000000476837,0,70
49,0.6789,2655.000000476837,0,350
50,0.6758,2710.000000476837,0,340
51,0.6807,2765.000000476837,0,85
52,0.6781,2820.000000476837,0,110
53,0.68,2875.000000476837,0,85
54,0.6821,2930.000000476837,0,110
55,0.6799,2985.000000476837,0,85
56,0.6765,3040.000000476837,0,350
57,0.6837,3095.000000476837,0,85
58,0.6815,3150.000000476837,0,350
59,0.6781,3175.000000476837,0,300
60,0.6836,3225.000000476837,0,75
61,0.6836,3280.000000476837,0,65
62,0.6876,3335.000000476837,0,90
63,0.686,3405.000000476837,0,70
64,0.6921,3510.000000476837,0,105
65,0.6809,3570.000000476837,0,350
66,0.6866,3630.000000476837,0,350
67,0.6883,3685.000000476837,0,350
68,0.6865,3740.000000476837,0,350
69,0.6911,3800.000000476837,0,65
70,0.6918,3860.000000476837,0,155
71,0.6913,3950.000000476837,0,350
72,0.6897,4005.000000476837,0,350
73,0.691,4065.000000476837,0,90
74,0.6928,4120.000000476837,0,150
75,0.6894,4175.000000476837,0,350
76,0.6879,4230.000000476837,0,350
