round,elapsed_time,accuracy,round_time
1,209.4506847858429,0.021329787234042552,209.450684482246
2,306.4484145641327,0.036436170212765955,96.99772981001709
3,403.1972780227661,0.10920212765957447,96.74886348211058
4,474.1181421279907,0.2697340425531915,70.92086404835678
5,617.18874168396,0.4043617021276596,143.0705996004007
6,852.9086058139801,0.4697340425531915,235.71986404341004
7,959.4345240592957,0.5387765957446808,106.52591830334157
8,1102.505123615265,0.5745744680851064,143.0705996004007
9,1305.042875289917,0.5997872340425532,202.537751584468
10,1449.0317213535309,0.6206914893617022,143.98884617438733
11,1590.1305162906647,0.6543617021276595,141.0987948830406
12,1801.9083075523376,0.666063829787234,211.77779119989435
13,2044.8526229858398,0.6615425531914894,242.9443154653758
14,2185.1795835494995,0.6815425531914894,140.32696065609778
15,2535.1795835494995,0.6881914893617022,350.0
16,2885.1795835494995,0.6911702127659575,350.0
17,3087.7173352241516,0.6911170212765958,202.537751584468
18,3192.5301353931427,0.7013297872340426,104.81280009022373
19,3404.3079266548157,0.7147340425531915,211.77779119989435
20,3502.163185596466,0.714095744680851,97.85525889943824
21,3689.370429754257,0.7129255319148936,187.20724416501642
22,4039.370429754257,0.7296808510638297,350.0
23,4389.370429754257,0.73,350.0
24,4459.746404886246,0.7267553191489362,70.37597519039613
25,4809.746404886246,0.7351063829787234,350.0
26,4954.3598873615265,0.7336702127659575,144.61348246213947
27,5304.3598873615265,0.7371276595744681,350.0
28,5395.2394251823425,0.738031914893617,90.87953774468613
29,5536.338220119476,0.7421808510638298,141.0987948830406
30,5872.325422286987,0.7471276595744681,335.98720212442464
31,5976.339407205582,0.7474468085106383,104.01398483873211
32,6095.51839017868,0.7489361702127659,119.17898297790778
33,6203.180146932602,0.7523404255319149,107.66175686513087
34,6347.168992996216,0.7475,143.98884617438733
35,6494.614963293076,0.7441489361702127,147.44597025644123
36,6754.753385066986,0.749468085106383,260.13842185392105
37,6861.17978811264,0.7477659574468085,106.42640312978205
38,6936.41422700882,0.7553191489361702,75.23443878724107
39,7117.515046834946,0.7515425531914893,181.10081989259464
40,7467.515046834946,0.7565425531914893,350.0
41,7558.394584655762,0.7616489361702128,90.87953774468613
42,7672.368264913559,0.7598936170212766,113.97368029645322
43,7796.5678815841675,0.7667021276595745,124.19961666879001
44,8032.4227130413055,0.7604787234042554,235.8548313914265
45,8234.960464715958,0.7560106382978723,202.537751584468
46,8564.33331155777,0.7570744680851064,329.37284688126255
47,8914.33331155777,0.759468085106383,350.0
48,9264.33331155777,0.7661170212765958,350.0
49,9473.783996105194,0.7672340425531915,209.450684482246
50,9683.234680652618,0.7752127659574468,209.450684482246
51,9782.473941326141,0.7630851063829788,99.23926060813373
52,9888.999859571457,0.7701595744680851,106.52591830334157
53,10091.537611246109,0.7727127659574468,202.537751584468
54,10179.384749174118,0.7664893617021277,87.84713788119277
55,10366.59199333191,0.7654787234042553,187.20724416501642
56,10484.971534490585,0.7678191489361702,118.37954121334093
57,10600.830434560776,0.7710106382978723,115.85890003012649
58,10812.608225822449,0.7683510638297872,211.77779119989435
59,11022.058910369873,0.7690957446808511,209.450684482246
60,11351.431757211685,0.7753723404255319,329.37284688126255
61,11519.688661336899,0.7715425531914893,168.25690413345262
62,11706.89590549469,0.7754787234042553,187.20724416501642
63,12056.89590549469,0.7767021276595745,350.0
64,12292.750736951828,0.7765425531914893,235.8548313914265
65,12552.889158725739,0.7768617021276596,260.13842185392105
66,12740.09640288353,0.7816489361702128,187.20724416501642
67,13090.09640288353,0.7776595744680851,350.0
68,13208.475944042206,0.7802127659574468,118.37954121334093
69,13372.21126127243,0.7732978723404256,163.73531731823215
70,13486.184941530228,0.7805851063829787,113.97368029645322
71,13836.184941530228,0.7722872340425532,350.0
72,13980.798424005508,0.7696276595744681,144.61348246213947
73,14240.936845779419,0.7756382978723404,260.13842185392105
74,14476.656709909439,0.7815425531914894,235.71986404341004
75,14712.511541366577,0.7727659574468085,235.8548313914265
76,15062.511541366577,0.7802659574468085,350.0
77,15412.511541366577,0.7773936170212766,350.0
78,15762.511541366577,0.7817021276595745,350.0
79,15890.994423627853,0.7716489361702128,128.4828822496735
80,16015.194040298462,0.7827659574468085,124.19961666879001
81,16095.778524160385,0.7736702127659575,80.58448390400947
82,16178.262108564377,0.7798936170212766,82.48358429848568
83,16341.997425794601,0.7757978723404255,163.73531731823215
84,16691.9974257946,0.7868617021276596,350.0
85,16796.243589401245,0.7728723404255319,104.24616349870709
86,16923.058542728424,0.7786170212765957,126.8149533000753
87,17125.596294403076,0.7818085106382979,202.537751584468
88,17193.61119222641,0.7823404255319149,68.01489772758374
89,17429.33105635643,0.7837234042553192,235.71986404341004
90,17564.575221776962,0.7876063829787234,135.2441653207223
91,17665.61196565628,0.7870212765957447,101.03674380548021
92,18015.61196565628,0.7795212765957447,350.0
93,18365.61196565628,0.7843085106382979,350.0
94,18715.61196565628,0.7811170212765958,350.0
95,19065.61196565628,0.7889893617021276,350.0
96,19401.59916782379,0.7823936170212766,335.98720212442464
97,19751.59916782379,0.7854787234042553,350.0
98,19994.543483257294,0.7854255319148936,242.9443154653758
99,20254.681905031204,0.7848404255319149,260.13842185392105
100,20373.860888004303,0.7899468085106383,119.17898297790778
