Elapsed time,Accuracy (%),Method
66.0,0.10003166665156683,Polaris
86.0,0.10066499998490017,Polaris
106.0,0.1012983333182335,Polaris
126.0,0.10321714222908021,Polaris
146.0,0.12955999937193735,Polaris
166.0,0.15590285651479446,Polaris
186.0,0.1822457136576516,Polaris
206.0,0.2125249992012977,Polaris
226.0,0.2460249992012977,Polaris
246.0,0.2795249992012977,Polaris
266.0,0.30613166616678233,Polaris
286.0,0.32709833283344897,Polaris
306.0,0.34806499950011566,Polaris
326.0,0.32224000152848,Polaris
346.0,0.2581309106193891,Polaris
366.0,0.1940218197102982,Polaris
386.0,0.2656509065740756,Polaris
406.0,0.37121454293771194,Polaris
426.0,0.4700509097818895,Polaris
446.0,0.44106909160007135,Polaris
466.0,0.4120872734182532,Polaris
486.0,0.404225453557968,Polaris
506.0,0.4456436353761499,Polaris
526.0,0.4870618171943318,Polaris
546.0,0.5044400000546195,Polaris
566.0,0.5021490909637104,Polaris
586.0,0.49985818187280134,Polaris
606.0,0.5108909087484533,Polaris
626.0,0.5252545451120897,Polaris
646.0,0.538872727285732,Polaris
666.0,0.5383272727402774,Polaris
686.0,0.5377818181948228,Polaris
706.0,0.5429199995613098,Polaris
726.0,0.5575454544067382,Polaris
746.0,0.56336363622492,Polaris
766.0,0.5691818180431019,Polaris
786.0,0.5703857143470219,Polaris
806.0,0.5678142857755933,Polaris
826.0,0.5793228567845481,Polaris
846.0,0.5935527272952686,Polaris
866.0,0.5926072727498142,Polaris
886.0,0.5916618182043596,Polaris
906.0,0.5924618180656432,Polaris
926.0,0.5973345453383706,Polaris
946.0,0.6022072726110979,Polaris
966.0,0.6049999999739908,Polaris
986.0,0.6060909090648998,Polaris
1006.0,0.607181818155809,Polaris
1026.0,0.6086509090536292,Polaris
1046.0,0.6102145454172655,Polaris
1066.0,0.6117963635904139,Polaris
1086.0,0.6137236363176866,Polaris
1106.0,0.6156509090449593,Polaris
1126.0,0.6158240000934601,Polaris
1146.0,0.61190400009346,Polaris
1166.0,0.6079840000934601,Polaris
1186.0,0.6198509091186524,Polaris
1206.0,0.618687272755016,Polaris
1226.0,0.6175236363913796,Polaris
1246.0,0.6177399999679218,Polaris
1266.0,0.6190854545133764,Polaris
1286.0,0.620430909058831,Polaris
1306.0,0.6223290908605402,Polaris
1326.0,0.6243654544969038,Polaris
1346.0,0.6263127272666584,Polaris
1366.0,0.6265672727212038,Polaris
1386.0,0.6268218181757493,Polaris
1406.0,0.6272727272510529,Polaris
1426.0,0.6281818181601437,Polaris
1446.0,0.6290909090692346,Polaris
1466.0,0.6301599999713897,Polaris
1486.0,0.6313599999713898,Polaris
1506.0,0.6325599999713898,Polaris
1526.0,0.632334545468417,Polaris
1546.0,0.6317527272865989,Polaris
1566.0,0.6312490908856825,Polaris
1586.0,0.6322309090675007,Polaris
1606.0,0.6332127272493189,Polaris
1626.0,0.6333109091377258,Polaris
1646.0,0.6313472727740894,Polaris
1666.0,0.629383636410453,Polaris
1686.0,0.6299399999375777,Polaris
1706.0,0.6325581817557595,Polaris
1726.0,0.6351763635739414,Polaris
1746.0,0.6346818182121624,Polaris
1766.0,0.6334090909394351,Polaris
1786.0,0.6326599997806549,Polaris
1806.0,0.6413545454762198,Polaris
1826.0,0.640445454567129,Polaris
1846.0,0.639536363658038,Polaris
1866.0,0.6391099999833108,Polaris
1886.0,0.6389300000532467,Polaris
1906.0,0.6366966667199134,Polaris
1926.0,0.6344633333865801,Polaris
1946.0,0.633750909023285,Polaris
1966.0,0.6365872726596487,Polaris
1986.0,0.6394236362960123,Polaris
2006.0,0.640680000000867,Polaris
2026.0,0.6406436363645033,Polaris
2046.0,0.6406072727281397,Polaris
2066.0,0.6420545454111966,Polaris
2086.0,0.6438727272293784,Polaris
2106.0,0.6425916681011518,Polaris
2126.0,0.5824250014344851,Polaris
2146.0,0.5222583347678185,Polaris
2166.0,0.4651,Polaris
2186.0,0.4651,Polaris
2206.0,0.4651,Polaris
2226.0,0.4697617387599531,Polaris
2246.0,0.4853008691947357,Polaris
2266.0,0.5008399996295183,Polaris
2286.0,0.5163791300643009,Polaris
2306.0,0.5319182604990835,Polaris
2326.0,0.5474573909338661,Polaris
2346.0,0.5629965213686488,Polaris
2366.0,0.5785356518034314,Polaris
2386.0,0.594074782238214,Polaris
2406.0,0.6096139126729966,Polaris
2426.0,0.6251530431077792,Polaris
2446.0,0.6406921735425618,Polaris
2466.0,0.6442923076776358,Polaris
2486.0,0.6449076922930205,Polaris
2506.0,0.645523076908405,Polaris
2526.0,0.6464199999731237,Polaris
2546.0,0.6475472727003965,Polaris
2566.0,0.6486745454276692,Polaris
2586.0,0.6488418181835521,Polaris
2606.0,0.6487690909108249,Polaris
2626.0,0.6487581817904386,Polaris
2646.0,0.649921818154075,Polaris
2666.0,0.6510854545177114,Polaris
2686.0,0.6516600000190735,Polaris
2706.0,0.6508600000190735,Polaris
2726.0,0.6500600000190735,Polaris
2746.0,0.6509399999462475,Polaris
2766.0,0.6531945454007929,Polaris
2786.0,0.6554490908553384,Polaris
2806.0,0.6555218181930889,Polaris
2826.0,0.6550490909203616,Polaris
2846.0,0.6546466666444142,Polaris
2866.0,0.6555799999777475,Polaris
2886.0,0.6565133333110809,Polaris
2906.0,0.6574436363428289,Polaris
2926.0,0.6583163636155562,Polaris
2946.0,0.6591890908882835,Polaris
2966.0,0.6601490908813477,Polaris
2986.0,0.661312727244984,Polaris
3006.0,0.6624763636086204,Polaris
3026.0,0.6630399999982661,Polaris
3046.0,0.6631127272709934,Polaris
3066.0,0.6631854545437206,Polaris
3086.0,0.662763636376641,Polaris
3106.0,0.6622181818311864,Polaris
3126.0,0.6617418181618777,Polaris
3146.0,0.6625781817982414,Polaris
3166.0,0.663414545434605,Polaris
3186.0,0.6639500000039736,Polaris
3206.0,0.663783333337307,Polaris
3226.0,0.6636166666706403,Polaris
3246.0,0.6634228571489879,Polaris
3266.0,0.663165714291845,Polaris
3286.0,0.6629085714347022,Polaris
3306.0,0.6626514285775593,Polaris
3326.0,0.6642290908605402,Polaris
3346.0,0.6662654544969039,Polaris
3366.0,0.6681309091238542,Polaris
3386.0,0.666749090942036,Polaris
3406.0,0.6653672727602178,Polaris
3426.0,0.6644436363601685,Polaris
3446.0,0.664589090905623,Polaris
3466.0,0.6647345454510775,Polaris
3486.0,0.6646000000086697,Polaris
3506.0,0.6642363636450334,Polaris
3526.0,0.663872727281397,Polaris
3546.0,0.6647599999713898,Polaris
3566.0,0.6659599999713898,Polaris
3586.0,0.6670054545905374,Polaris
3606.0,0.6651145454996282,Polaris
3626.0,0.6632236364087192,Polaris
3646.0,0.6624890908622743,Polaris
3666.0,0.6644527272259105,Polaris
