round,accuracy,elapsed_time
1,0.1,115.00000023841858
2,0.1,350.0000002384186
3,0.1,405.0000002384186
4,0.101,470.0000002384186
5,0.1087,625.0000002384186
6,0.1,790.0000002384186
7,0.2616,975.0000002384186
8,0.3071,1045.0000002384186
9,0.3162,1155.0000002384186
10,0.3131,1325.0000002384186
11,0.3689,1395.0000002384186
12,0.1845,1505.0000002384186
13,0.4151,1675.0000002384186
14,0.3903,1745.0000002384186
15,0.396,1825.0000002384186
16,0.4103,1900.0000002384186
17,0.4401,2095.0000002384186
18,0.4462,2250.0000002384186
19,0.4689,2320.0000002384186
20,0.4832,2435.0000002384186
21,0.5166,2515.0000002384186
22,0.5027,2670.0000002384186
23,0.5185,2785.0000002384186
24,0.5384,2865.0000002384186
25,0.5537,3020.0000002384186
26,0.5505,3135.0000002384186
27,0.5712,3215.0000002384186
28,0.5893,3370.0000002384186
29,0.5925,3425.0000002384186
30,0.6065,3485.0000002384186
31,0.5922,3740.0000002384186
32,0.6012,3835.0000002384186
33,0.6154,3895.0000002384186
34,0.619,4090.0000002384186
35,0.6196,4185.000000238419
36,0.6308,4260.000000238419
37,0.6348,4440.000000238419
38,0.6509,4600.000000238419
39,0.6561,4710.000000238419
40,0.6573,4790.000000238419
41,0.6589,4950.000000238419
42,0.6567,5105.000000238419
43,0.6655,5235.000000238419
44,0.6753,5310.000000238419
45,0.6754,5455.000000238419
46,0.6809,5585.000000238419
47,0.6817,5655.000000238419
48,0.6745,5805.000000238419
49,0.6764,6005.000000238419
50,0.6842,6065.000000238419
51,0.6807,6155.000000238419
52,0.6874,6355.000000238419
53,0.6843,6415.000000238419
54,0.6982,6505.000000238419
55,0.6972,6640.000000238419
56,0.6978,6725.000000238419
57,0.6994,6855.000000238419
58,0.7035,6915.000000238419
59,0.7025,7065.000000238419
60,0.7008,7205.000000238419
61,0.7022,7295.000000238419
62,0.7018,7555.000000238419
63,0.7095,7645.000000238419
64,0.6986,7905.000000238419
65,0.7153,7995.000000238419
66,0.6985,8115.000000238419
67,0.7054,8255.000000238419
68,0.7113,8400.000000238419
69,0.7155,8495.000000238419
70,0.7226,8605.000000238419
71,0.7134,8750.000000238419
72,0.7183,8845.000000238419
73,0.7231,8995.000000238419
74,0.7074,9100.000000238419
75,0.7128,9195.000000238419
76,0.7129,9375.000000238419
77,0.7241,9450.000000238419
78,0.7222,9545.000000238419
79,0.7278,9615.000000238419
80,0.7263,9800.000000238419
81,0.721,9900.000000238419
82,0.7242,9965.000000238419
83,0.7226,10095.000000238419
84,0.7226,10155.000000238419
85,0.7293,10250.000000238419
86,0.7269,10330.000000238419
87,0.7259,10600.000000238419
88,0.7307,10680.000000238419
89,0.7263,10745.000000238419
90,0.7327,10950.000000238419
91,0.7272,11030.000000238419
92,0.7293,11095.000000238419
93,0.7301,11300.000000238419
94,0.7262,11380.000000238419
95,0.7321,11445.000000238419
96,0.7308,11565.000000238419
97,0.7374,11715.000000238419
98,0.7384,11795.000000238419
99,0.7383,11915.000000238419
100,0.7283,11975.000000238419
101,0.7452,12130.000000238419
102,0.7355,12265.000000238419
103,0.7403,12335.000000238419
104,0.7284,12480.000000238419
105,0.7363,12615.000000238419
106,0.7372,12830.000000238419
107,0.7385,12965.000000238419
108,0.7412,13180.000000238419
109,0.7321,13255.000000238419
110,0.7429,13315.000000238419
111,0.7405,13385.000000238419
112,0.747,13530.000000238419
113,0.7486,13665.000000238419
114,0.7353,13755.000000238419
115,0.7463,13905.000000238419
116,0.747,14105.000000238419
117,0.7501,14220.000000238419
118,0.7423,14280.000000238419
119,0.7461,14455.000000238419
120,0.7485,14570.000000238419
121,0.7414,14630.000000238419
122,0.7482,14750.000000238419
123,0.7477,14870.000000238419
124,0.747,14980.000000238419
125,0.7517,15130.000000238419
126,0.7473,15220.000000238419
127,0.748,15280.000000238419
128,0.7526,15395.000000238419
129,0.7467,15505.000000238419
130,0.751,15630.000000238419
131,0.7401,15745.000000238419
132,0.7382,15855.000000238419
133,0.75,15970.000000238419
134,0.7536,16095.000000238419
135,0.7536,16205.000000238419
136,0.7446,16320.000000238419
137,0.7398,16445.00000023842
138,0.7547,16555.00000023842
139,0.7542,16675.00000023842
140,0.7424,16795.00000023842
141,0.7512,17025.00000023842
142,0.7481,17145.00000023842
143,0.7505,17205.00000023842
144,0.7555,17375.00000023842
145,0.7526,17495.00000023842
146,0.7484,17725.00000023842
147,0.7564,17845.00000023842
148,0.5627,17900.00000023842
149,0.5182,17995.00000023842
150,0.7516,18075.00000023842
