Elapsed time (s),Accuracy (%),Method
0,0.0,Polaris
25,31.012221650105932,Polaris
55,52.515555789912185,Polaris
85,60.317407375441654,Polaris
115,60.58030301209653,Polaris
145,61.40121212000798,Polaris
175,61.598080838665815,Polaris
205,60.90686866042591,Polaris
235,60.96786327667726,Polaris
265,61.218888894584445,Polaris
295,61.448641964123574,Polaris
325,61.32712963921052,Polaris
355,61.262986103991665,Polaris
385,61.25833334154552,Polaris
415,61.33088889768389,Polaris
445,61.3821052612617,Polaris
0,0.0,Polaris
25,37.10666611803901,Polaris
55,55.906574150588774,Polaris
85,58.34880293744242,Polaris
115,60.641414086601955,Polaris
145,60.27888891683685,Polaris
175,60.948686896959934,Polaris
205,60.42555554707846,Polaris
235,61.17854700972891,Polaris
265,60.96333331412739,Polaris
295,61.363131318333174,Polaris
325,61.29426902149155,Polaris
355,60.8846428566698,Polaris
385,61.29666665660011,Polaris
415,61.40611110350442,Polaris
445,61.382051281317686,Polaris
0,0.0,Polaris
25,35.57777696179019,Polaris
55,54.72055575390657,Polaris
85,57.112613896357466,Polaris
115,56.92000001748403,Polaris
145,59.68929296765665,Polaris
175,61.12555551899804,Polaris
205,25.04283089315038,Polaris
235,61.34999996529685,Polaris
265,61.310653555221805,Polaris
295,61.79303034507867,Polaris
325,62.08949491546611,Polaris
355,61.846239326020594,Polaris
385,61.964579942077805,Polaris
415,62.1642735044569,Polaris
445,62.321284724680915,Polaris
0,0.0,Polaris
25,39.42444414712764,Polaris
55,55.260341928168245,Polaris
85,58.288518384827505,Polaris
115,60.16648147163568,Polaris
145,61.309876534703335,Polaris
175,60.90343436749295,Polaris
205,61.034273512261535,Polaris
235,60.84333334026514,Polaris
265,61.2188888947169,Polaris
295,61.37305554718883,Polaris
325,61.59750000651236,Polaris
355,61.45959595220257,Polaris
385,61.84009259181994,Polaris
415,61.62111111314208,Polaris
445,61.69822222785596,Polaris
0,0.0,Polaris
25,34.055555055803715,Polaris
55,54.72153857752809,Polaris
85,57.78888836383819,Polaris
115,58.94777770307329,Polaris
145,59.87999998410544,Polaris
175,60.41883599059291,Polaris
205,60.89870371619861,Polaris
235,60.849898980699415,Polaris
265,61.058181792702335,Polaris
295,60.93787035708074,Polaris
325,60.46209401572872,Polaris
355,61.02837604155907,Polaris
385,61.37222221496778,Polaris
415,61.37686867877691,Polaris
445,61.55111110316383,Polaris
0,0.0,Pisces
25,20.258983296806928,Pisces
55,29.993735069856577,Pisces
85,39.65111049157602,Pisces
115,54.69472214614903,Pisces
145,58.254444407357106,Pisces
175,59.49396822744703,Pisces
205,60.83065657078618,Pisces
235,61.043333318824445,Pisces
265,61.32076922782467,Pisces
295,61.50602563808108,Pisces
325,61.60787874679372,Pisces
355,62.116944450493214,Pisces
385,62.24326389561098,Pisces
415,61.81722222650493,Pisces
445,61.91379630472925,Pisces
0,0.0,Pisces
25,25.12853410287952,Pisces
55,36.20654828727668,Pisces
85,40.14324023215858,Pisces
115,54.48215679732803,Pisces
145,57.835833292139895,Pisces
175,59.56616160407211,Pisces
205,60.354629614882995,Pisces
235,61.3681196396575,Pisces
265,61.852857138802406,Pisces
295,62.10795917961873,Pisces
325,61.44363636508133,Pisces
355,61.47382715905154,Pisces
385,61.45629630035825,Pisces
415,61.382500008521255,Pisces
445,61.40418803565522,Pisces
0,0.0,Pisces
25,19.2666426213695,Pisces
55,29.449621344773764,Pisces
85,36.4109243875742,Pisces
115,53.873015601370064,Pisces
145,57.28314009725184,Pisces
175,58.77999995628993,Pisces
205,60.038695570627844,Pisces
235,60.56948724907688,Pisces
265,61.85959595489984,Pisces
