round,accuracy,elapsed_time
1,0.20878888888888888,23.000000715255737
2,0.42862222222222224,70.00000071525574
3,0.2884888888888889,81.00000071525574
4,0.5307666666666667,94.00000071525574
5,0.5515666666666666,125.00000071525574
6,0.5430444444444444,158.00000071525574
7,0.5606111111111111,195.00000071525574
8,0.5902444444444445,209.00000071525574
9,0.6041,231.00000071525574
10,0.6127888888888889,265.00000071525574
11,0.6270555555555556,279.00000071525574
12,0.6042777777777778,301.00000071525574
13,0.6279555555555556,335.00000071525574
14,0.6362555555555556,349.00000071525574
15,0.6368333333333334,365.00000071525574
16,0.6266333333333334,380.00000071525574
17,0.6169777777777777,419.00000071525574
18,0.6451222222222223,450.00000071525574
19,0.6269333333333333,464.00000071525574
20,0.6493333333333333,487.00000071525574
21,0.6378,503.00000071525574
22,0.6467777777777778,534.0000007152557
23,0.6314666666666666,557.0000007152557
24,0.6338444444444444,573.0000007152557
25,0.6357111111111111,604.0000007152557
26,0.6453333333333333,627.0000007152557
27,0.6431,643.0000007152557
28,0.6435666666666666,674.0000007152557
29,0.6468444444444444,685.0000007152557
30,0.6489666666666667,697.0000007152557
31,0.6511777777777777,748.0000007152557
32,0.6422666666666667,767.0000007152557
33,0.6473555555555556,779.0000007152557
34,0.38937777777777777,818.0000007152557
35,0.6472111111111111,837.0000007152557
36,0.6482,852.0000007152557
37,0.6502222222222223,888.0000007152557
38,0.6456777777777778,920.0000007152557
39,0.6532444444444444,942.0000007152557
40,0.6498888888888888,958.0000007152557
41,0.6506888888888889,990.0000007152557
42,0.6511777777777777,1021.0000007152557
43,0.6525444444444445,1047.0000007152557
44,0.6534444444444445,1062.0000007152557
45,0.6531888888888889,1091.0000007152557
46,0.6535333333333333,1117.0000007152557
47,0.6505111111111112,1131.0000007152557
48,0.6530444444444444,1161.0000007152557
49,0.6536444444444445,1201.0000007152557
50,0.6542777777777777,1213.0000007152557
51,0.6547444444444445,1231.0000007152557
52,0.6571222222222223,1271.0000007152557
53,0.6528444444444444,1283.0000007152557
54,0.6535,1301.0000007152557
55,0.3689,1328.0000007152557
56,0.6505222222222222,1345.0000007152557
57,0.6547444444444445,1371.0000007152557
58,0.6528222222222222,1383.0000007152557
59,0.6498888888888888,1413.0000007152557
60,0.6557888888888889,1441.0000007152557
61,0.6547666666666667,1459.0000007152557
62,0.6482222222222223,1511.0000007152557
