round,elapsed_time,accuracy
1,90.00000023841858,93.00651497739237
2,350.0000002384186,63.682856986878974
3,405.0000002384186,73.15221868151704
4,460.0000002384186,48.97420662532414
5,575.0000002384186,42.276402856084985
6,755.0000002384186,40.78028630252279
7,815.0000002384186,39.307715100839914
8,965.0000002384186,36.067768518045995
9,1165.0000002384186,34.474207616859694
10,1315.0000002384186,32.7047074351151
11,1405.0000002384186,31.200860093811063
12,1515.0000002384186,30.138730475610906
13,1590.0000002384186,29.680543318597145
14,1755.0000002384186,28.808955745408802
15,1865.0000002384186,27.985639497619694
16,1940.0000002384186,27.099247203207167
17,2095.0000002384186,26.526920763751086
18,2215.0000002384186,26.273376287975484
19,2270.0000002384186,25.35050915318
20,2445.0000002384186,25.114674823975292
21,2600.0000002384186,24.803646219487042
22,2655.0000002384186,24.332374482794016
23,2710.0000002384186,23.83103111333717
24,2765.0000002384186,23.574734391056737
25,2795.0000002384186,23.800539582478052
26,2825.0000002384186,23.24241144266087
27,2855.0000002384186,23.27470155628718
28,2880.0000002384186,22.786994285438738
29,2915.0000002384186,22.812706127033035
30,2935.0000002384186,22.60327218384626
31,2985.0000002384186,22.562895877780925
32,2990.0000002384186,22.41723096482233
33,3040.0000002384186,22.3166777904636
34,3050.0000002384186,22.2086106246052
35,3095.0000002384186,22.175002586509503
36,3110.0000002384186,22.16381297429381
37,3155.0000002384186,21.96137818798431
38,3185.0000002384186,22.030570751957047
39,3225.0000002384186,21.977820145592947
40,3250.0000002384186,22.07776238838634
41,3280.0000002384186,21.84676380873358
42,3315.0000002384186,21.891134625439786
43,3345.0000002384186,21.67418253047466
44,3375.0000002384186,21.927710357827813
45,3405.0000002384186,21.930842137605833
46,3430.0000002384186,22.36662057370035
47,3465.0000002384186,21.802134655521552
48,3495.0000002384186,22.18254303415538
49,3525.0000002384186,21.874095179405316
50,3555.0000002384186,22.408606303798855
