Elapsed time (s),Accuracy (%),Method
120,1.1558333319822949,Polaris
170,3.292499977509179,Polaris
220,10.002499918222423,Polaris
270,12.573333366076152,Polaris
320,8.839090951399376,Polaris
370,8.348333187500618,Polaris
420,23.639999854167286,Polaris
470,24.33999999332428,Polaris
520,28.672727227557793,Polaris
570,30.23818181081252,Polaris
620,32.66545451554385,Polaris
670,34.31272726648504,Polaris
720,33.93090910443392,Polaris
770,35.007272681322966,Polaris
820,38.554545448996805,Polaris
870,38.96363636632399,Polaris
920,38.855454531582915,Polaris
970,40.309999986128375,Polaris
1020,41.38272726249695,Polaris
1070,41.86636363237554,Polaris
1120,41.96454545437206,Polaris
1170,42.663636354186316,Polaris
1220,43.589090900681235,Polaris
1270,44.09818181688136,Polaris
1320,44.03818182156303,Polaris
1370,44.06818180933866,Polaris
1420,44.80454545480554,Polaris
1470,44.89499998903274,Polaris
1520,45.669999996185304,Polaris
1570,45.913636363549664,Polaris
1620,46.14636362916773,Polaris
1670,46.71545454710181,Polaris
1720,46.60272726865248,Polaris
1770,47.02999999592521,Polaris
1820,47.002727272987364,Polaris
1870,47.15545454380729,Polaris
1920,47.349999998092656,Polaris
1970,47.51818181670796,Polaris
2020,47.49272727411443,Polaris
2070,47.73666666062673,Polaris
2120,47.8645454565395,Polaris
2170,48.46636363861778,Polaris
2220,48.230000002254144,Polaris
2270,48.42090908908844,Polaris
2320,48.317272728573194,Polaris
2370,48.43545454372059,Polaris
2420,48.49,Polaris
2470,48.662727269432764,Polaris
2520,48.72454545801336,Polaris
2570,48.628181813153354,Polaris
2620,49.02272727402774,Polaris
2670,49.50999994182587,Polaris
2720,49.691818180084226,Polaris
2770,49.59545454666831,Polaris
2820,49.788181815580884,Polaris
2870,49.850909091169186,Polaris
2920,49.844999999920525,Polaris
2970,49.817272728053005,Polaris
3020,49.69727272926677,Polaris
3070,49.6038461503249,Polaris
3120,49.973076919555666,Polaris
3170,50.18999999809265,Polaris
3220,50.51249999642372,Polaris
3270,50.69583333341281,Polaris
3320,50.66545454623482,Polaris
3370,50.66499999690056,Polaris
3420,50.98999999690056,Polaris
3470,50.825714287281045,Polaris
3520,50.65384615553342,Polaris
3570,50.59642856931686,Polaris
3620,50.81785714074544,Polaris
3670,50.95769230644519,Polaris
3720,51.1576923053448,Polaris
3770,51.38769230585831,Polaris
3820,51.579999998166016,Polaris
3870,51.31846154095576,Polaris
3920,51.26545454510776,Polaris
3970,51.509090905449604,Polaris
4020,51.40909091463956,Polaris
4070,51.1533333311081,Polaris
4120,51.31090909012881,Polaris
4170,51.41818181679465,Polaris
4220,51.52545454528115,Polaris
4270,51.54909090865741,Polaris
4320,51.598571427753996,Polaris
4370,51.684285713468284,Polaris
4420,51.64000000095368,Polaris
4470,51.76363636103544,Polaris
4520,51.78636363853107,Polaris
4570,51.71999999833107,Polaris
4620,51.87999999904632,Polaris
4670,51.94727272944017,Polaris
4720,51.720000002167446,Polaris
4770,52.053333330154416,Polaris
4820,52.607272721463985,Polaris
4870,52.661666668415066,Polaris
4920,52.551818182164965,Polaris
4970,52.522727272900674,Polaris
5020,52.58636363393611,Polaris
5070,52.82333333174388,Polaris
5120,52.98999999841054,Polaris
5170,53.098333332300186,Polaris
5220,52.99333333484332,Polaris
5270,52.76846154102912,Polaris
5320,52.71999999554953,Polaris
5370,53.06272728009658,Polaris
5420,52.29000000736931,Polaris
5470,52.61727272415161,Polaris
5520,52.882499997536335,Polaris
5570,52.78500000238419,Polaris
5620,52.81833333031336,Polaris
5670,52.915000003973645,Polaris
5720,52.5441666662693,Polaris
5770,52.58583333293597,Polaris
5820,52.77749999801318,Polaris
5870,53.0616666636467,Polaris
5920,53.147272728659885,Polaris
5970,52.98363636545701,Polaris
6020,52.986363632028755,Polaris
6070,53.29909091151844,Polaris
6120,53.07999999904632,Polaris
6170,53.17999999904634,Polaris
6220,53.65692307237479,Polaris
6270,53.66000000190735,Polaris
6320,53.5016666665872,Polaris
6370,53.50999999992053,Polaris
6420,53.400909091949465,Polaris
6470,53.26727272857319,Polaris
6520,53.01454545723308,Polaris
6570,53.501666658878335,Polaris
6620,53.523636371005665,Polaris
6670,53.10923076805702,Polaris
6720,53.223076922783484,Polaris
6770,53.25384615355271,Polaris
6820,53.45692307457557,Polaris
6870,53.542500000715265,Polaris
6920,53.592499996741616,Polaris
6970,53.90499999952316,Polaris
7020,53.95499999952315,Polaris
7070,53.86928571639742,Polaris
7120,53.656666667938225,Polaris
