Elapsed_time,Accuracy
400.0,42.07489391270994
410.0,40.250356594755516
420.0,38.42581927680111
430.0,37.38235034763731
440.0,37.11994995624116
450.0,36.857549564845
460.0,36.595149173448846
470.0,36.33274878205269
480.0,36.070348390656534
490.0,35.577680829089196
500.0,35.08501325654186
510.0,34.59234568399453
520.0,34.09967811144719
530.0,33.60701053889986
540.0,33.32788389673252
550.0,33.2622982256749
560.0,33.196712554617264
570.0,33.13112688355964
580.0,33.065541212502005
590.0,32.99995554144438
600.0,32.95104799750785
610.0,32.90214045436659
620.0,32.853232911225334
630.0,32.80432536808408
640.0,32.75541782494282
650.0,32.596576128690025
660.0,32.32780025835741
670.0,32.059024388024795
680.0,31.79024851769218
690.0,31.521472647359566
700.0,31.25269677702695
710.0,31.064463929678972
720.0,30.956774120677988
730.0,30.849084311677004
740.0,30.74139450267602
750.0,30.633704693675035
760.0,30.52601488467405
770.0,30.418325075673067
780.0,30.310635266672083
790.0,30.2029454576711
800.0,30.095255648670115
810.0,29.98756583966913
820.0,29.90855952327585
830.0,29.829553208250307
840.0,29.75054689322476
850.0,29.671540578199213
860.0,29.59253426317367
870.0,29.513527948148123
880.0,29.43452163312258
890.0,29.355515318097034
900.0,29.27650900307149
910.0,29.197502688045944
920.0,29.1546401420817
930.0,29.14792137207263
940.0,29.141202602063565
950.0,29.1344838320545
960.0,29.12776506204543
970.0,29.121046292036365
980.0,28.96479116292937
990.0,28.80853602669193
1000.0,28.652280890454485
1010.0,28.49602575421704
1020.0,28.3397706179796
1030.0,28.183515481742155
1040.0,28.13079149193502
1050.0,28.078067507064635
1060.0,28.02534352219425
1070.0,27.972619537323865
1080.0,27.919895552453482
1090.0,27.836447713314104
1100.0,27.72227601404562
1110.0,27.608104314777137
1120.0,27.493932615508655
1130.0,27.379760916240173
1140.0,27.26558921697169
1150.0,27.238754254931507
1160.0,27.211919297055868
1170.0,27.18508433918023
1180.0,27.15824938130459
1190.0,27.131414423428946
1200.0,27.07321368388596
1210.0,26.983647156693074
1220.0,26.894080629500188
1230.0,26.8045141023073
1240.0,26.714947575114415
1250.0,26.62538104792153
1260.0,26.535814520728643
1270.0,26.549520212195965
1280.0,26.563225908587697
1290.0,26.576931604979425
1300.0,26.590637301371153
1310.0,26.60434299776288
1320.0,26.61804869415461
1330.0,26.546195698776597
1340.0,26.47434269931883
1350.0,26.402489699861057
1360.0,26.33063670040329
1370.0,26.258783700945518
1380.0,26.18693070148775
1390.0,26.182108266639297
1400.0,26.177285834987114
1410.0,26.17246340333493
1420.0,26.167640971682744
1430.0,26.16281854003056
1440.0,26.157996108378377
1450.0,26.153173676726194
1460.0,26.148351245074007
1470.0,26.143528813421824
1480.0,26.13870638176964
1490.0,26.133883950117458
1500.0,26.13302191150696
1510.0,26.132159873085314
1520.0,26.131297834663666
1530.0,26.13043579624202
1540.0,26.12957375782037
1550.0,26.09395014411779
1560.0,26.02356494850404
1570.0,25.953179752890286
1580.0,25.882794557276533
1590.0,25.81240936166278
1600.0,25.742024166049028
1610.0,25.747827019877295
1620.0,25.753629877338494
1630.0,25.759432734799688
1640.0,25.765235592260886
1650.0,25.771038449722084
1660.0,25.796361152248814
1670.0,25.841203703564194
1680.0,25.886046254879577
1690.0,25.930888806194957
1700.0,25.975731357510337
1710.0,26.020573908825718
1720.0,25.945633091930247
1730.0,25.870692269323058
1740.0,25.79575144671587
1750.0,25.72081062410868
1760.0,25.645869801501494
1770.0,25.607545325903946
1780.0,25.605837204300055
1790.0,25.604129082696165
1800.0,25.60242096109227
1810.0,25.60071283948838
1820.0,25.59900471788449
1830.0,25.546909032804756
1840.0,25.49481334532236
1850.0,25.44271765783996
1860.0,25.39062197035756
1870.0,25.338526282875165
1880.0,25.337704145194326
1890.0,25.388155567094692
1900.0,25.43860698899506
1910.0,25.489058410895428
1920.0,25.539509832795794
1930.0,25.58996125469616
1940.0,25.625668225432992
1950.0,25.661375195466757
1960.0,25.697082165500518
1970.0,25.73278913553428
1980.0,25.768496105568044
1990.0,25.8013744885619
400.0,42.786358984912624
410.0,40.942522793157494
420.0,39.09868660140237
430.0,38.03460902106077
440.0,37.75029027522342
450.0,37.46597152938608
460.0,37.181652783548735
470.0,36.897334037711396
480.0,36.61301529187405
490.0,36.19377371605646
500.0,35.77453213058844
510.0,35.35529054512042
520.0,34.936048959652396
530.0,34.51680737418437
540.0,34.24172551679242
550.0,34.11080342872099
560.0,33.979881340649555
570.0,33.84895925257812
580.0,33.71803716450668
590.0,33.587115076435246
600.0,33.580619109591666
610.0,33.57412315164773
620.0,33.5676271937038
630.0,33.56113123575987
640.0,33.55463527781594
650.0,33.38557939653122
660.0,33.05396354539695
670.0,32.72234769426267
680.0,32.39073184312839
690.0,32.05911599199412
700.0,31.727500140859842
710.0,31.503081438062
720.0,31.38585991426995
730.0,31.268638390477896
740.0,31.151416866685846
750.0,31.034195342893796
760.0,30.91697381910174
770.0,30.79975229530969
780.0,30.682530771517637
790.0,30.565309247725587
800.0,30.448087723933533
810.0,30.330866200141482
820.0,30.253138669655637
830.0,30.175411141994623
840.0,30.097683614333608
850.0,30.019956086672597
860.0,29.942228559011582
870.0,29.864501031350567
880.0,29.786773503689552
890.0,29.70904597602854
900.0,29.631318448367526
910.0,29.55359092070651
920.0,29.503737674373422
930.0,29.481758717343155
940.0,29.459779760312884
950.0,29.437800803282617
960.0,29.415821846252346
970.0,29.39384288922208
980.0,29.242525283802063
990.0,29.09120766913103
1000.0,28.939890054459998
1010.0,28.788572439788965
1020.0,28.63725482511793
1030.0,28.4859372104469
1040.0,28.423122516174043
1050.0,28.36030782823141
1060.0,28.297493140288775
1070.0,28.23467845234614
1080.0,28.171863764403508
1090.0,28.069787979529742
1100.0,27.92845108649216
1110.0,27.787114193454574
1120.0,27.64577730041699
1130.0,27.504440407379406
1140.0,27.363103514341823
1150.0,27.351564907784596
1160.0,27.340026310511263
1170.0,27.32848771323793
1180.0,27.3169491159646
1190.0,27.305410518691268
1200.0,27.234650484845545
1210.0,27.104668997484048
1220.0,26.97468751012255
1230.0,26.844706022761052
1240.0,26.71472453539955
1250.0,26.584743048038053
1260.0,26.454761560676555
1270.0,26.481057021904725
1280.0,26.507352494310688
1290.0,26.53364796671665
1300.0,26.559943439122613
1310.0,26.586238911528575
1320.0,26.612534383934538
1330.0,26.535552652410146
1340.0,26.458570913498793
1350.0,26.38158917458744
1360.0,26.304607435676086
1370.0,26.227625696764733
1380.0,26.150643957853383
1390.0,26.153450133158383
1400.0,26.15625631417026
1410.0,26.159062495182138
1420.0,26.161868676194015
1430.0,26.164674857205892
1440.0,26.16748103821777
1450.0,26.170287219229643
1460.0,26.17309340024152
1470.0,26.175899581253397
1480.0,26.178705762265274
1490.0,26.18151194327715
1500.0,26.169792271055066
1510.0,26.158072597794007
1520.0,26.14635292453295
1530.0,26.134633251271893
1540.0,26.122913578010834
1550.0,26.097471867611752
1560.0,26.058308116148734
1570.0,26.01914436468571
1580.0,25.979980613222693
1590.0,25.940816861759675
1600.0,25.901653110296657
1610.0,25.892037119420888
1620.0,25.882421130658535
1630.0,25.872805141896183
1640.0,25.86318915313383
1650.0,25.853573164371483
1660.0,25.871347125153992
1670.0,25.91651104331769
1680.0,25.96167496148139
1690.0,26.006838879645088
1700.0,26.052002797808786
1710.0,26.097166715972488
1720.0,26.011929139126014
1730.0,25.926691552952505
1740.0,25.841453966778996
1750.0,25.756216380605487
1760.0,25.670978794431974
1770.0,25.636229961674434
1780.0,25.65196989677781
1790.0,25.667709831881186
1800.0,25.683449766984563
1810.0,25.69918970208794
1820.0,25.714929637191315
1830.0,25.642002492010207
1840.0,25.569075340487128
1850.0,25.496148188964053
1860.0,25.423221037440975
1870.0,25.3502938859179
1880.0,25.3460823901141
1890.0,25.410586569689283
1900.0,25.475090749264467
1910.0,25.53959492883965
1920.0,25.60409910841484
1930.0,25.668603287990024
1940.0,25.702986141775632
1950.0,25.737368993406793
1960.0,25.771751845037958
1970.0,25.80613469666912
1980.0,25.840517548300284
1990.0,25.866588672711625
400.0,42.08782317244386
410.0,40.363779517877305
420.0,38.639735863310754
430.0,37.65230930701222
440.0,37.40149998948029
450.0,37.15069067194836
460.0,36.899881354416436
470.0,36.649072036884505
480.0,36.39826271935258
490.0,35.95193295203501
500.0,35.505603175394285
510.0,35.05927339875357
520.0,34.61294362211285
530.0,34.166613845472135
540.0,33.91182088299457
550.0,33.8485647712129
560.0,33.78530865943123
570.0,33.72205254764956
580.0,33.65879643586789
590.0,33.59554032408623
600.0,33.5066310524859
610.0,33.41772177966233
620.0,33.328812506838766
630.0,33.2399032340152
640.0,33.15099396119164
650.0,32.99940523355433
660.0,32.78513703914812
670.0,32.57086884474191
680.0,32.35660065033571
690.0,32.1423324559295
700.0,31.92806426152329
710.0,31.754922608611327
720.0,31.622907505037883
730.0,31.490892401464436
740.0,31.358877297890988
750.0,31.22686219431754
760.0,31.094847090744096
770.0,30.96283198717065
780.0,30.8308168835972
790.0,30.698801780023754
800.0,30.566786676450306
810.0,30.434771572876862
820.0,30.37732975538536
830.0,30.31988794144979
840.0,30.26244612751422
850.0,30.205004313578648
860.0,30.14756249964308
870.0,30.090120685707507
880.0,30.03267887177194
890.0,29.975237057836367
900.0,29.917795243900798
910.0,29.860353429965226
920.0,29.801836046199515
930.0,29.742243092398517
940.0,29.68265013859752
950.0,29.623057184796522
960.0,29.56346423099552
970.0,29.503871277194524
980.0,29.372118208427086
990.0,29.240365136218784
1000.0,29.108612064010483
1010.0,28.97685899180218
1020.0,28.84510591959388
1030.0,28.71335284738558
1040.0,28.65025555163988
1050.0,28.587158259167943
1060.0,28.52406096669601
1070.0,28.46096367422407
1080.0,28.397866381752134
1090.0,28.294354627698816
1100.0,28.15042840435567
1110.0,28.006502181012518
1120.0,27.862575957669367
1130.0,27.71864973432622
1140.0,27.57472351098307
1150.0,27.544630849811735
1160.0,27.51453819406841
1170.0,27.484445538325083
1180.0,27.45435288258176
1190.0,27.42426022683843
1200.0,27.337971677713373
1210.0,27.195487224488073
1220.0,27.05300277126277
1230.0,26.910518318037465
1240.0,26.76803386481216
1250.0,26.625549411586857
1260.0,26.483064958361552
1270.0,26.499625081854514
1280.0,26.516185212931312
1290.0,26.532745344008113
1300.0,26.54930547508491
1310.0,26.565865606161708
1320.0,26.58242573723851
1330.0,26.527104347030456
1340.0,26.471782953394825
1350.0,26.416461559759195
1360.0,26.361140166123565
1370.0,26.30581877248793
1380.0,26.2504973788523
1390.0,26.234576483282645
1400.0,26.218655589591748
1410.0,26.20273469590085
1420.0,26.186813802209954
1430.0,26.170892908519058
1440.0,26.15497201482816
1450.0,26.139051121137264
1460.0,26.123130227446367
1470.0,26.10720933375547
1480.0,26.091288440064574
1490.0,26.075367546373677
1500.0,26.091535127853668
1510.0,26.107702710863755
1520.0,26.123870293873843
1530.0,26.140037876883934
1540.0,26.15620545989402
