elapsed_time,accuracy,method
3765.000000476837,0.4755846153846154,pisces
3815.000000476837,0.475595,pisces
3865.000000476837,0.478445,pisces
3915.000000476837,0.480336,pisces
3965.000000476837,0.48181599999999997,pisces
4015.000000476837,0.4832166666666666,pisces
4065.000000476837,0.4843,pisces
4115.000000476837,0.4860857142857143,pisces
4165.000000476837,0.4865964285714286,pisces
4215.000000476837,0.4862571428571429,pisces
4265.000000476837,0.4859178571428571,pisces
4315.000000476837,0.4855785714285714,pisces
4365.000000476837,0.4852392857142857,pisces
4415.000000476837,0.4849,pisces
4465.000000476837,0.48664999999999997,pisces
4515.000000476837,0.48918181818181816,pisces
4565.000000476837,0.49025454545454544,pisces
4615.000000476837,0.4916923076923077,pisces
4665.000000476837,0.49205,pisces
4715.000000476837,0.4888391304347826,pisces
4765.000000476837,0.4912304347826087,pisces
4815.000000476837,0.4936217391304348,pisces
4865.000000476837,0.4940272727272727,pisces
4915.000000476837,0.4947,pisces
4965.000000476837,0.4954818181818182,pisces
5015.000000476837,0.49620909090909093,pisces
5065.000000476837,0.4976090909090909,pisces
5115.000000476837,0.49928181818181816,pisces
5165.000000476837,0.49998333333333334,pisces
5215.000000476837,0.5024,pisces
5265.000000476837,0.5002125,pisces
5315.000000476837,0.4988076923076923,pisces
5365.000000476837,0.49837272727272725,pisces
5415.000000476837,0.4961,pisces
5465.000000476837,0.5015545454545455,pisces
5515.000000476837,0.49964545454545456,pisces
5565.000000476837,0.5041909090909091,pisces
5615.000000476837,0.5052727272727273,pisces
5665.000000476837,0.5050181818181818,pisces
5715.000000476837,0.5037499999999999,pisces
5765.000000476837,0.5027090909090909,pisces
5815.000000476837,0.5032363636363636,pisces
5865.000000476837,0.5039,pisces
5915.000000476837,0.50575,pisces
5965.000000476837,0.50625,pisces
6015.000000476837,0.5064636363636363,pisces
6065.000000476837,0.5040272727272727,pisces
6115.000000476837,0.5083181818181818,pisces
6165.000000476837,0.5110818181818182,pisces
6215.000000476837,0.5083454545454545,pisces
6265.000000476837,0.5108,pisces
6315.000000476837,0.5100727272727272,pisces
6365.000000476837,0.5100818181818182,pisces
6415.000000476837,0.5091545454545455,pisces
6465.000000476837,0.5082272727272727,pisces
6515.000000476837,0.5087727272727273,pisces
6565.000000476837,0.5104090909090908,pisces
6615.000000476837,0.512990909090909,pisces
6665.000000476837,0.514825,pisces
6715.000000476837,0.5126999999999999,pisces
6765.000000476837,0.5147,pisces
6815.000000476837,0.5147,pisces
6865.000000476837,0.5112384615384615,pisces
6915.000000476837,0.5100615384615385,pisces
6965.000000476837,0.5196,pisces
7015.000000476837,0.5158307692307692,pisces
7065.000000476837,0.5145727272727273,pisces
7115.000000476837,0.5146636363636363,pisces
7165.000000476837,0.5158909090909091,pisces
7215.000000476837,0.5165090909090909,pisces
7265.000000476837,0.5154363636363636,pisces
7315.000000476837,0.5166727272727273,pisces
7365.000000476837,0.5200545454545454,pisces
7415.000000476837,0.5146,pisces
7465.000000476837,0.5205090909090909,pisces
7515.000000476837,0.5202,pisces
7565.000000476837,0.5181090909090909,pisces
7615.000000476837,0.5200727272727272,pisces
7665.000000476837,0.5211636363636364,pisces
7715.000000476837,0.5218909090909091,pisces
7765.000000476837,0.5222909090909091,pisces
7815.000000476837,0.5206333333333334,pisces
7865.000000476837,0.5214090909090909,pisces
7915.000000476837,0.5226727272727273,pisces
7965.000000476837,0.521109090909091,pisces
115.00000023841858,0.01,pisces
165.00000023841858,0.01025531914893617,pisces
215.00000023841858,0.01051063829787234,pisces
265.0000002384186,0.01076595744680851,pisces
315.0000002384186,0.011021276595744681,pisces
365.0000002384186,0.013275,pisces
415.0000002384186,0.023125,pisces
465.0000002384186,0.059375,pisces
515.0000002384186,0.08775,pisces
565.0000002384186,0.11525,pisces
615.0000002384186,0.14275,pisces
665.0000002384186,0.16359545454545454,pisces
715.0000002384186,0.16891363636363635,pisces
765.0000002384186,0.17524615384615383,pisces
815.0000002384186,0.1907076923076923,pisces
865.0000002384186,0.20749142857142858,pisces
915.0000002384186,0.22460571428571427,pisces
965.0000002384186,0.24172,pisces
1015.0000002384186,0.2572590909090909,pisces
1065.0000002384186,0.26912272727272724,pisces
1115.0000002384186,0.28186923076923076,pisces
1165.0000002384186,0.30256153846153844,pisces
1215.0000002384186,0.3169,pisces
1265.0000002384186,0.32360344827586207,pisces
1315.0000002384186,0.3262758620689655,pisces
1365.0000002384186,0.328948275862069,pisces
1415.0000002384186,0.33162068965517244,pisces
1465.0000002384186,0.3342931034482759,pisces
1515.0000002384186,0.33696551724137935,pisces
1565.0000002384186,0.35036666666666666,pisces
1615.0000002384186,0.3658,pisces
1665.0000002384186,0.37528611111111115,pisces
1715.0000002384186,0.37925833333333336,pisces
1765.0000002384186,0.3832305555555556,pisces
1815.0000002384186,0.3872027777777778,pisces
1865.0000002384186,0.3982200000000001,pisces
1915.0000002384186,0.40882727272727276,pisces
1965.0000002384186,0.41609090909090907,pisces
2015.0000002384186,0.4205166666666667,pisces
2065.0000002384186,0.4281,pisces
2115.0000002384186,0.4337190476190476,pisces
2165.0000002384186,0.43933809523809525,pisces
2215.0000002384186,0.443425,pisces
2265.0000002384186,0.445748,pisces
2315.0000002384186,0.447388,pisces
2365.0000002384186,0.4494714285714286,pisces
2415.0000002384186,0.4533285714285714,pisces
2465.0000002384186,0.45523548387096774,pisces
2515.0000002384186,0.45665483870967744,pisces
2565.0000002384186,0.45807419354838713,pisces
2615.0000002384186,0.45973200000000003,pisces
2665.0000002384186,0.461492,pisces
2715.0000002384186,0.4636076923076923,pisces
2765.0000002384186,0.4671461538461539,pisces
2815.0000002384186,0.46971538461538465,pisces
2865.0000002384186,0.47254285714285715,pisces
2915.0000002384186,0.47518181818181815,pisces
2965.0000002384186,0.4759,pisces
3015.0000002384186,0.4749,pisces
3065.0000002384186,0.48002,pisces
3115.0000002384186,0.4840846153846154,pisces
3165.0000002384186,0.48554166666666665,pisces
3215.0000002384186,0.4869583333333333,pisces
3265.0000002384186,0.48971818181818183,pisces
3315.0000002384186,0.4931363636363636,pisces
3365.0000002384186,0.49466666666666664,pisces
3415.0000002384186,0.4953333333333333,pisces
3465.0000002384186,0.496,pisces
3515.0000002384186,0.49666666666666665,pisces
3565.0000002384186,0.49733333333333335,pisces
3615.0000002384186,0.49215,pisces
3665.0000002384186,0.4921818181818182,pisces
3715.0000002384186,0.49615,pisces
3765.0000002384186,0.49918,pisces
3815.0000002384186,0.49938,pisces
3865.0000002384186,0.49957999999999997,pisces
3915.0000002384186,0.49762,pisces
3965.0000002384186,0.49541999999999997,pisces
4015.0000002384186,0.498575,pisces
4065.0000002384186,0.5015083333333333,pisces
4115.000000238419,0.5028775862068966,pisces
4165.000000238419,0.5030327586206896,pisces
4215.000000238419,0.5031879310344828,pisces
4265.000000238419,0.5033431034482759,pisces
4315.000000238419,0.503498275862069,pisces
4365.000000238419,0.5036534482758621,pisces
4415.000000238419,0.5029416666666666,pisces
4465.000000238419,0.5034454545454545,pisces
4515.000000238419,0.5049666666666667,pisces
4565.000000238419,0.5054714285714286,pisces
4615.000000238419,0.5053285714285713,pisces
4665.000000238419,0.5043095238095238,pisces
4715.000000238419,0.5030714285714286,pisces
4765.000000238419,0.5043916666666667,pisces
4815.000000238419,0.5077363636363637,pisces
4865.000000238419,0.5104818181818181,pisces
4915.000000238419,0.5107181818181818,pisces
4965.000000238419,0.5107999999999999,pisces
5015.000000238419,0.5132818181818182,pisces
5065.000000238419,0.5124454545454545,pisces
5115.000000238419,0.5135727272727273,pisces
5165.000000238419,0.5165307692307692,pisces
5215.000000238419,0.5183153846153846,pisces
5265.000000238419,0.5173923076923077,pisces
5315.000000238419,0.51445,pisces
5365.000000238419,0.5148562499999999,pisces
5415.000000238419,0.5166545454545454,pisces
5465.000000238419,0.5172,pisces
5515.000000238419,0.5232,pisces
5565.000000238419,0.5190545454545454,pisces
5615.000000238419,0.518888888888889,pisces
5665.000000238419,0.5184272727272727,pisces
5715.000000238419,0.5212,pisces
5765.000000238419,0.5223454545454546,pisces
5815.000000238419,0.5200545454545454,pisces
5865.000000238419,0.522490909090909,pisces
5915.000000238419,0.5221181818181818,pisces
5965.000000238419,0.5233,pisces
6015.000000238419,0.5240272727272728,pisces
6065.000000238419,0.5247545454545455,pisces
6115.000000238419,0.5232272727272727,pisces
6165.000000238419,0.5243818181818182,pisces
6215.000000238419,0.5261,pisces
6265.000000238419,0.5248363636363637,pisces
6315.000000238419,0.5229545454545454,pisces
6365.000000238419,0.5269727272727273,pisces
6415.000000238419,0.5268181818181819,pisces
6465.000000238419,0.531,pisces
6515.000000238419,0.5318181818181819,pisces
6565.000000238419,0.5306727272727273,pisces
6615.000000238419,0.5294,pisces
6665.000000238419,0.5280818181818182,pisces
6715.000000238419,0.5287636363636363,pisces
6765.000000238419,0.5297818181818181,pisces
6815.000000238419,0.5298999999999999,pisces
6865.000000238419,0.5324090909090909,pisces
6915.000000238419,0.5295636363636363,pisces
6965.000000238419,0.5322,pisces
7015.000000238419,0.5318363636363637,pisces
7065.000000238419,0.5332727272727272,pisces
7115.000000238419,0.5315333333333333,pisces
7165.000000238419,0.5318,pisces
7215.000000238419,0.5322333333333333,pisces
7265.000000238419,0.5311363636363636,pisces
7315.000000238419,0.5338545454545455,pisces
7365.000000238419,0.5324,pisces
7415.000000238419,0.5318545454545455,pisces
7465.000000238419,0.5329454545454546,pisces
7515.000000238419,0.5334181818181818,pisces
7565.000000238419,0.5350909090909091,pisces
7615.000000238419,0.535290909090909,pisces
7665.000000238419,0.5345181818181818,pisces
7715.000000238419,0.5349909090909091,pisces
7765.000000238419,0.5373181818181818,pisces
7815.000000238419,0.5403181818181818,pisces
7865.000000238419,0.540290909090909,pisces
7915.000000238419,0.5392,pisces
7965.000000238419,0.5413818181818182,pisces
115.00000023841858,0.0103,pisces
165.00000023841858,0.010768085106382979,pisces
215.00000023841858,0.011236170212765958,pisces
265.0000002384186,0.011704255319148937,pisces
315.0000002384186,0.012172340425531916,pisces
365.0000002384186,0.014700000000000001,pisces
415.0000002384186,0.024158333333333334,pisces
465.0000002384186,0.052741666666666666,pisces
515.0000002384186,0.080275,pisces
565.0000002384186,0.10769166666666666,pisces
615.0000002384186,0.13510833333333333,pisces
665.0000002384186,0.15802272727272726,pisces
715.0000002384186,0.17043181818181818,pisces
765.0000002384186,0.18263846153846156,pisces
815.0000002384186,0.1930230769230769,pisces
865.0000002384186,0.20822,pisces
915.0000002384186,0.22462,pisces
965.0000002384186,0.24102,pisces
1015.0000002384186,0.25540454545454544,pisces
1065.0000002384186,0.2650863636363636,pisces
1115.0000002384186,0.2756230769230769,pisces
1165.0000002384186,0.29385384615384613,pisces
1215.0000002384186,0.30345555555555553,pisces
1265.0000002384186,0.3109,pisces
1315.0000002384186,0.31787441860465115,pisces
1365.0000002384186,0.3206186046511628,pisces
1415.0000002384186,0.32336279069767443,pisces
1465.0000002384186,0.32610697674418604,pisces
1515.0000002384186,0.3288511627906977,pisces
1565.0000002384186,0.34246666666666664,pisces
1615.0000002384186,0.35536,pisces
1665.0000002384186,0.36531875,pisces
1715.0000002384186,0.36950625000000004,pisces
1765.0000002384186,0.37369375000000005,pisces
1815.0000002384186,0.37788125000000006,pisces
1865.0000002384186,0.38122500000000004,pisces
1915.0000002384186,0.38635,pisces
1965.0000002384186,0.39350000000000007,pisces
2015.0000002384186,0.4034272727272728,pisces
2065.0000002384186,0.4127,pisces
2115.0000002384186,0.41745,pisces
2165.0000002384186,0.42217692307692306,pisces
2215.0000002384186,0.4264233333333333,pisces
2265.0000002384186,0.4266566666666667,pisces
2315.0000002384186,0.42689,pisces
2365.0000002384186,0.4276428571428571,pisces
2415.0000002384186,0.43307142857142855,pisces
2465.0000002384186,0.43545384615384614,pisces
2515.0000002384186,0.4365307692307692,pisces
2565.0000002384186,0.43766666666666665,pisces
2615.0000002384186,0.43933333333333335,pisces
2665.0000002384186,0.441,pisces
2715.0000002384186,0.44271666666666665,pisces
2765.0000002384186,0.44488333333333335,pisces
2815.0000002384186,0.44946153846153847,pisces
2865.0000002384186,0.4479,pisces
2915.0000002384186,0.4478909090909091,pisces
2965.0000002384186,0.4548076923076923,pisces
3015.0000002384186,0.4575,pisces
3065.0000002384186,0.46241666666666664,pisces
3115.0000002384186,0.46325,pisces
3165.0000002384186,0.46423333333333333,pisces
3215.0000002384186,0.4699,pisces
3265.0000002384186,0.4660818181818182,pisces
3315.0000002384186,0.4661909090909091,pisces
3365.0000002384186,0.46703846153846157,pisces
3415.0000002384186,0.4682717391304348,pisces
3465.0000002384186,0.4698152173913044,pisces
3515.0000002384186,0.4713586956521739,pisces
3565.0000002384186,0.4729021739130435,pisces
3615.0000002384186,0.47444565217391305,pisces
3665.0000002384186,0.474825,pisces
3715.0000002384186,0.4741416666666667,pisces
3765.0000002384186,0.4730782608695652,pisces
3815.0000002384186,0.4720347826086957,pisces
3865.0000002384186,0.45698260869565216,pisces
3915.0000002384186,0.38589565217391303,pisces
3965.0000002384186,0.31480869565217384,pisces
4015.0000002384186,0.430325,pisces
4065.0000002384186,0.4747,pisces
4115.000000238419,0.4772603448275862,pisces
4165.000000238419,0.47738103448275865,pisces
4215.000000238419,0.477501724137931,pisces
4265.000000238419,0.47762241379310344,pisces
4315.000000238419,0.47774310344827586,pisces
4365.000000238419,0.4778637931034483,pisces
4415.000000238419,0.48081666666666667,pisces
4465.000000238419,0.48444545454545457,pisces
4515.000000238419,0.4844090909090909,pisces
4565.000000238419,0.48153636363636365,pisces
4615.000000238419,0.48300909090909094,pisces
4665.000000238419,0.48425,pisces
4715.000000238419,0.48275,pisces
4765.000000238419,0.48585833333333334,pisces
4815.000000238419,0.48873333333333335,pisces
4865.000000238419,0.48865454545454545,pisces
4915.000000238419,0.48721818181818183,pisces
4965.000000238419,0.488,pisces
5015.000000238419,0.495,pisces
5065.000000238419,0.49136363636363634,pisces
5115.000000238419,0.49085,pisces
5165.000000238419,0.49321818181818183,pisces
5215.000000238419,0.4952,pisces
5265.000000238419,0.4956666666666667,pisces
5315.000000238419,0.4959166666666667,pisces
5365.000000238419,0.4985,pisces
5415.000000238419,0.4975833333333333,pisces
5465.000000238419,0.4968181818181818,pisces
5515.000000238419,0.4995272727272727,pisces
5565.000000238419,0.49929090909090906,pisces
5615.000000238419,0.4991090909090909,pisces
5665.000000238419,0.5012727272727273,pisces
5715.000000238419,0.5019636363636364,pisces
5765.000000238419,0.5016545454545455,pisces
5815.000000238419,0.5017416666666666,pisces
5865.000000238419,0.5001583333333334,pisces
5915.000000238419,0.500525,pisces
5965.000000238419,0.5031181818181818,pisces
6015.000000238419,0.5051,pisces
6065.000000238419,0.5065090909090909,pisces
6115.000000238419,0.5066545454545455,pisces
6165.000000238419,0.5053545454545455,pisces
6215.000000238419,0.5060090909090909,pisces
6265.000000238419,0.5050545454545455,pisces
6315.000000238419,0.5086,pisces
6365.000000238419,0.5065999999999999,pisces
6415.000000238419,0.5100818181818182,pisces
6465.000000238419,0.5069,pisces
6515.000000238419,0.5104909090909091,pisces
6565.000000238419,0.5119272727272728,pisces
6615.000000238419,0.5112454545454546,pisces
6665.000000238419,0.5124818181818181,pisces
6715.000000238419,0.5126272727272727,pisces
6765.000000238419,0.5108818181818181,pisces
6815.000000238419,0.5134583333333333,pisces
6865.000000238419,0.5130416666666666,pisces
6915.000000238419,0.5112,pisces
6965.000000238419,0.512909090909091,pisces
7015.000000238419,0.5110272727272727,pisces
7065.000000238419,0.51075,pisces
7115.000000238419,0.5122545454545455,pisces
7165.000000238419,0.5130545454545455,pisces
7215.000000238419,0.5144181818181818,pisces
7265.000000238419,0.516090909090909,pisces
7315.000000238419,0.514,pisces
7365.000000238419,0.5118181818181818,pisces
7415.000000238419,0.51295,pisces
7465.000000238419,0.5140416666666666,pisces
7515.000000238419,0.5150833333333333,pisces
7565.000000238419,0.5160636363636364,pisces
7615.000000238419,0.5156999999999999,pisces
7665.000000238419,0.5117,pisces
7715.000000238419,0.5140333333333333,pisces
7765.000000238419,0.5160272727272727,pisces
7815.000000238419,0.5172363636363636,pisces
7865.000000238419,0.5174363636363636,pisces
7915.000000238419,0.5171076923076923,pisces
7965.000000238419,0.5173000000000001,pisces
115.0000011920929,0.01,pisces
165.0000011920929,0.010085106382978723,pisces
215.0000011920929,0.010170212765957446,pisces
265.0000011920929,0.01025531914893617,pisces
315.0000011920929,0.010340425531914893,pisces
365.0000011920929,0.011049999999999999,pisces
415.0000011920929,0.016608333333333333,pisces
465.0000011920929,0.05269166666666667,pisces
515.0000011920929,0.0823,pisces
565.0000011920929,0.11118888888888889,pisces
615.0000011920929,0.14007777777777777,pisces
665.0000011920929,0.16425454545454546,pisces
715.0000011920929,0.17743636363636364,pisces
765.0000011920929,0.19012307692307692,pisces
815.0000011920929,0.19835384615384616,pisces
865.0000011920929,0.21115428571428574,pisces
915.0000011920929,0.22509714285714288,pisces
965.0000011920929,0.23904000000000003,pisces
1015.0000011920929,0.2519636363636364,pisces
1065.000001192093,0.2625090909090909,pisces
1115.000001192093,0.2737769230769231,pisces
1165.000001192093,0.29154615384615384,pisces
1215.000001192093,0.3026555555555555,pisces
1265.000001192093,0.3121,pisces
1315.000001192093,0.3209581395348837,pisces
1365.000001192093,0.32453953488372095,pisces
1415.000001192093,0.3281209302325582,pisces
1465.000001192093,0.33170232558139534,pisces
1515.000001192093,0.33528372093023256,pisces
1565.000001192093,0.34986666666666666,pisces
1615.000001192093,0.36160000000000003,pisces
1665.000001192093,0.369421875,pisces
1715.000001192093,0.375640625,pisces
1765.000001192093,0.381859375,pisces
1815.000001192093,0.388078125,pisces
1865.000001192093,0.39571999999999996,pisces
1915.000001192093,0.40196923076923075,pisces
1965.000001192093,0.40680000000000005,pisces
2015.000001192093,0.4198,pisces
2065.000001192093,0.4338909090909091,pisces
2115.000001192093,0.43710000000000004,pisces
2165.000001192093,0.43967500000000004,pisces
2215.000001192093,0.44742499999999996,pisces
2265.000001192093,0.4492551724137931,pisces
2315.000001192093,0.45042758620689655,pisces
2365.000001192093,0.4516,pisces
2415.000001192093,0.45272500000000004,pisces
2465.000001192093,0.454264,pisces
2515.000001192093,0.456424,pisces
2565.000001192093,0.458584,pisces
2615.000001192093,0.4594206896551724,pisces
2665.000001192093,0.46011034482758617,pisces
2715.000001192093,0.4608,pisces
2765.000001192093,0.46504999999999996,pisces
2815.000001192093,0.46956666666666663,pisces
2865.000001192093,0.47273846153846155,pisces
2915.000001192093,0.47457272727272726,pisces
2965.000001192093,0.47511818181818183,pisces
3015.000001192093,0.47446153846153843,pisces
3065.000001192093,0.47607692307692306,pisces
3115.000001192093,0.4788,pisces
3165.000001192093,0.48096666666666665,pisces
3215.000001192093,0.4817909090909091,pisces
3265.000001192093,0.4829727272727273,pisces
3315.000001192093,0.48952291666666664,pisces
3365.000001192093,0.4887520833333333,pisces
3415.000001192093,0.48798125,pisces
3465.000001192093,0.48721041666666665,pisces
3515.000001192093,0.4864395833333333,pisces
3565.000001192093,0.4862,pisces
3615.000001192093,0.4872,pisces
3665.000001192093,0.4905333333333333,pisces
3715.000001192093,0.49274615384615383,pisces
3765.000001192093,0.49324,pisces
3815.000001192093,0.49237333333333333,pisces
3865.000001192093,0.49150666666666665,pisces
3915.000001192093,0.49156,pisces
3965.000001192093,0.49376,pisces
4015.000001192093,0.49463636363636365,pisces
4065.000001192093,0.49470000000000003,pisces
4115.000001192093,0.4948303571428571,pisces
4165.000001192093,0.49559821428571427,pisces
4215.000001192093,0.4963660714285714,pisces
4265.000001192093,0.4971339285714286,pisces
4315.000001192093,0.4979017857142857,pisces
4365.000001192093,0.4986696428571429,pisces
4415.000001192093,0.49971666666666664,pisces
4465.000001192093,0.5022545454545455,pisces
4515.000001192093,0.5032545454545455,pisces
4565.000001192093,0.5022153846153846,pisces
4615.000001192093,0.5066,pisces
4665.000001192093,0.5041833333333334,pisces
4715.000001192093,0.5049,pisces
4765.000001192093,0.5057181818181818,pisces
4815.000001192093,0.5066727272727273,pisces
4865.000001192093,0.5076363636363637,pisces
4915.000001192093,0.5079727272727274,pisces
4965.000001192093,0.5081545454545455,pisces
5015.000001192093,0.5058272727272728,pisces
5065.000001192093,0.5071,pisces
5115.000001192093,0.51035,pisces
5165.000001192093,0.5116666666666667,pisces
5215.000001192093,0.5122769230769231,pisces
5265.000001192093,0.5126,pisces
5315.000001192093,0.5126,pisces
5365.000001192093,0.5132,pisces
5415.000001192093,0.5143636363636364,pisces
5465.000001192093,0.5155090909090909,pisces
5515.000001192093,0.51574,pisces
5565.000001192093,0.5175363636363637,pisces
5615.000001192093,0.5169454545454546,pisces
5665.000001192093,0.5183818181818182,pisces
5715.000001192093,0.5195727272727273,pisces
5765.000001192093,0.5159545454545454,pisces
5815.000001192093,0.5146,pisces
5865.000001192093,0.5166,pisces
5915.000001192093,0.5163272727272727,pisces
5965.000001192093,0.5206363636363636,pisces
6015.000001192093,0.5195636363636363,pisces
6065.000001192093,0.5228727272727273,pisces
6115.000001192093,0.5246,pisces
6165.000001192093,0.5226454545454545,pisces
6215.000001192093,0.5225,pisces
6265.000001192093,0.5248090909090909,pisces
6315.000001192093,0.5237909090909091,pisces
6365.000001192093,0.5250727272727272,pisces
6415.000001192093,0.5248,pisces
6465.000001192093,0.5267166666666667,pisces
6515.000001192093,0.5275,pisces
6565.000001192093,0.527209090909091,pisces
6615.000001192093,0.5264666666666667,pisces
6665.000001192093,0.5260692307692307,pisces
6715.000001192093,0.5263,pisces
6765.000001192093,0.52305,pisces
6815.000001192093,0.5275333333333333,pisces
6865.000001192093,0.5287,pisces
6915.000001192093,0.5282454545454546,pisces
6965.000001192093,0.5297363636363637,pisces
7015.000001192093,0.5142636363636364,pisces
7065.000001192093,0.45284545454545455,pisces
7115.000001192093,0.5153,pisces
7165.000001192093,0.5251181818181818,pisces
7215.000001192093,0.5269181818181818,pisces
7265.000001192093,0.5247,pisces
7315.000001192093,0.5255818181818182,pisces
7365.000001192093,0.5281272727272727,pisces
7415.000001192093,0.5288999999999999,pisces
7465.000001192093,0.5316818181818183,pisces
7515.000001192093,0.5295545454545454,pisces
7565.000001192093,0.5274272727272727,pisces
7615.000001192093,0.5281090909090909,pisces
7665.000001192093,0.528290909090909,pisces
7715.000001192093,0.5277909090909091,pisces
7765.000001192093,0.5308272727272727,pisces
7815.000001192093,0.5315545454545454,pisces
7865.000001192093,0.5331,pisces
7915.000001192093,0.5298272727272727,pisces
7965.000001192093,0.5322818181818182,pisces
65.00000047683716,0.01,polaris
115.00000047683716,0.010833333333333334,polaris
165.00000047683716,0.027599999999999993,polaris
215.00000047683716,0.08724999999999995,polaris
265.00000047683716,0.12027272727272731,polaris
315.00000047683716,0.07519090909090914,polaris
365.00000047683716,0.07522727272727253,polaris
415.00000047683716,0.23367272727272725,polaris
465.00000047683716,0.2554,polaris
515.0000004768372,0.28749090909090913,polaris
565.0000004768372,0.29199375,polaris
615.0000004768372,0.29910714285714285,polaris
665.0000004768372,0.3194642857142857,polaris
715.0000004768372,0.3236272727272727,polaris
765.0000004768372,0.34834615384615386,polaris
815.0000004768372,0.36236363636363633,polaris
865.0000004768372,0.3650363636363636,polaris
915.0000004768372,0.37575454545454545,polaris
965.0000004768372,0.3879909090909091,polaris
1015.0000004768372,0.39991818181818184,polaris
1065.0000004768372,0.4071,polaris
1115.0000004768372,0.40800909090909093,polaris
1165.0000004768372,0.41497272727272727,polaris
1215.0000004768372,0.4207181818181818,polaris
1265.0000004768372,0.42618181818181816,polaris
1315.0000004768372,0.43156363636363637,polaris
1365.0000004768372,0.4351090909090909,polaris
1415.0000004768372,0.43867272727272727,polaris
1465.0000004768372,0.44365454545454547,polaris
1515.0000004768372,0.4456727272727273,polaris
1565.0000004768372,0.4474818181818182,polaris
1615.0000004768372,0.4533,polaris
1665.0000004768372,0.4530272727272727,polaris
1715.0000004768372,0.4570909090909091,polaris
1765.0000004768372,0.45887272727272727,polaris
1815.0000004768372,0.46034545454545456,polaris
1865.0000004768372,0.4596363636363636,polaris
1915.0000004768372,0.4625000000000001,polaris
1965.0000004768372,0.4663909090909091,polaris
2015.0000004768372,0.4665727272727273,polaris
2065.000000476837,0.47155454545454545,polaris
2115.000000476837,0.4725818181818182,polaris
2165.000000476837,0.4714,polaris
2215.000000476837,0.47241818181818185,polaris
2265.000000476837,0.47355454545454545,polaris
2315.000000476837,0.4749363636363636,polaris
2365.000000476837,0.47964545454545454,polaris
2415.000000476837,0.4832454545454546,polaris
2465.000000476837,0.48397500000000004,polaris
2515.000000476837,0.4802636363636364,polaris
2565.000000476837,0.4831,polaris
2615.000000476837,0.48326363636363634,polaris
2665.000000476837,0.4844818181818182,polaris
2715.000000476837,0.4893,polaris
2765.000000476837,0.4908090909090909,polaris
