round,elapsed_time,accuracy
1,65.00000071525574,92.14396087422524
2,125.00000071525574,66.91310851253904
3,185.00000071525574,53.69759197552874
4,255.00000071525574,45.81744121396785
5,315.00000071525574,42.288913341333
6,370.00000071525574,47.12291313909451
7,425.00000071525574,37.734919366162295
8,480.00000071525574,36.13495657945376
9,535.0000007152557,33.58949346557592
10,590.0000007152557,33.11553880753522
11,645.0000007152557,32.882564787770214
12,705.0000007152557,31.315853165090182
13,810.0000007152557,30.12857170260913
14,915.0000007152557,29.441901210186934
15,970.0000007152557,29.239226160540998
16,1030.0000007152557,28.347340182021806
17,1085.0000007152557,27.878700601729484
18,1140.0000007152557,27.144304617041875
19,1195.0000007152557,27.029958104333556
20,1260.0000007152557,26.4654987656854
21,1320.0000007152557,26.636529003991562
22,1380.0000007152557,26.274942349908
23,1490.0000007152557,26.055388024464904
24,1545.0000007152557,26.063402851203694
25,1600.0000007152557,25.801041216131402
26,1655.0000007152557,25.86644619819586
27,1710.0000007152557,26.038676655517264
28,1765.0000007152557,25.55625037644419
29,1820.0000007152557,25.675170755197378
30,1875.0000007152557,25.223925741762745
31,1930.0000007152557,25.447361952352797
32,1985.0000007152557,25.515264629439383
33,2040.0000007152557,25.69903095649388
34,2095.0000007152557,25.900590954397174
35,2150.0000007152557,25.55378279619502
36,2205.0000007152557,25.278470134435572
37,2260.0000007152557,25.310420597189353
38,2315.0000007152557,24.65390515974012
39,2390.0000007152557,25.14506334146367
40,2445.0000007152557,25.458612886454667
41,2500.0000007152557,25.488226472014333
42,2555.0000007152557,25.79143444394111
43,2610.0000007152557,26.18587557613199
44,2665.0000007152557,26.0784699393459
45,2720.0000007152557,26.656490201190458
46,2775.0000007152557,26.628852182591793
47,2830.0000007152557,26.823574056317327
48,2925.0000007152557,26.801609015308188
49,3005.0000007152557,27.576130445860972
50,3070.0000007152557,27.280239049512268
51,3125.0000007152557,27.86323778748133
52,3180.0000007152557,27.836989930402932
53,3235.0000007152557,27.189650869249785
54,3290.0000007152557,28.215148337026896
55,3350.0000007152557,27.82542429441212
56,3405.0000007152557,27.667115743926882
57,3460.0000007152557,28.20967980337572
58,3515.0000007152557,28.17276636670969
59,3570.0000007152557,28.543928297195748
60,3625.0000007152557,28.59175586053462
