round,accuracy,elapsed_time
1,0.1,115.00000023841858
2,0.1,350.0000002384186
3,0.1,405.0000002384186
4,0.1,470.0000002384186
5,0.1,625.0000002384186
6,0.1,790.0000002384186
7,0.155,975.0000002384186
8,0.3011,1045.0000002384186
9,0.2661,1155.0000002384186
10,0.3335,1325.0000002384186
11,0.3602,1395.0000002384186
12,0.3719,1505.0000002384186
13,0.411,1675.0000002384186
14,0.4056,1745.0000002384186
15,0.4181,1825.0000002384186
16,0.439,1900.0000002384186
17,0.4517,2095.0000002384186
18,0.4331,2250.0000002384186
19,0.4742,2320.0000002384186
20,0.4942,2435.0000002384186
21,0.4952,2515.0000002384186
22,0.5015,2670.0000002384186
23,0.5135,2785.0000002384186
24,0.5174,2865.0000002384186
25,0.544,3020.0000002384186
26,0.5447,3135.0000002384186
27,0.5552,3215.0000002384186
28,0.5663,3370.0000002384186
29,0.5848,3425.0000002384186
30,0.5757,3485.0000002384186
31,0.5802,3740.0000002384186
32,0.6029,3835.0000002384186
33,0.6211,3895.0000002384186
34,0.6322,4090.0000002384186
35,0.6328,4185.000000238419
36,0.6329,4260.000000238419
37,0.6321,4440.000000238419
38,0.6437,4600.000000238419
39,0.6469,4710.000000238419
40,0.6523,4790.000000238419
41,0.6585,4950.000000238419
42,0.6591,5105.000000238419
43,0.6722,5235.000000238419
44,0.6817,5310.000000238419
45,0.6712,5455.000000238419
46,0.6808,5585.000000238419
47,0.6821,5655.000000238419
48,0.6804,5805.000000238419
49,0.6931,6005.000000238419
50,0.6868,6065.000000238419
51,0.6945,6155.000000238419
52,0.6859,6355.000000238419
53,0.6886,6415.000000238419
54,0.6927,6505.000000238419
55,0.6966,6640.000000238419
56,0.6983,6725.000000238419
57,0.7026,6855.000000238419
58,0.6903,6915.000000238419
59,0.7,7065.000000238419
60,0.7072,7205.000000238419
61,0.7121,7295.000000238419
62,0.7081,7555.000000238419
63,0.7083,7645.000000238419
64,0.7048,7905.000000238419
65,0.6956,7995.000000238419
66,0.7065,8115.000000238419
67,0.7096,8255.000000238419
68,0.7129,8400.000000238419
69,0.7097,8495.000000238419
70,0.71,8605.000000238419
71,0.7191,8750.000000238419
72,0.7175,8845.000000238419
73,0.7157,8995.000000238419
74,0.7215,9100.000000238419
75,0.7152,9195.000000238419
76,0.7181,9375.000000238419
77,0.7125,9450.000000238419
78,0.715,9545.000000238419
79,0.7135,9615.000000238419
80,0.7273,9800.000000238419
81,0.7268,9900.000000238419
82,0.7285,9965.000000238419
83,0.73,10095.000000238419
84,0.7293,10155.000000238419
85,0.7248,10250.000000238419
86,0.7268,10330.000000238419
87,0.7318,10600.000000238419
88,0.7224,10680.000000238419
89,0.7218,10745.000000238419
90,0.7258,10950.000000238419
91,0.7252,11030.000000238419
92,0.7285,11095.000000238419
93,0.7352,11300.000000238419
94,0.7402,11380.000000238419
95,0.7255,11445.000000238419
96,0.7255,11565.000000238419
97,0.734,11715.000000238419
98,0.7246,11795.000000238419
99,0.7253,11915.000000238419
100,0.7263,11975.000000238419
101,0.7397,12130.000000238419
102,0.7219,12265.000000238419
103,0.7412,12335.000000238419
104,0.7448,12480.000000238419
105,0.7375,12615.000000238419
106,0.7409,12830.000000238419
107,0.7426,12965.000000238419
108,0.7424,13180.000000238419
109,0.7372,13255.000000238419
110,0.7377,13315.000000238419
111,0.7309,13385.000000238419
112,0.7376,13530.000000238419
113,0.733,13665.000000238419
114,0.7347,13755.000000238419
115,0.7426,13905.000000238419
116,0.7334,14105.000000238419
117,0.7427,14220.000000238419
118,0.7493,14280.000000238419
119,0.7328,14455.000000238419
120,0.7409,14570.000000238419
121,0.7389,14630.000000238419
122,0.736,14750.000000238419
123,0.7395,14870.000000238419
124,0.7365,14980.000000238419
125,0.7391,15130.000000238419
126,0.7406,15220.000000238419
127,0.7465,15280.000000238419
128,0.7477,15395.000000238419
129,0.738,15505.000000238419
130,0.7353,15630.000000238419
131,0.7487,15745.000000238419
132,0.7386,15855.000000238419
133,0.7439,15970.000000238419
134,0.7495,16095.000000238419
135,0.7476,16205.000000238419
136,0.7431,16320.000000238419
137,0.7421,16445.00000023842
138,0.744,16555.00000023842
139,0.7504,16675.00000023842
140,0.749,16795.00000023842
141,0.7548,17025.00000023842
142,0.7451,17145.00000023842
143,0.7557,17205.00000023842
144,0.7479,17375.00000023842
145,0.7536,17495.00000023842
146,0.7522,17725.00000023842
147,0.7531,17845.00000023842
148,0.7496,17900.00000023842
149,0.7426,17995.00000023842
150,0.7504,18075.00000023842
