round,accuracy,elapsed_time,comm_time,round_time
1,0.19463333333333332,23.000000476837158,0,23
2,0.26106666666666667,70.00000047683716,0,70
3,0.18032222222222222,82.00000047683716,0,70
4,0.4691888888888889,108.00000047683716,0,70
5,0.5401222222222222,140.00000047683716,0,70
6,0.4987888888888889,152.00000047683716,0,70
7,0.5704444444444444,164.00000047683716,0,48
8,0.5811222222222222,193.00000047683716,0,70
9,0.5800444444444445,222.00000047683716,0,70
10,0.5928666666666667,234.00000047683716,0,70
11,0.5908333333333333,263.00000047683716,0,70
12,0.6274222222222222,292.00000047683716,0,70
13,0.6325333333333333,304.00000047683716,0,70
14,0.6342222222222222,333.00000047683716,0,70
15,0.6449555555555555,362.00000047683716,0,70
16,0.6490222222222222,374.00000047683716,0,70
17,0.6491777777777777,403.00000047683716,0,70
18,0.6251222222222222,444.00000047683716,0,70
19,0.6456444444444445,471.00000047683716,0,70
20,0.6588666666666667,482.00000047683716,0,70
21,0.6549555555555555,514.0000004768372,0,70
22,0.6720555555555555,541.0000004768372,0,70
23,0.6628111111111111,556.0000004768372,0,70
24,0.6709777777777778,574.0000004768372,0,60
25,0.6594111111111111,611.0000004768372,0,70
26,0.6707222222222222,625.0000004768372,0,70
27,0.6791111111111111,643.0000004768372,0,70
28,0.6658555555555555,673.0000004768372,0,70
29,0.6728666666666666,713.0000004768372,0,70
30,0.6623333333333333,743.0000004768372,0,70
