round,accuracy,elapsed_time,round_time
1,0.1,55.25205159187317,55.252050606659715
2,0.1,105.25406241416931,96.99772981001709
3,0.1,155.93237709999084,86.02309511668781
4,0.1,207.12787795066833,168.25690413345262
5,0.1,259.0644578933716,93.02438172321882
6,0.1,306.7936873435974,197.79459791770194
7,0.1045,357.36369037628174,69.82673973960772
8,0.1544,407.4983127117157,141.0987948830406
9,0.2889,458.1101031303406,77.11921595664569
10,0.2954,508.18899488449097,100.1226617022252
11,0.3712,527.6908390522003,260.13842185392105
12,0.38,578.2824137210846,70.09341886825712
13,0.2555,633.0165758132935,69.82665916736693
14,0.2682,685.6567041873932,104.741120315662
15,0.3501,736.3350188732147,202.537751584468
16,0.3705,792.0831072330475,106.42640312978205
17,0.3768,843.6076786518097,242.9443154653758
18,0.43,894.3306601047516,350.0
19,0.4726,947.4084148406982,85.44952439752382
20,0.4909,1000.1688373088837,93.02438172321882
21,0.4705,1054.307157754898,335.98720212442464
22,0.5135,1107.0864713191986,211.77779119989435
23,0.5059,1157.7953634262085,350.0
24,0.5455,1211.1408495903015,135.2441653207223
25,0.5345,1263.2862417697906,350.0
26,0.5544,1313.5680949687958,350.0
27,0.5623,1364.3771603107452,109.95576266408058
28,0.5659,1414.6103067398071,145.3534835994672
29,0.5841,1464.7245090007782,104.24616349870709
30,0.5807,1499.0061058998108,235.71986404341004
31,0.5992,1549.5147681236267,80.58448390400947
32,0.5953,1591.4474353790283,118.37954121334093
33,0.6081,1641.6144490242004,80.72141690395256
34,0.6122,1665.2504396438599,106.52591830334157
35,0.6201,1715.2976236343384,71.24543680208109
36,0.6179,1765.3120164871216,118.49922217195443
37,0.6261,1809.2392857074738,143.98884617438733
38,0.6252,1859.5241911411285,60.94901051229132
39,0.632,1907.089117050171,104.81280009022373
40,0.633,1958.048389673233,84.98773015077226
41,0.6288,2008.1430287361145,147.44597025644123
42,0.63,2061.751762866974,58.15636161845363
43,0.6425,2116.7434532642365,113.97368029645322
44,0.6435,2168.497457265854,112.73363094023833
45,0.6476,2220.983199596405,329.37284688126255
46,0.6464,2280.8394577503204,69.70829436576493
47,0.6482,2333.2215037345886,350.0
48,0.6533,2383.975222826004,350.0
49,0.653,2434.3316185474396,107.66175686513087
50,0.6486,2484.764193058014,60.579664955221375
51,0.6477,2534.9070796966553,181.10081989259464
52,0.6499,2584.977824449539,91.68041932044181
53,0.658,2635.1345884799957,60.17301071802328
54,0.6531,2685.236005306244,350.0
55,0.6582,2736.390848875046,101.03674380548021
56,0.6709,2775.4615490436554,140.32696065609778
57,0.6571,2813.5100648403168,77.11921595664569
58,0.6665,2837.3259217739105,61.864372662857306
59,0.668,2878.7329659461975,65.22290116364458
60,0.6638,2928.7481014728546,69.58073597387627
61,0.6656,2979.5313091278076,65.12297691577615
62,0.6717,3029.9748129844666,104.741120315662
63,0.6746,3086.365118741989,106.42640312978205
64,0.6747,3139.30268740654,260.13842185392105
65,0.6749,3191.5729806423187,202.537751584468
66,0.6679,3247.929312467575,242.9443154653758
67,0.6741,3303.9442462921143,93.02438172321882
68,0.6811,3362.3309893608093,350.0
69,0.6772,3414.2675693035126,335.98720212442464
70,0.6789,3466.946861743927,211.77779119989435
71,0.6744,3523.2723145484924,99.70190383622487
72,0.6786,3573.6383266448975,350.0
73,0.6817,3630.7318348884583,350.0
74,0.6828,3681.8763053417206,350.0
75,0.6711,3732.68537068367,187.20724416501642
76,0.6798,3783.038690805435,145.3534835994672
77,0.6859,3833.3205440044403,109.95576266408058
78,0.6773,3883.3211159706116,104.24616349870709
79,0.6902,3933.4353182315826,82.48358429848568
80,0.6759,3980.3188457489014,235.71986404341004
81,0.6879,4030.4858593940735,92.44132946377043
82,0.6787,4082.1294598579407,118.37954121334093
83,0.6828,4116.508954524994,106.52591830334157
84,0.6831,4166.607701778412,77.01853056958493
85,0.6855,4217.317230463028,95.66289169047135
86,0.6844,4267.3644144535065,118.49922217195443
87,0.6924,4310.596547842026,143.98884617438733
88,0.6957,4361.1642735004425,90.87953774468613
89,0.6872,4412.2172174453735,141.0987948830406
90,0.7008,4465.85440158844,99.23926060813373
91,0.6918,4516.544907093048,147.44597025644123
92,0.6979,4568.232677698135,96.74886348211058
93,0.6885,4619.223242759705,97.85525889943824
94,0.6942,4672.24666261673,329.37284688126255
95,0.6968,4726.454347372055,350.0
96,0.6979,4777.978918790817,113.97368029645322
97,0.7015,4829.088496685028,106.52591830334157
98,0.6972,4880.433353662491,65.3149787448043
99,0.6941,4941.574250459671,350.0
100,0.6954,4992.503981113434,124.19961666879001
101,0.7015,5043.338326454163,211.77779119989435
102,0.6971,5094.500794649124,86.02309511668781
103,0.698,5144.602211475372,329.37284688126255
104,0.7011,5194.957450389862,65.01380258283473
105,0.7013,5245.05619764328,209.450684482246
106,0.7081,5295.658401727676,56.69559228480642
107,0.7045,5345.759818553925,106.52591830334157
108,0.6895,5398.178104162216,91.68041932044181
109,0.6997,5451.532037973404,350.0
110,0.7018,5506.408965826035,181.10081989259464
111,0.706,5560.539798736572,197.79459791770194
112,0.7085,5611.293517827988,101.03674380548021
113,0.6961,5662.229856967926,329.37284688126255
114,0.7098,5712.339848518372,350.0
115,0.7088,5764.339893341064,93.02438172321882
116,0.7084,5801.532037973404,350.0
117,0.7083,5852.348608493805,80.28926095522345
118,0.7032,5880.198793411255,115.85890003012649
119,0.7136,5930.300210237503,73.41068423390709
120,0.7102,5949.109469175339,96.76086063094415
