round,accuracy,elapsed_time
1,0.01,115.00000047683716
2,0.01,350.00000047683716
3,0.01,405.00000047683716
4,0.01,470.00000047683716
5,0.0385,625.0000004768372
6,0.0106,790.0000004768372
7,0.1111,975.0000004768372
8,0.1369,1045.0000004768372
9,0.1566,1155.0000004768372
10,0.1788,1325.0000004768372
11,0.1946,1395.0000004768372
12,0.2038,1505.0000004768372
13,0.211,1675.0000004768372
14,0.221,1745.0000004768372
15,0.2319,1825.0000004768372
16,0.235,1900.0000004768372
17,0.246,2095.000000476837
18,0.2495,2250.000000476837
19,0.2577,2320.000000476837
20,0.256,2435.000000476837
21,0.2751,2515.000000476837
22,0.2726,2670.000000476837
23,0.2725,2785.000000476837
24,0.2814,2865.000000476837
25,0.2889,3020.000000476837
26,0.2901,3135.000000476837
27,0.2944,3215.000000476837
28,0.3006,3370.000000476837
29,0.3039,3425.000000476837
30,0.3138,3485.000000476837
31,0.3083,3740.000000476837
32,0.3115,3835.000000476837
33,0.3197,3895.000000476837
34,0.3141,4090.000000476837
35,0.3173,4185.000000476837
36,0.3249,4260.000000476837
37,0.3278,4440.000000476837
38,0.3277,4600.000000476837
39,0.3343,4710.000000476837
40,0.3293,4790.000000476837
41,0.3369,4950.000000476837
42,0.3327,5105.000000476837
43,0.3313,5235.000000476837
44,0.3404,5310.000000476837
45,0.3474,5455.000000476837
46,0.3418,5585.000000476837
47,0.3421,5655.000000476837
48,0.34,5805.000000476837
49,0.3431,6005.000000476837
50,0.3458,6065.000000476837
51,0.3485,6155.000000476837
52,0.3491,6355.000000476837
53,0.3527,6415.000000476837
54,0.3543,6505.000000476837
55,0.3538,6640.000000476837
56,0.3641,6725.000000476837
57,0.3598,6855.000000476837
58,0.3529,6915.000000476837
59,0.3584,7065.000000476837
60,0.3631,7205.000000476837
61,0.3641,7295.000000476837
62,0.3652,7555.000000476837
63,0.3622,7645.000000476837
64,0.3661,7905.000000476837
65,0.3728,7995.000000476837
66,0.3702,8115.000000476837
67,0.3727,8255.000000476837
68,0.3699,8400.000000476837
69,0.3703,8495.000000476837
70,0.3745,8605.000000476837
71,0.3764,8750.000000476837
72,0.3706,8845.000000476837
73,0.3723,8995.000000476837
74,0.3754,9100.000000476837
75,0.371,9195.000000476837
76,0.3769,9375.000000476837
77,0.382,9450.000000476837
78,0.381,9545.000000476837
79,0.3862,9615.000000476837
80,0.3809,9800.000000476837
81,0.379,9900.000000476837
82,0.3846,9965.000000476837
83,0.3798,10095.000000476837
84,0.3859,10155.000000476837
85,0.3869,10250.000000476837
86,0.3834,10330.000000476837
87,0.3916,10600.000000476837
88,0.3783,10680.000000476837
89,0.3886,10745.000000476837
90,0.3904,10950.000000476837
91,0.3893,11030.000000476837
92,0.3885,11095.000000476837
93,0.3878,11300.000000476837
94,0.3912,11380.000000476837
95,0.3927,11445.000000476837
96,0.3938,11565.000000476837
97,0.3964,11715.000000476837
98,0.3936,11795.000000476837
99,0.3929,11915.000000476837
100,0.3944,11975.000000476837
101,0.3963,12130.000000476837
102,0.3956,12265.000000476837
103,0.3956,12335.000000476837
104,0.3904,12480.000000476837
105,0.3971,12615.000000476837
106,0.3971,12830.000000476837
107,0.3953,12965.000000476837
108,0.4047,13180.000000476837
109,0.399,13255.000000476837
110,0.404,13315.000000476837
111,0.4074,13385.000000476837
112,0.401,13530.000000476837
113,0.4096,13665.000000476837
114,0.3988,13755.000000476837
115,0.4035,13905.000000476837
116,0.4052,14105.000000476837
117,0.4108,14220.000000476837
118,0.4021,14280.000000476837
119,0.4035,14455.000000476837
120,0.4088,14570.000000476837
121,0.4078,14630.000000476837
122,0.4095,14750.000000476837
123,0.4048,14870.000000476837
124,0.4022,14980.000000476837
125,0.4069,15130.000000476837
126,0.4003,15220.000000476837
127,0.407,15280.000000476837
128,0.4069,15395.000000476837
129,0.4092,15505.000000476837
130,0.4113,15630.000000476837
131,0.4154,15745.000000476837
132,0.4151,15855.000000476837
133,0.4144,15970.000000476837
134,0.4121,16095.000000476837
135,0.4125,16205.000000476837
136,0.4129,16320.000000476837
137,0.415,16445.000000476837
138,0.4107,16555.000000476837
139,0.4111,16675.000000476837
140,0.4177,16795.000000476837
141,0.42,17025.000000476837
142,0.4153,17145.000000476837
143,0.4145,17205.000000476837
144,0.4205,17375.000000476837
145,0.4189,17495.000000476837
146,0.4093,17725.000000476837
