round,accuracy,elapsed_time,round_time
1,0.02127659574468085,56.943406105041504,56.943405283751574
2,0.024627659574468084,107.66175746917725,107.66175686513087
3,0.03957446808510638,161.91896414756775,99.70190383622487
4,0.0875,213.06343460083008,187.20724416501642
5,0.12489361702127659,242.20822501182556,163.73531731823215
6,0.17361702127659576,292.8865396976471,65.22290116364458
7,0.27808510638297873,345.37228202819824,88.83738408112158
8,0.3196276595744681,399.41245794296265,119.17898297790778
9,0.35686170212765955,450.7573149204254,187.20724416501642
10,0.4378723404255319,502.4009153842926,135.2441653207223
11,0.45218085106382977,553.4420471191406,119.17898297790778
12,0.4983510638297872,605.4420919418335,97.85525889943824
13,0.5003191489361702,656.4326570034027,187.20724416501642
14,0.5261170212765958,706.4477925300598,119.17898297790778
15,0.5332978723404256,759.0879209041595,76.65175821200532
16,0.5400531914893617,809.7662355899811,329.37284688126255
17,0.5446276595744681,843.6399011611938,187.20724416501642
18,0.5854787234042553,901.1121599674225,73.80300433610749
19,0.5983510638297872,952.1651039123535,106.52591830334157
20,0.6106382978723405,1007.7519237995148,119.17898297790778
21,0.6201063829787234,1064.3488545417786,187.20724416501642
22,0.6225531914893617,1122.792468547821,163.73531731823215
23,0.6486170212765957,1187.8576486110687,335.98720212442464
24,0.623563829787234,1243.030924797058,126.8149533000753
25,0.6402659574468085,1295.6452877521515,350.0
26,0.6598936170212766,1349.7506649494171,96.99772981001709
27,0.6621276595744681,1413.172683954239,126.8149533000753
28,0.6752127659574468,1473.360502243042,135.2441653207223
29,0.664468085106383,1527.1112282276154,335.98720212442464
30,0.6728723404255319,1596.6170608997345,126.8149533000753
31,0.6624468085106383,1654.461322069168,350.0
32,0.6676063829787234,1712.162297964096,163.73531731823215
33,0.6784042553191489,1779.2738976478577,126.8149533000753
34,0.6709574468085107,1836.1182312965393,350.0
35,0.6946808510638298,1888.6039736270905,350.0
36,0.6756382978723404,1939.2157640457153,211.77779119989435
37,0.6771808510638297,1997.3223900794983,96.74886348211058
38,0.6971276595744681,2049.592683315277,350.0
39,0.6956914893617021,2103.125921726227,62.66027267367632
40,0.706436170212766,2156.4271132946014,211.77779119989435
41,0.6809042553191489,2210.0506825447083,350.0
42,0.6968617021276595,2260.438464164734,350.0
43,0.7094148936170213,2330.2652039527893,118.49922217195443
44,0.7093617021276596,2391.441037416458,211.77779119989435
45,0.7110106382978724,2448.7644262313843,350.0
46,0.7128191489361703,2504.486064195633,235.8548313914265
47,0.7044148936170213,2560.0506825447083,350.0
48,0.7038829787234042,2610.438464164734,350.0
49,0.7147872340425532,2664.494688272476,95.66289169047135
50,0.7075531914893617,2718.7518949508667,80.28926095522345
51,0.7148404255319148,2776.996784210205,235.8548313914265
52,0.7118617021276595,2830.5775997638702,350.0
53,0.7188829787234042,2884.201169013977,64.75804266240931
54,0.7135638297872341,2939.811311006546,350.0
55,0.7097872340425532,2990.5921869277954,350.0
56,0.7194680851063829,3041.1943910121918,235.8548313914265
57,0.7199468085106383,3092.4332382678986,147.44597025644123
58,0.714627659574468,3149.1288306713104,82.48358429848568
59,0.7245744680851064,3219.504805803299,350.0
60,0.7217553191489362,3274.8625111579895,329.37284688126255
61,0.724095744680851,3327.541803598404,350.0
62,0.7154255319148937,3379.185404062271,350.0
63,0.7206914893617021,3434.1770944595337,109.95576266408058
64,0.7145212765957447,3495.0443041324615,168.25690413345262
65,0.7308510638297873,3553.330593585968,109.95576266408058
66,0.7280319148936171,3609.2226960659027,350.0
67,0.7254787234042553,3663.301208257675,202.537751584468
68,0.7198404255319149,3726.5492491722107,350.0
69,0.7257446808510638,3780.6415922641754,350.0
70,0.7312234042553192,3853.3642024993896,126.8149533000753
71,0.7319148936170212,3910.104532957077,202.537751584468
72,0.7281914893617021,3963.8259856700897,350.0
73,0.7383510638297872,4016.4919443130493,68.01489772758374
74,0.7284574468085107,4080.228537797928,350.0
75,0.7327659574468085,4134.57435798645,350.0
76,0.7338829787234042,4186.425627708435,61.65325302762326
77,0.7337765957446809,4263.861878871918,115.85890003012649
78,0.7280851063829787,4316.243924856186,350.0
79,0.7207446808510638,4374.460798740387,202.537751584468
80,0.737659574468085,4430.228537797928,350.0
81,0.7273936170212766,4486.495895385742,350.0
82,0.731063829787234,4542.8522272109985,80.28926095522345
83,0.7265957446808511,4599.9225034713745,202.537751584468
84,0.7234574468085107,4666.243924856186,350.0
85,0.7359042553191489,4718.568455457687,350.0
86,0.7336702127659575,4780.228537797928,350.0
87,0.7341489361702128,4838.27264213562,350.0
88,0.7167553191489362,4898.727760076523,118.49922217195443
89,0.7360638297872341,4959.978548288345,260.13842185392105
90,0.7362765957446809,5016.243924856186,350.0
91,0.7373404255319149,5069.137290477753,350.0
92,0.7363829787234043,5125.043828248978,335.98720212442464
93,0.7409574468085106,5186.2946164608,350.0
94,0.7438297872340426,5238.0251631736755,350.0
95,0.7377659574468085,5292.260202884674,81.32302137127638
96,0.7428191489361702,5347.847022771835,329.37284688126255
97,0.7396808510638297,5401.294920921326,350.0
98,0.73,5454.5961124897,350.0
99,0.7371276595744681,5512.841001749039,335.98720212442464
100,0.7428191489361702,5573.72508597374,350.0
