round,accuracy,elapsed_time
1,0.01,115.00000047683716
2,0.01,350.00000047683716
3,0.01,405.00000047683716
4,0.0277,470.00000047683716
5,0.0859,625.0000004768372
6,0.0259,790.0000004768372
7,0.1503,975.0000004768372
8,0.189,1045.0000004768372
9,0.2082,1155.0000004768372
10,0.2135,1325.0000004768372
11,0.2344,1395.0000004768372
12,0.2516,1505.0000004768372
13,0.2778,1675.0000004768372
14,0.2791,1745.0000004768372
15,0.2965,1825.0000004768372
16,0.2909,1900.0000004768372
17,0.3197,2095.000000476837
18,0.3281,2250.000000476837
