FedBuff,Polaris,Pisces
0.8500000000000006,0.8748037676609107,0.8367521367521361
0.8550000000000006,0.8779434850863425,0.8393162393162387
0.8600000000000007,0.8810832025117742,0.8418803418803412
0.8650000000000007,0.8838304552590269,0.8444444444444438
0.8700000000000007,0.8865777080062797,0.8470085470085463
0.8750000000000007,0.8893249607535324,0.8495726495726489
0.8800000000000007,0.8916797488226061,0.8521367521367514
0.8850000000000007,0.8940345368916799,0.854700854700854
0.8900000000000007,0.8963893249607536,0.8564102564102557
0.8950000000000007,0.8987441130298274,0.8581196581196574
0.9000000000000007,0.9010989010989011,0.8598290598290591
0.9050000000000007,0.9034536891679749,0.8615384615384608
0.9100000000000007,0.9058084772370486,0.8632478632478625
0.9150000000000007,0.9081632653061223,0.8649572649572642
0.9200000000000007,0.9105180533751961,0.8666666666666659
