round,accuracy,elapsed_time
1,0.20708888888888888,23.00000023841858
2,0.42684444444444447,70.00000023841858
3,0.2904888888888889,81.00000023841858
4,0.5203333333333333,94.00000023841858
5,0.5534555555555556,125.00000023841858
6,0.5345888888888889,158.00000023841858
7,0.5877888888888889,195.00000023841858
8,0.6062111111111111,209.00000023841858
9,0.6146777777777778,231.00000023841858
10,0.6116333333333334,265.0000002384186
11,0.6294555555555555,279.0000002384186
12,0.6131222222222222,301.0000002384186
13,0.6392333333333333,335.0000002384186
14,0.6372555555555556,349.0000002384186
15,0.6428333333333334,365.0000002384186
16,0.6434,380.0000002384186
17,0.6397666666666667,419.0000002384186
18,0.6463,450.0000002384186
19,0.6479222222222222,464.0000002384186
20,0.6433,487.0000002384186
21,0.6332111111111111,503.0000002384186
22,0.6452111111111111,534.0000002384186
23,0.6455,557.0000002384186
24,0.6302444444444445,573.0000002384186
25,0.647,604.0000002384186
26,0.6475333333333333,627.0000002384186
27,0.6501555555555556,643.0000002384186
28,0.6513777777777778,674.0000002384186
29,0.6503222222222222,685.0000002384186
30,0.6516444444444445,697.0000002384186
31,0.6418444444444444,748.0000002384186
32,0.6544222222222222,767.0000002384186
33,0.6541555555555556,779.0000002384186
34,0.6514555555555556,818.0000002384186
35,0.65,837.0000002384186
36,0.6511777777777777,852.0000002384186
37,0.6521666666666667,888.0000002384186
38,0.6508777777777778,920.0000002384186
39,0.6546333333333333,942.0000002384186
40,0.6537444444444445,958.0000002384186
41,0.6522888888888889,990.0000002384186
42,0.6471555555555556,1021.0000002384186
43,0.6541444444444444,1047.0000002384186
44,0.6550777777777778,1062.0000002384186
45,0.6566888888888889,1091.0000002384186
46,0.6555666666666666,1117.0000002384186
47,0.6545888888888889,1131.0000002384186
48,0.6533777777777777,1161.0000002384186
49,0.6503888888888889,1201.0000002384186
50,0.6562111111111111,1213.0000002384186
51,0.6548888888888889,1231.0000002384186
52,0.6521555555555556,1271.0000002384186
53,0.6547111111111111,1283.0000002384186
54,0.6523,1301.0000002384186
55,0.6555111111111112,1328.0000002384186
56,0.6547333333333333,1345.0000002384186
57,0.6544444444444445,1371.0000002384186
58,0.6540555555555555,1383.0000002384186
59,0.6554666666666666,1413.0000002384186
60,0.6559666666666667,1441.0000002384186
61,0.6557,1459.0000002384186
62,0.6541666666666667,1511.0000002384186
