Elapsed time (s),Accuracy (%),Method
0,0.0,Polaris
25,37.82222143579411,Polaris
55,53.6405555235015,Polaris
85,60.20249999827809,Polaris
115,60.79292918513519,Polaris
145,61.99161615593265,Polaris
175,62.08727275833938,Polaris
205,61.34565662003527,Polaris
235,62.428888847225835,Polaris
265,62.228585829397645,Polaris
295,62.43020202993142,Polaris
325,62.30648150099648,Polaris
355,62.60090907906041,Polaris
385,63.01518518536179,Polaris
415,62.744444461398665,Polaris
445,62.58131310477402,Polaris
0,0.0,Polaris
25,28.518888562122978,Polaris
55,48.28564095741663,Polaris
85,53.51499962197409,Polaris
115,57.84585847223648,Polaris
145,61.232424211116744,Polaris
175,62.28777776930067,Polaris
205,62.45092594720699,Polaris
235,62.45777772373623,Polaris
265,62.6933333741294,Polaris
295,63.0891666358047,Polaris
325,63.087863261801566,Polaris
355,62.74888886345757,Polaris
385,62.81205127394097,Polaris
415,63.35666664335463,Polaris
445,63.34131309133587,Polaris
0,0.0,Polaris
25,32.51110994701031,Polaris
55,46.04824577604818,Polaris
85,50.04733291706509,Polaris
115,57.849595711447975,Polaris
145,59.198434300711654,Polaris
175,60.01646464232242,Polaris
205,61.443535254122025,Polaris
235,60.863232406654745,Polaris
265,56.71874794840812,Polaris
295,60.613931657106455,Polaris
325,62.26969696719237,Polaris
355,61.31848498797176,Polaris
385,62.68050496082114,Polaris
415,61.62161618926309,Polaris
445,63.13161619677688,Polaris
0,0.0,Polaris
25,31.80222144859808,Polaris
55,50.09379653480318,Polaris
85,56.36726486206055,Polaris
115,58.263611122502226,Polaris
145,60.37636344013792,Polaris
175,60.908989854388764,Polaris
205,62.03333323867233,Polaris
235,61.919898939132686,Polaris
265,62.55828279196615,Polaris
295,61.4548484620181,Polaris
325,61.30933336851332,Polaris
355,61.89050502834898,Polaris
385,62.23694443411297,Polaris
415,62.91398150788413,Polaris
445,62.949259241951836,Polaris
0,0.0,Polaris
25,23.338179593616058,Polaris
55,32.827541295743714,Polaris
85,30.74658075253168,Polaris
115,51.20383508349832,Polaris
145,51.38286197170263,Polaris
175,53.30069064938628,Polaris
205,57.346507922656954,Polaris
235,59.187581681940294,Polaris
265,61.377777760371664,Polaris
295,62.390505021605826,Polaris
325,62.18758170858707,Polaris
355,63.15999997615814,Polaris
385,63.13888888332579,Polaris
415,63.838888883325794,Polaris
445,65.41953403654064,Polaris
0,0.0,Pisces
25,22.23108716793375,Pisces
55,31.747399224671348,Pisces
85,32.36120267046822,Pisces
115,50.210489898351284,Pisces
145,56.600277669253174,Pisces
175,57.01111104117499,Pisces
205,59.12407402073896,Pisces
235,60.96418796677875,Pisces
265,62.35773946592177,Pisces
295,62.28475096017465,Pisces
325,62.948484853494044,Pisces
355,62.926851851675245,Pisces
385,63.6324785631131,Pisces
415,63.18042332154734,Pisces
445,64.00907393119954,Pisces
0,0.0,Pisces
25,17.385200823587724,Pisces
55,25.063215007984883,Pisces
85,36.91972171399328,Pisces
115,48.8507406876411,Pisces
145,52.051414092767125,Pisces
175,57.703650775409876,Pisces
205,58.934242398088635,Pisces
235,59.78111111424926,Pisces
265,61.10255813224064,Pisces
295,61.561472860922805,Pisces
325,61.12518522580464,Pisces
355,60.964131935420966,Pisces
385,62.634444438616434,Pisces
415,62.09576722326733,Pisces
445,62.97898139569493,Pisces
0,0.0,Pisces
25,15.479030393708676,Pisces
55,26.147824719949813,Pisces
85,32.4783318542551,Pisces
115,49.98009243167477,Pisces
145,53.961111018922594,Pisces
