round,accuracy,elapsed_time,round_time
1,0.1,27.76042366027832,27.7604223638351
2,0.1,52.90331029891968,48.80300433610749
3,0.1,72.45828032493591,72.4582790707611
4,0.1,100.35164594650269,36.491753017169714
5,0.1,128.04276418685913,72.85525889943824
6,0.1002,159.90205454826355,73.08390748647756
7,0.1641,193.73118710517883,115.32696065609778
8,0.2868,222.30784010887146,72.84983134299804
9,0.2861,248.8757348060608,162.20724416501642
10,0.3644,275.2977874279022,143.25690413345262
11,0.3382,301.4969103336334,172.79459791770194
12,0.4122,332.6781396865845,62.84713788119277
13,0.4182,360.77009987831116,84.95576266408058
14,0.4408,387.05076694488525,115.32696065609778
15,0.4373,414.3332839012146,120.35348359946722
16,0.456,446.4035601615906,61.02309511668782
17,0.473,477.79386591911316,45.37597519039613
18,0.4859,509.6381995677948,86.49640961356394
19,0.4875,701.6173477172852,507.88616053547673
20,0.5014,759.1009321212769,57.48358429848568
21,0.528,798.7345244884491,39.63359247109019
22,0.5242,855.0575459003448,459.21888798876387
23,0.5333,891.2848377227783,517.7689180291798
24,0.55,928.7057716846466,44.70829436576493
25,0.5647,977.9191958904266,81.52591830334157
26,0.5681,1041.756579875946,75.33147840807555
27,0.5803,1087.365373134613,119.61348246213947
28,0.5804,1132.1920323371887,67.44132946377044
29,0.5913,1198.872451543808,66.68041932044181
30,0.5963,1274.9091954231262,186.77779119989435
31,0.6042,1354.973271369934,310.98720212442464
32,0.6211,1411.2962927818298,103.48288224967351
33,0.6065,1474.1434307098389,62.84713788119277
34,0.6151,1519.0954308509827,235.13842185392107
35,0.6237,1573.3691067695618,79.81280009022373
36,0.6218,1612.011939048767,120.35348359946722
37,0.6301,1658.5877091884613,122.44597025644124
38,0.6342,1696.247981786728,79.24616349870709
39,0.6363,1748.2665123939514,75.1226617022252
40,0.6302,1781.5417926311493,119.61348246213947
41,0.6431,1814.8280820846558,110.2441653207223
42,0.6338,1866.9472980499268,71.99772981001709
43,0.6427,1917.181736946106,71.74886348211058
44,0.6524,1992.3043985366821,75.1226617022252
45,0.6498,2037.7061710357666,162.20724416501642
46,0.6543,2091.415219783783,53.7090487583187
47,0.6481,2162.078111410141,70.66289169047135
48,0.6515,2230.1024930477142,71.74886348211058
49,0.6554,2282.4315950870514,120.35348359946722
50,0.6604,2345.2787330150604,62.84713788119277
51,0.6581,2405.266463279724,59.98773015077227
52,0.6652,2622.9678177833557,841.426025248543
53,0.6637,2651.230238676071,28.262420837425427
54,0.6634,2679.167807340622,40.01380258283473
55,0.669,2709.8782362937927,72.85525889943824
56,0.6566,2736.5274691581726,93.37954121334093
57,0.6674,2768.2230615615845,143.25690413345262
58,0.6666,2796.4854824543,122.44597025644124
59,0.6676,2823.02387881279,86.49640961356394
60,0.6587,2850.509621143341,33.75910990674104
61,0.6742,2877.4583506584167,79.01398483873213
62,0.6732,2908.045170545578,36.49079215506183
63,0.6768,2938.481445789337,74.70190383622486
64,0.6756,2967.50909948349,120.35348359946722
65,0.6714,3110.4491267204285,459.21888798876387
66,0.6767,3212.41801738739,304.37284688126255
67,0.6754,3315.9008996486664,103.48288224967351
68,0.6745,3493.4386513233185,177.537751584468
69,0.6699,3632.173968553543,138.73531731823215
70,0.6767,3676.882262945175,544.7571846196289
71,0.6766,3738.548335313797,61.666072426333294
72,0.6828,3813.214144706726,74.66580932764407
73,0.6698,3912.4137613773346,143.25690413345262
74,0.679,3993.93967962265,156.10081989259464
75,0.6866,4050.262701034546,118.0705996004007
76,0.6889,4462.816590309143,468.876910680733
77,0.6845,4529.497009515762,66.68041932044181
78,0.6822,4584.78627038002,55.289260955223455
79,0.6837,5426.212295532227,841.426025248543
80,0.6893,5515.185975790024,88.97368029645322
81,0.6904,5575.262701034546,1525.0
82,0.6926,5612.595211029053,76.0367438054802
83,0.6894,5774.802455186844,162.20724416501642
84,0.6856,5807.958816766739,177.537751584468
85,0.6997,5880.417095899582,72.4582790707611
86,0.6939,5951.07998752594,70.66289169047135
87,0.6994,6017.760406732559,66.68041932044181
88,0.6945,6243.679365873337,468.876910680733
89,0.6939,6322.133253574371,304.37284688126255
90,0.6909,6430.45715713501,186.77779119989435
91,0.6964,6509.703320741653,184.450684482246
92,0.7067,6541.431585788727,81.52591830334157
93,0.704,7086.188770294189,544.7571846196289
94,0.6917,7152.0683081150055,65.87953774468612
95,0.6941,7237.024070739746,84.95576266408058
96,0.7029,7382.857610940933,841.426025248543
97,0.6963,7457.559514760971,74.70190383622486
98,0.7071,7514.200786590576,56.64127182629447
99,0.6904,7554.2764666080475,310.98720212442464
100,0.711,7626.037327289581,101.8149533000753
101,0.7043,7710.993089914322,86.49640961356394
102,0.6969,7782.741953372955,71.74886348211058
103,0.7118,8094.914237976074,468.876910680733
104,0.6984,8213.903084039688,118.98884617438733
105,0.7053,8329.230044603348,115.32696065609778
106,0.7093,8624.167978525162,841.426025248543
107,0.6972,8677.877027273178,304.37284688126255
108,0.7031,8709.7745718956,31.8975446062192
109,0.6792,8775.654109716415,65.87953774468612
110,0.7066,8820.48084950447,184.450684482246
111,0.7041,8869.717350006104,52.018530569584925
112,0.714,8942.572608947754,90.85890003012649
113,0.7101,9010.596990585327,79.01398483873213
114,0.7055,9056.102105617523,86.49640961356394
115,0.7014,9175.090951681137,118.98884617438733
116,0.6969,9469.815878629684,459.21888798876387
117,0.7065,9536.496297836304,66.68041932044181
118,0.7125,9582.451518535614,45.95522076060432
119,0.7048,9684.266471862793,101.8149533000753
120,0.7104,9729.87526512146,544.7571846196289
