round,accuracy,elapsed_time,round_time
1,0.1,27.61436367034912,27.614362854302964
2,0.1,53.604928731918335,52.202892731943535
3,0.1,83.9324562549591,81.52591830334157
4,0.1,110.20829105377197,93.49922217195443
5,0.1,136.27769780158997,116.0987948830406
6,0.1326,172.59377479553223,118.98884617438733
7,0.3168,203.92367458343506,49.21342411196085
8,0.3411,230.20434165000916,101.8149533000753
9,0.3652,263.65637707710266,74.23926060813373
10,0.3031,301.8767716884613,217.9443154653758
11,0.3801,341.6491241455078,101.8149533000753
12,0.2859,374.72660303115845,304.37284688126255
13,0.3767,407.4275789260864,172.79459791770194
14,0.4034,443.91837096214294,156.10081989259464
15,0.4318,472.9460246562958,122.44597025644124
16,0.4528,508.0624008178711,79.24616349870709
17,0.4551,535.0826575756073,184.450684482246
18,0.4715,561.2817804813385,44.95200005408282
19,0.4804,594.3258848190308,33.044104394505595
20,0.4649,619.8345470428467,210.8548313914265
21,0.4883,781.4252951145172,517.7689180291798
22,0.5127,860.4392800331116,79.01398483873213
23,0.5119,959.6388967037201,99.19961666879001
24,0.5207,1216.1526281833649,841.426025248543
25,0.5374,1243.7669911384583,27.614362854302964
26,0.5399,1270.6182608604431,45.40177248335578
27,0.5575,1296.5191609859467,60.449524397523824
28,0.5521,1324.1547544002533,59.98773015077227
29,0.5656,1351.2704842090607,86.49640961356394
30,0.5721,1377.5463190078735,57.48358429848568
31,0.5774,1404.1794755458832,37.66027267367632
32,0.588,1432.8166596889496,46.575770122889494
33,0.5819,1458.418863773346,235.13842185392107
34,0.5869,1485.6891570091248,52.4362510791963
35,0.5931,1513.2959053516388,72.84983134299804
36,0.5987,1539.092836856842,71.76086063094415
37,0.5967,2085.1930162906647,841.426025248543
38,0.6055,2114.7728910446167,29.579874722745938
39,0.6079,2140.035791158676,52.202892731943535
40,0.6026,2165.130799293518,44.95200005408282
41,0.6055,2191.6553707122803,33.15636161845363
42,0.6079,2218.9378876686096,118.98884617438733
43,0.6049,2245.7891573905945,79.24616349870709
44,0.6131,2275.3749647140503,110.2441653207223
45,0.6161,2301.275864839554,138.73531731823215
46,0.6263,2328.52841424942,46.575770122889494
47,0.6255,2359.1005375385284,43.014897727583744
48,0.6257,2385.26300573349,122.44597025644124
49,0.623,2411.7388532161713,143.25690413345262
50,0.6279,2622.659051656723,507.88616053547673
51,0.6277,2686.4964356422424,63.837384081121584
52,0.6364,2731.589854478836,304.37284688126255
53,0.6396,2804.048133611679,72.4582790707611
54,0.6348,2988.4988181591034,184.450684482246
55,0.6435,3044.821839570999,310.98720212442464
56,0.6425,3096.94105553627,61.26501515874247
57,0.643,3190.440277814865,93.49922217195443
58,0.645,3276.9366874694824,86.49640961356394
59,0.6443,3463.7144787311554,186.77779119989435
60,0.6411,3614.7099735736847,517.7689180291798
61,0.6445,3681.6587941646576,217.9443154653758
62,0.6579,3868.4365854263306,186.77779119989435
63,0.6499,4159.467158079147,544.7571846196289
64,0.6611,4191.410563468933,304.37284688126255
65,0.6586,4233.1722819805145,56.32302137127639
66,0.6596,4273.395183086395,40.22290116364458
67,0.6594,4315.506782770157,93.49922217195443
68,0.6597,4361.011897802353,52.64321261855713
69,0.659,4422.034992933273,61.02309511668782
70,0.667,4464.494780063629,103.48288224967351
71,0.6644,4524.482510328293,79.01398483873213
72,0.6719,4639.8094708919525,115.32696065609778
73,0.669,4726.30588054657,217.9443154653758
74,0.6635,4771.578966856003,45.27308631288804
75,0.6667,4818.154736995697,46.575770122889494
76,0.6694,4934.253531932831,116.0987948830406
77,0.6685,5245.240734100342,310.98720212442464
78,0.6764,5286.627574920654,41.38684091213393
79,0.6703,5425.362892150879,138.73531731823215
