round,accuracy,elapsed_time
1,0.01,115.00000047683716
2,0.01,350.00000047683716
3,0.01,405.00000047683716
4,0.0148,470.00000047683716
5,0.04,625.0000004768372
6,0.0183,790.0000004768372
7,0.1082,975.0000004768372
8,0.1331,1045.0000004768372
9,0.1533,1155.0000004768372
10,0.1759,1325.0000004768372
11,0.183,1395.0000004768372
12,0.2011,1505.0000004768372
13,0.2121,1675.0000004768372
14,0.2178,1745.0000004768372
15,0.2325,1825.0000004768372
16,0.2299,1900.0000004768372
17,0.2516,2095.000000476837
18,0.2544,2250.000000476837
19,0.2469,2320.000000476837
20,0.2602,2435.000000476837
21,0.274,2515.000000476837
22,0.27,2670.000000476837
23,0.2757,2785.000000476837
24,0.2883,2865.000000476837
25,0.2899,3020.000000476837
26,0.2963,3135.000000476837
27,0.2961,3215.000000476837
28,0.2993,3370.000000476837
29,0.3034,3425.000000476837
30,0.3102,3485.000000476837
31,0.3108,3740.000000476837
32,0.3181,3835.000000476837
33,0.3184,3895.000000476837
34,0.325,4090.000000476837
35,0.3208,4185.000000476837
36,0.3229,4260.000000476837
37,0.3251,4440.000000476837
38,0.3291,4600.000000476837
39,0.3297,4710.000000476837
40,0.3362,4790.000000476837
41,0.3331,4950.000000476837
42,0.3385,5105.000000476837
43,0.3376,5235.000000476837
44,0.3406,5310.000000476837
45,0.3414,5455.000000476837
46,0.3455,5585.000000476837
47,0.3436,5655.000000476837
48,0.3471,5805.000000476837
49,0.3451,6005.000000476837
50,0.35,6065.000000476837
51,0.3456,6155.000000476837
52,0.3603,6355.000000476837
53,0.3542,6415.000000476837
54,0.3596,6505.000000476837
55,0.3527,6640.000000476837
56,0.3589,6725.000000476837
57,0.3524,6855.000000476837
58,0.3621,6915.000000476837
59,0.3639,7065.000000476837
60,0.3575,7205.000000476837
61,0.3652,7295.000000476837
62,0.3617,7555.000000476837
63,0.3628,7645.000000476837
64,0.3593,7905.000000476837
65,0.3639,7995.000000476837
66,0.3675,8115.000000476837
67,0.3639,8255.000000476837
68,0.361,8400.000000476837
69,0.3708,8495.000000476837
70,0.3628,8605.000000476837
71,0.3646,8750.000000476837
72,0.3656,8845.000000476837
73,0.369,8995.000000476837
74,0.3681,9100.000000476837
75,0.3771,9195.000000476837
76,0.3661,9375.000000476837
77,0.3713,9450.000000476837
78,0.3725,9545.000000476837
79,0.3766,9615.000000476837
80,0.3715,9800.000000476837
81,0.3773,9900.000000476837
82,0.3761,9965.000000476837
83,0.3776,10095.000000476837
84,0.3738,10155.000000476837
85,0.3796,10250.000000476837
86,0.377,10330.000000476837
87,0.3786,10600.000000476837
88,0.38,10680.000000476837
89,0.3791,10745.000000476837
90,0.3818,10950.000000476837
91,0.3857,11030.000000476837
92,0.3766,11095.000000476837
93,0.382,11300.000000476837
94,0.3832,11380.000000476837
95,0.3854,11445.000000476837
96,0.3796,11565.000000476837
97,0.3821,11715.000000476837
98,0.3789,11795.000000476837
99,0.3854,11915.000000476837
100,0.387,11975.000000476837
101,0.3888,12130.000000476837
102,0.3866,12265.000000476837
103,0.3815,12335.000000476837
104,0.3882,12480.000000476837
105,0.3875,12615.000000476837
106,0.3854,12830.000000476837
107,0.3933,12965.000000476837
108,0.3896,13180.000000476837
109,0.3917,13255.000000476837
110,0.3864,13315.000000476837
111,0.3946,13385.000000476837
112,0.392,13530.000000476837
113,0.3946,13665.000000476837
114,0.3916,13755.000000476837
115,0.3952,13905.000000476837
116,0.3945,14105.000000476837
117,0.3967,14220.000000476837
118,0.3946,14280.000000476837
119,0.3958,14455.000000476837
120,0.3957,14570.000000476837
121,0.3966,14630.000000476837
122,0.3973,14750.000000476837
123,0.4003,14870.000000476837
124,0.3871,14980.000000476837
125,0.3974,15130.000000476837
126,0.3918,15220.000000476837
127,0.3993,15280.000000476837
128,0.3994,15395.000000476837
129,0.3979,15505.000000476837
130,0.3969,15630.000000476837
131,0.4026,15745.000000476837
132,0.3974,15855.000000476837
133,0.4007,15970.000000476837
134,0.3985,16095.000000476837
135,0.3907,16205.000000476837
136,0.3966,16320.000000476837
137,0.3942,16445.000000476837
138,0.3931,16555.000000476837
139,0.394,16675.000000476837
140,0.4044,16795.000000476837
141,0.3995,17025.000000476837
142,0.4011,17145.000000476837
143,0.4016,17205.000000476837
144,0.3994,17375.000000476837
145,0.4003,17495.000000476837
146,0.4005,17725.000000476837
