Elapsed time (s),Accuracy (%),Alpha
0.0,0.0,$\gamma=0.01$
66.0,4.968240831820871,$\gamma=0.01$
86.0,5.014210675603347,$\gamma=0.01$
106.0,5.060180519385824,$\gamma=0.01$
126.0,5.161334109968504,$\gamma=0.01$
146.0,6.310979942302494,$\gamma=0.01$
166.0,7.460625774636484,$\gamma=0.01$
186.0,8.656124560598458,$\gamma=0.01$
206.0,10.722830340068665,$\gamma=0.01$
226.0,12.789536119538871,$\gamma=0.01$
246.0,14.856241899009076,$\gamma=0.01$
266.0,15.711533207856085,$\gamma=0.01$
286.0,16.263970808789875,$\gamma=0.01$
306.0,16.816408409723664,$\gamma=0.01$
326.0,16.94032714459206,$\gamma=0.01$
346.0,16.957116131016964,$\gamma=0.01$
366.0,16.973905117441866,$\gamma=0.01$
386.0,17.54201240617777,$\gamma=0.01$
406.0,18.24794931156783,$\gamma=0.01$
426.0,18.953886216957894,$\gamma=0.01$
446.0,19.26026811140895,$\gamma=0.01$
466.0,19.466761223356084,$\gamma=0.01$
486.0,19.67325433530322,$\gamma=0.01$
506.0,19.879747447250352,$\gamma=0.01$
526.0,20.08624055919749,$\gamma=0.01$
546.0,20.180380132066187,$\gamma=0.01$
566.0,20.182594064342,$\gamma=0.01$
586.0,20.184807996617813,$\gamma=0.01$
606.0,20.53736743113708,$\gamma=0.01$
626.0,21.70739988984417,$\gamma=0.01$
646.0,22.877432348551256,$\gamma=0.01$
666.0,23.8345145365057,$\gamma=0.01$
686.0,24.294712646545513,$\gamma=0.01$
706.0,24.75491075658533,$\gamma=0.01$
726.0,25.215108866625147,$\gamma=0.01$
746.0,25.728641980419564,$\gamma=0.01$
766.0,26.366623464565965,$\gamma=0.01$
786.0,27.004604948712362,$\gamma=0.01$
806.0,27.58642899129805,$\gamma=0.01$
826.0,28.122306027390948,$\gamma=0.01$
846.0,28.65818306348384,$\gamma=0.01$
866.0,29.171075535519396,$\gamma=0.01$
886.0,29.247260852069388,$\gamma=0.01$
906.0,29.323446168619384,$\gamma=0.01$
926.0,29.39963148516937,$\gamma=0.01$
946.0,29.47581680171936,$\gamma=0.01$
966.0,30.110056461693663,$\gamma=0.01$
986.0,30.88380974910234,$\gamma=0.01$
1006.0,31.65756303651102,$\gamma=0.01$
1026.0,32.431316323919695,$\gamma=0.01$
1046.0,33.205069611328376,$\gamma=0.01$
1066.0,33.94114915064417,$\gamma=0.01$
1086.0,33.961426757624906,$\gamma=0.01$
1106.0,33.98170436460563,$\gamma=0.01$
1126.0,34.00198197158637,$\gamma=0.01$
1146.0,34.022259578567095,$\gamma=0.01$
1166.0,34.04253718554782,$\gamma=0.01$
1186.0,34.53446534884578,$\gamma=0.01$
1206.0,35.41228949620511,$\gamma=0.01$
1226.0,36.29011364356444,$\gamma=0.01$
1246.0,36.110163182727824,$\gamma=0.01$
1266.0,35.66576899103186,$\gamma=0.01$
1286.0,35.2213747993359,$\gamma=0.01$
1306.0,35.02911479484038,$\gamma=0.01$
1326.0,35.42516802739809,$\gamma=0.01$
1346.0,35.821221259955784,$\gamma=0.01$
1366.0,36.217274492513496,$\gamma=0.01$
1386.0,36.6133277250712,$\gamma=0.01$
1406.0,37.0093809576289,$\gamma=0.01$
1426.0,37.1605027125718,$\gamma=0.01$
1446.0,37.111225947220774,$\gamma=0.01$
1466.0,37.06194918186975,$\gamma=0.01$
1486.0,37.01267241651873,$\gamma=0.01$
1506.0,36.963395651167716,$\gamma=0.01$
1526.0,36.979218495970194,$\gamma=0.01$
1546.0,38.23193517536697,$\gamma=0.01$
1566.0,39.48465185476375,$\gamma=0.01$
1586.0,40.73736853416053,$\gamma=0.01$
1606.0,40.75478487502656,$\gamma=0.01$
1626.0,40.463376039222844,$\gamma=0.01$
1646.0,40.17196720341913,$\gamma=0.01$
1666.0,40.221134929077834,$\gamma=0.01$
1686.0,40.35544682047707,$\gamma=0.01$
1706.0,40.51306703573634,$\gamma=0.01$
1726.0,41.11354584890763,$\gamma=0.01$
1746.0,41.71402466207892,$\gamma=0.01$
1766.0,42.029439613392086,$\gamma=0.01$
1786.0,41.67970540267068,$\gamma=0.01$
1806.0,41.32997119194928,$\gamma=0.01$
1826.0,41.70112401679232,$\gamma=0.01$
1846.0,42.662093620732136,$\gamma=0.01$
1866.0,43.62306322467195,$\gamma=0.01$
1886.0,44.31952944270287,$\gamma=0.01$
1906.0,44.79958375784137,$\gamma=0.01$
1926.0,45.279638072979864,$\gamma=0.01$
1946.0,45.89221466319748,$\gamma=0.01$
1966.0,46.81400996547918,$\gamma=0.01$
1986.0,47.73580526776088,$\gamma=0.01$
2006.0,48.45235063126282,$\gamma=0.01$
2026.0,48.689979362199935,$\gamma=0.01$
2046.0,48.92760809313707,$\gamma=0.01$
2066.0,49.12457430672062,$\gamma=0.01$
2086.0,48.548951915009575,$\gamma=0.01$
2106.0,47.97332952329853,$\gamma=0.01$
2126.0,47.817911410746866,$\gamma=0.01$
2146.0,48.642970172199355,$\gamma=0.01$
2166.0,49.468028933651844,$\gamma=0.01$
2186.0,49.14544065112877,$\gamma=0.01$
2206.0,47.88386824262876,$\gamma=0.01$
2226.0,46.622295834128735,$\gamma=0.01$
2246.0,47.00770109186592,$\gamma=0.01$
2266.0,47.80485088887181,$\gamma=0.01$
2286.0,48.615867939362246,$\gamma=0.01$
2306.0,49.69036307055618,$\gamma=0.01$
2326.0,50.764858201750116,$\gamma=0.01$
2346.0,51.55756005233718,$\gamma=0.01$
2366.0,51.69274409887537,$\gamma=0.01$
2386.0,51.82792814541357,$\gamma=0.01$
2406.0,51.38677032221859,$\gamma=0.01$
2426.0,50.47405996930101,$\gamma=0.01$
2446.0,49.56134961638344,$\gamma=0.01$
2466.0,50.13897787608297,$\gamma=0.01$
2486.0,51.089190899975655,$\gamma=0.01$
2506.0,52.01781628777691,$\gamma=0.01$
2526.0,52.53627617808887,$\gamma=0.01$
2546.0,53.05473606840082,$\gamma=0.01$
2566.0,53.4924362868538,$\gamma=0.01$
2586.0,52.3957011996165,$\gamma=0.01$
2606.0,51.298966112379176,$\gamma=0.01$
2626.0,50.69321068257807,$\gamma=0.01$
2646.0,51.23307471359191,$\gamma=0.01$
2666.0,51.772938744605746,$\gamma=0.01$
2686.0,52.38435583060795,$\gamma=0.01$
2706.0,53.05431633651608,$\gamma=0.01$
2726.0,53.7242768424242,$\gamma=0.01$
2746.0,53.82764907939087,$\gamma=0.01$
2766.0,53.46744900700199,$\gamma=0.01$
2786.0,53.10724893461312,$\gamma=0.01$
2806.0,53.24731702011116,$\gamma=0.01$
2826.0,53.51245218235382,$\gamma=0.01$
2846.0,53.78361792823316,$\gamma=0.01$
2866.0,54.169364878233964,$\gamma=0.01$
2886.0,54.55511182823476,$\gamma=0.01$
2906.0,54.90599768038372,$\gamma=0.01$
2926.0,54.594522008424526,$\gamma=0.01$
2946.0,54.28304633646533,$\gamma=0.01$
2966.0,53.97157066450614,$\gamma=0.01$
2986.0,53.907756487215885,$\gamma=0.01$
3006.0,54.4218192620356,$\gamma=0.01$
3026.0,54.93588203685532,$\gamma=0.01$
3046.0,55.41684652941248,$\gamma=0.01$
3066.0,55.82058167915426,$\gamma=0.01$
3086.0,56.22431682889603,$\gamma=0.01$
3106.0,56.49829711846358,$\gamma=0.01$
3126.0,56.46951599887803,$\gamma=0.01$
3146.0,56.44073487929248,$\gamma=0.01$
3166.0,56.696527034377354,$\gamma=0.01$
3186.0,57.61632364779895,$\gamma=0.01$
3206.0,58.536120261220546,$\gamma=0.01$
3226.0,58.923466246940194,$\gamma=0.01$
3246.0,58.06842715258609,$\gamma=0.01$
3266.0,57.213388058231985,$\gamma=0.01$
3286.0,56.73060184963514,$\gamma=0.01$
3306.0,57.11640590503194,$\gamma=0.01$
3326.0,57.50220996042874,$\gamma=0.01$
3346.0,57.88801401582555,$\gamma=0.01$
3366.0,58.27381807122235,$\gamma=0.01$
3386.0,58.621344416182794,$\gamma=0.01$
3406.0,58.241593532762316,$\gamma=0.01$
3426.0,57.861842649341845,$\gamma=0.01$
3446.0,57.53837479054628,$\gamma=0.01$
3466.0,58.284285473138496,$\gamma=0.01$
3486.0,59.03019615573072,$\gamma=0.01$
3506.0,59.72671019874867,$\gamma=0.01$
3526.0,59.48468714768834,$\gamma=0.01$
3546.0,59.24266409662802,$\gamma=0.01$
3566.0,59.18235453988662,$\gamma=0.01$
3586.0,59.54604323283132,$\gamma=0.01$
3606.0,59.909731925776036,$\gamma=0.01$
3626.0,60.1690890692684,$\gamma=0.01$
3646.0,60.34308401949014,$\gamma=0.01$
3666.0,60.51707896971189,$\gamma=0.01$
3686.0,59.56948247808806,$\gamma=0.01$
3706.0,58.34148804243785,$\gamma=0.01$
3726.0,57.236707206538014,$\gamma=0.01$
3746.0,58.47298711600831,$\gamma=0.01$
3766.0,59.70926702547862,$\gamma=0.01$
3786.0,60.651138555230055,$\gamma=0.01$
3806.0,60.906057042987804,$\gamma=0.01$
3826.0,60.788272913139174,$\gamma=0.01$
3846.0,60.365550219226385,$\gamma=0.01$
3866.0,60.1811291787552,$\gamma=0.01$
3886.0,60.19168225593656,$\gamma=0.01$
3906.0,60.195951461334516,$\gamma=0.01$
3926.0,60.08082698299232,$\gamma=0.01$
3946.0,59.778145558278325,$\gamma=0.01$
3966.0,59.32200842060428,$\gamma=0.01$
3986.0,58.86587128293023,$\gamma=0.01$
4006.0,60.412700599278544,$\gamma=0.01$
4026.0,62.256679714695196,$\gamma=0.01$
4046.0,60.232407637178056,$\gamma=0.01$
4066.0,59.69779821172626,$\gamma=0.01$
4086.0,60.382003918237324,$\gamma=0.01$
4106.0,61.06620962474839,$\gamma=0.01$
4126.0,59.769162290313595,$\gamma=0.01$
4146.0,60.78173440664164,$\gamma=0.01$
4166.0,61.7943065229697,$\gamma=0.01$
4186.0,61.7745959063258,$\gamma=0.01$
4206.0,60.91029016362028,$\gamma=0.01$
4226.0,60.04598442091478,$\gamma=0.01$
4246.0,60.57049843870287,$\gamma=0.01$
4266.0,61.442217500089505,$\gamma=0.01$
4286.0,62.17997365988958,$\gamma=0.01$
4306.0,60.372432134403034,$\gamma=0.01$
4326.0,58.56489060891648,$\gamma=0.01$
4346.0,57.814008474080694,$\gamma=0.01$
4366.0,59.528665477268426,$\gamma=0.01$
4386.0,61.24332248045615,$\gamma=0.01$
4406.0,61.7510913069908,$\gamma=0.01$
4426.0,61.27140598056494,$\gamma=0.01$
4446.0,60.79172065413907,$\gamma=0.01$
4466.0,60.65566443198003,$\gamma=0.01$
4486.0,60.60551551149005,$\gamma=0.01$
4506.0,60.584816334773336,$\gamma=0.01$
4526.0,61.12366285145839,$\gamma=0.01$
4546.0,61.662509368143446,$\gamma=0.01$
4566.0,62.173846684388764,$\gamma=0.01$
4586.0,62.16250866758234,$\gamma=0.01$
4606.0,62.1511706507759,$\gamma=0.01$
4626.0,62.06895662242336,$\gamma=0.01$
4646.0,61.82136519624508,$\gamma=0.01$
4666.0,61.57377377006681,$\gamma=0.01$
4686.0,61.376876732299735,$\gamma=0.01$
4706.0,62.143174041265056,$\gamma=0.01$
4726.0,62.909471350230376,$\gamma=0.01$
4746.0,63.63769367272181,$\gamma=0.01$
4766.0,63.64249052598608,$\gamma=0.01$
4786.0,63.64728737925033,$\gamma=0.01$
4806.0,63.74209062854873,$\gamma=0.01$
4826.0,64.0469088496139,$\gamma=0.01$
4846.0,64.35172707067906,$\gamma=0.01$
4866.0,64.182616230324,$\gamma=0.01$
4886.0,63.62574517410052,$\gamma=0.01$
4906.0,63.06887411787705,$\gamma=0.01$
4926.0,63.31647891387618,$\gamma=0.01$
4946.0,63.765202732869106,$\gamma=0.01$
4966.0,64.14722855121859,$\gamma=0.01$
4986.0,63.261991085178124,$\gamma=0.01$
5006.0,62.37675361913767,$\gamma=0.01$
5026.0,61.92140135276026,$\gamma=0.01$
5046.0,62.469114780024704,$\gamma=0.01$
5066.0,63.016828207289144,$\gamma=0.01$
5086.0,63.257303209614676,$\gamma=0.01$
5106.0,63.24640127037773,$\gamma=0.01$
5126.0,63.23549933114078,$\gamma=0.01$
5146.0,63.22669056411255,$\gamma=0.01$
5166.0,63.21840509029247,$\gamma=0.01$
5186.0,63.20606409894389,$\gamma=0.01$
5206.0,63.116668197200894,$\gamma=0.01$
5226.0,63.02727229545789,$\gamma=0.01$
5246.0,63.00184896298915,$\gamma=0.01$
5266.0,63.125694992720916,$\gamma=0.01$
5286.0,63.249541022452696,$\gamma=0.01$
5306.0,63.21748933461202,$\gamma=0.01$
5326.0,63.05788494418305,$\gamma=0.01$
5346.0,62.898280553754084,$\gamma=0.01$
5366.0,62.67762530723709,$\gamma=0.01$
5386.0,62.44170734214946,$\gamma=0.01$
5406.0,62.237601205417114,$\gamma=0.01$
5426.0,62.637920414197964,$\gamma=0.01$
5446.0,63.03823962297882,$\gamma=0.01$
5466.0,63.314407567462595,$\gamma=0.01$
5486.0,63.30088916280877,$\gamma=0.01$
5506.0,63.28737075815495,$\gamma=0.01$
5526.0,63.42975007107356,$\gamma=0.01$
5546.0,63.69968208658049,$\gamma=0.01$
5566.0,63.96961410208741,$\gamma=0.01$
5586.0,63.95243266296327,$\gamma=0.01$
5606.0,63.86347283878974,$\gamma=0.01$
5626.0,63.75863435526068,$\gamma=0.01$
5646.0,63.39172410148392,$\gamma=0.01$
5666.0,63.777652750472015,$\gamma=0.01$
5686.0,64.1635813994601,$\gamma=0.01$
5706.0,64.34043269099388,$\gamma=0.01$
5726.0,64.0294367043611,$\gamma=0.01$
5746.0,63.6445401100256,$\gamma=0.01$
5766.0,63.241168358258406,$\gamma=0.01$
5786.0,62.88242910316237,$\gamma=0.01$
5806.0,63.37170813611676,$\gamma=0.01$
5826.0,63.86098716907115,$\gamma=0.01$
5846.0,63.962244442378356,$\gamma=0.01$
5866.0,63.158117404260814,$\gamma=0.01$
5886.0,62.35399036614327,$\gamma=0.01$
5906.0,62.53441737515627,$\gamma=0.01$
5926.0,63.52038875974617,$\gamma=0.01$
5946.0,64.50636014433606,$\gamma=0.01$
5966.0,64.37492643149791,$\gamma=0.01$
5986.0,63.96414136104958,$\gamma=0.01$
6006.0,63.572565489217425,$\gamma=0.01$
6026.0,63.545964757479254,$\gamma=0.01$
6046.0,63.5193640257411,$\gamma=0.01$
6066.0,63.53842060827025,$\gamma=0.01$
6086.0,63.66401094827994,$\gamma=0.01$
6106.0,63.78960128828961,$\gamma=0.01$
6126.0,64.20755980940822,$\gamma=0.01$
6146.0,64.86472870661166,$\gamma=0.01$
6166.0,65.52189760381509,$\gamma=0.01$
6186.0,65.48029584533687,$\gamma=0.01$
6206.0,65.26400137087575,$\gamma=0.01$
6226.0,65.09825550646967,$\gamma=0.01$
6246.0,65.37391475655166,$\gamma=0.01$
6266.0,64.43852837002122,$\gamma=0.01$
6286.0,63.52274053670839,$\gamma=0.01$
6306.0,62.979325588343094,$\gamma=0.01$
6326.0,62.830492251163164,$\gamma=0.01$
6346.0,63.602349549139326,$\gamma=0.01$
6366.0,64.37420684711549,$\gamma=0.01$
6386.0,64.44980095414891,$\gamma=0.01$
6406.0,64.3233384005697,$\gamma=0.01$
6426.0,65.0546404845844,$\gamma=0.01$
6446.0,65.7859425685991,$\gamma=0.01$
6466.0,65.49863295025975,$\gamma=0.01$
6486.0,64.37791359670115,$\gamma=0.01$
6506.0,63.257194243142536,$\gamma=0.01$
6526.0,63.74821749030747,$\gamma=0.01$
6546.0,64.64217650773749,$\gamma=0.01$
6566.0,65.46335424823133,$\gamma=0.01$
6586.0,64.90168633874359,$\gamma=0.01$
6606.0,64.34001842925585,$\gamma=0.01$
6626.0,63.876206310805216,$\gamma=0.01$
6646.0,63.64072442328707,$\gamma=0.01$
6666.0,63.40524253576891,$\gamma=0.01$
6686.0,63.86050745841787,$\gamma=0.01$
6706.0,64.88092897099652,$\gamma=0.01$
6726.0,65.90135048357519,$\gamma=0.01$
6746.0,65.72203545851568,$\gamma=0.01$
6766.0,65.2427862096593,$\gamma=0.01$
6786.0,64.78071840065483,$\gamma=0.01$
6806.0,64.64509827654716,$\gamma=0.01$
6826.0,64.50947815243948,$\gamma=0.01$
6846.0,64.56900270965582,$\gamma=0.01$
6866.0,65.08386496001958,$\gamma=0.01$
6886.0,64.69803811614963,$\gamma=0.01$
6906.0,64.0870389316147,$\gamma=0.01$
6926.0,64.4560368105554,$\gamma=0.01$
6946.0,65.0700340283805,$\gamma=0.01$
6966.0,64.73847558711446,$\gamma=0.01$
6986.0,64.00489283177158,$\gamma=0.01$
0.0,0.0,$\gamma=0.1$
66.0,4.992944622734178,$\gamma=0.1$
86.0,5.149242091594608,$\gamma=0.1$
106.0,5.305539560455038,$\gamma=0.1$
126.0,5.449744970360737,$\gamma=0.1$
146.0,5.364201087148124,$\gamma=0.1$
166.0,5.278657203935511,$\gamma=0.1$
186.0,5.262644801163422,$\gamma=0.1$
206.0,6.567731521417791,$\gamma=0.1$
226.0,7.872818241672159,$\gamma=0.1$
246.0,9.177904961926528,$\gamma=0.1$
266.0,9.788938454828672,$\gamma=0.1$
286.0,9.832110134207001,$\gamma=0.1$
306.0,9.875281813585332,$\gamma=0.1$
326.0,10.002878104925049,$\gamma=0.1$
346.0,10.199549088759651,$\gamma=0.1$
366.0,10.396220072594256,$\gamma=0.1$
386.0,10.956620426295848,$\gamma=0.1$
406.0,11.814617580162912,$\gamma=0.1$
426.0,12.672614734029978,$\gamma=0.1$
446.0,13.53061188789704,$\gamma=0.1$
466.0,14.123467889446339,$\gamma=0.1$
486.0,14.650038588100278,$\gamma=0.1$
506.0,15.17660928675422,$\gamma=0.1$
526.0,15.703179985408159,$\gamma=0.1$
546.0,16.2297506840621,$\gamma=0.1$
566.0,16.75632138271604,$\gamma=0.1$
586.0,17.28289208136998,$\gamma=0.1$
606.0,17.808097869930233,$\gamma=0.1$
626.0,18.307370347185152,$\gamma=0.1$
646.0,18.806642824440075,$\gamma=0.1$
666.0,19.33281763450999,$\gamma=0.1$
686.0,20.37013715290592,$\gamma=0.1$
706.0,21.40745667130185,$\gamma=0.1$
726.0,22.437261124958972,$\gamma=0.1$
746.0,23.3242792410748,$\gamma=0.1$
766.0,24.21129735719063,$\gamma=0.1$
786.0,25.061312501012985,$\gamma=0.1$
806.0,25.20827064192709,$\gamma=0.1$
826.0,25.355228782841195,$\gamma=0.1$
846.0,25.557644608045244,$\gamma=0.1$
866.0,25.8894617186294,$\gamma=0.1$
886.0,26.221278829213546,$\gamma=0.1$
906.0,26.5530959397977,$\gamma=0.1$
926.0,26.884913050381854,$\gamma=0.1$
946.0,27.21673016096601,$\gamma=0.1$
966.0,27.882049342057513,$\gamma=0.1$
986.0,28.820233892992096,$\gamma=0.1$
1006.0,29.758418443926683,$\gamma=0.1$
1026.0,29.77035067664945,$\gamma=0.1$
1046.0,29.024439994057232,$\gamma=0.1$
1066.0,28.27852931146501,$\gamma=0.1$
1086.0,28.84735607556321,$\gamma=0.1$
1106.0,30.491877269659877,$\gamma=0.1$
1126.0,32.13639846375655,$\gamma=0.1$
1146.0,32.808277774214694,$\gamma=0.1$
1166.0,32.684359064888014,$\gamma=0.1$
1186.0,32.56044035556134,$\gamma=0.1$
1206.0,32.71849665228373,$\gamma=0.1$
1226.0,33.10725980547342,$\gamma=0.1$
1246.0,33.496022958663104,$\gamma=0.1$
1266.0,33.88478611185279,$\gamma=0.1$
1286.0,34.27354926504248,$\gamma=0.1$
1306.0,34.67067601663467,$\gamma=0.1$
1326.0,35.226711257516655,$\gamma=0.1$
1346.0,35.78274649839864,$\gamma=0.1$
1366.0,36.33878173928062,$\gamma=0.1$
1386.0,36.8948169801626,$\gamma=0.1$
1406.0,37.450852221044585,$\gamma=0.1$
1426.0,37.98524167705388,$\gamma=0.1$
1446.0,38.10836091083652,$\gamma=0.1$
1466.0,38.23148014461915,$\gamma=0.1$
1486.0,38.37226777528771,$\gamma=0.1$
1506.0,38.84875519953741,$\gamma=0.1$
1526.0,39.3252426237871,$\gamma=0.1$
1546.0,39.792143616324516,$\gamma=0.1$
1566.0,40.07690226919369,$\gamma=0.1$
1586.0,40.36166092206286,$\gamma=0.1$
1606.0,40.63883182612765,$\gamma=0.1$
1626.0,40.89829797996709,$\gamma=0.1$
1646.0,41.15776413380654,$\gamma=0.1$
1666.0,41.965030894804556,$\gamma=0.1$
1686.0,43.22049821733189,$\gamma=0.1$
1706.0,44.47596553985922,$\gamma=0.1$
1726.0,42.427011619628715,$\gamma=0.1$
1746.0,39.55195220405987,$\gamma=0.1$
1766.0,37.008791189228454,$\gamma=0.1$
1786.0,40.77170453625459,$\gamma=0.1$
1806.0,44.534617883280724,$\gamma=0.1$
1826.0,47.37509645755278,$\gamma=0.1$
1846.0,48.063226862189154,$\gamma=0.1$
1866.0,48.751357266825536,$\gamma=0.1$
1886.0,48.706168776371165,$\gamma=0.1$
1906.0,48.06099201232838,$\gamma=0.1$
1926.0,47.41581524828558,$\gamma=0.1$
1946.0,47.7284500975036,$\gamma=0.1$
1966.0,48.824749107171435,$\gamma=0.1$
1986.0,49.92104811683928,$\gamma=0.1$
2006.0,49.63727796815485,$\gamma=0.1$
2026.0,49.00849045276494,$\gamma=0.1$
2046.0,48.37970293737504,$\gamma=0.1$
2066.0,48.58514966546528,$\gamma=0.1$
2086.0,48.99915500104207,$\gamma=0.1$
2106.0,49.41316033661885,$\gamma=0.1$
2126.0,50.21066176611318,$\gamma=0.1$
2146.0,51.3219327723331,$\gamma=0.1$
2166.0,52.433203778553015,$\gamma=0.1$
2186.0,52.71693770294311,$\gamma=0.1$
2206.0,52.3235957352739,$\gamma=0.1$
2226.0,51.9302537676047,$\gamma=0.1$
2246.0,51.57033712172829,$\gamma=0.1$
2266.0,51.84550206806895,$\gamma=0.1$
2286.0,52.120667014409605,$\gamma=0.1$
2306.0,52.29169664957279,$\gamma=0.1$
2326.0,52.21974385060892,$\gamma=0.1$
2346.0,52.147791051645044,$\gamma=0.1$
2366.0,52.63707004810628,$\gamma=0.1$
2386.0,53.58553876172106,$\gamma=0.1$
2406.0,54.53400747533584,$\gamma=0.1$
2426.0,51.34985646326358,$\gamma=0.1$
2446.0,47.132550288841266,$\gamma=0.1$
2466.0,43.30010409808814,$\gamma=0.1$
2486.0,46.78000310252305,$\gamma=0.1$
2506.0,50.25990210695795,$\gamma=0.1$
2526.0,52.955777342691256,$\gamma=0.1$
2546.0,53.822263473244156,$\gamma=0.1$
2566.0,54.68874960379706,$\gamma=0.1$
2586.0,55.54444281520718,$\gamma=0.1$
2606.0,56.391305455133555,$\gamma=0.1$
2626.0,57.23816809505995,$\gamma=0.1$
2646.0,57.3998656884517,$\gamma=0.1$
2666.0,57.39027198192318,$\gamma=0.1$
2686.0,57.35815488504114,$\gamma=0.1$
2706.0,56.89809304924178,$\gamma=0.1$
2726.0,56.43803121344243,$\gamma=0.1$
2746.0,55.96017741492933,$\gamma=0.1$
2766.0,55.44080902968097,$\gamma=0.1$
2786.0,54.92144064443261,$\gamma=0.1$
2806.0,54.90588941465659,$\gamma=0.1$
2826.0,55.302552280739526,$\gamma=0.1$
2846.0,55.699215146822446,$\gamma=0.1$
2866.0,55.99951159042419,$\gamma=0.1$
2886.0,56.0749530099439,$\gamma=0.1$
2906.0,56.1503944294636,$\gamma=0.1$
2926.0,56.29922769915427,$\gamma=0.1$
2946.0,56.50810885493427,$\gamma=0.1$
2966.0,56.716990010714255,$\gamma=0.1$
2986.0,57.33470840552245,$\gamma=0.1$
3006.0,58.05463613293327,$\gamma=0.1$
3026.0,58.77456386034409,$\gamma=0.1$
3046.0,58.7669688751985,$\gamma=0.1$
3066.0,58.57749317126027,$\gamma=0.1$
3086.0,58.388017467322065,$\gamma=0.1$
3106.0,58.25069663836192,$\gamma=0.1$
3126.0,58.12641453106067,$\gamma=0.1$
3146.0,58.04497701431577,$\gamma=0.1$
3166.0,58.7775873310389,$\gamma=0.1$
3186.0,59.51019764776204,$\gamma=0.1$
3206.0,59.94686563445942,$\gamma=0.1$
3226.0,59.693001400166345,$\gamma=0.1$
3246.0,59.43913716587327,$\gamma=0.1$
3266.0,59.197595468547014,$\gamma=0.1$
3286.0,59.19018214986589,$\gamma=0.1$
3306.0,59.18276883118476,$\gamma=0.1$
3326.0,59.37425046823244,$\gamma=0.1$
3346.0,60.02982041434779,$\gamma=0.1$
3366.0,60.68539036046313,$\gamma=0.1$
3386.0,61.06932762093176,$\gamma=0.1$
3406.0,60.81945517362083,$\gamma=0.1$
3426.0,60.56958272630991,$\gamma=0.1$
3446.0,60.08850196669564,$\gamma=0.1$
3466.0,59.418250742407864,$\gamma=0.1$
3486.0,58.74799951812009,$\gamma=0.1$
3506.0,58.757331547727155,$\gamma=0.1$
3526.0,58.936559428782644,$\gamma=0.1$
3546.0,59.09989229379966,$\gamma=0.1$
3566.0,58.96121962670564,$\gamma=0.1$
3586.0,58.82254695961162,$\gamma=0.1$
3606.0,58.68910722272752,$\gamma=0.1$
3626.0,58.56787765841261,$\gamma=0.1$
3646.0,58.44664809409772,$\gamma=0.1$
3666.0,58.97419289158835,$\gamma=0.1$
3686.0,60.0325531527116,$\gamma=0.1$
3706.0,61.09091341383485,$\gamma=0.1$
3726.0,60.5497412216173,$\gamma=0.1$
3746.0,59.60868582668365,$\gamma=0.1$
3766.0,58.734829937141676,$\gamma=0.1$
3786.0,59.1377656113394,$\gamma=0.1$
3806.0,59.540701285537125,$\gamma=0.1$
3826.0,59.9266299365526,$\gamma=0.1$
3846.0,60.27287552671818,$\gamma=0.1$
3866.0,60.619121116883754,$\gamma=0.1$
3886.0,61.01573366304902,$\gamma=0.1$
3906.0,61.45355554280499,$\gamma=0.1$
3926.0,61.891377422560964,$\gamma=0.1$
3946.0,61.652755806781975,$\gamma=0.1$
3966.0,61.24502327931999,$\gamma=0.1$
3986.0,60.888006536913494,$\gamma=0.1$
4006.0,61.494590436057486,$\gamma=0.1$
4026.0,62.101174335201456,$\gamma=0.1$
4046.0,62.39901535196003,$\gamma=0.1$
4066.0,61.97645618713579,$\gamma=0.1$
4086.0,61.553897022311546,$\gamma=0.1$
4106.0,61.53667193196101,$\gamma=0.1$
4126.0,61.85108385955469,$\gamma=0.1$
4146.0,62.16549578714837,$\gamma=0.1$
4166.0,61.598333339694655,$\gamma=0.1$
4186.0,60.81077724921728,$\gamma=0.1$
4206.0,60.061923015349336,$\gamma=0.1$
4226.0,60.04840461069553,$\gamma=0.1$
4246.0,60.034886206041705,$\gamma=0.1$
4266.0,60.212369754050066,$\gamma=0.1$
4286.0,60.83552460083421,$\gamma=0.1$
4306.0,61.45867944761836,$\gamma=0.1$
4326.0,61.747973328918825,$\gamma=0.1$
4346.0,61.76410819898952,$\gamma=0.1$
4366.0,61.780243069060205,$\gamma=0.1$
4386.0,61.85847538224859,$\gamma=0.1$
4406.0,61.952232059686374,$\gamma=0.1$
4426.0,62.06443480511942,$\gamma=0.1$
4446.0,62.527113106335634,$\gamma=0.1$
4466.0,62.989791407551856,$\gamma=0.1$
4486.0,63.07046580344371,$\gamma=0.1$
4506.0,62.25979760178401,$\gamma=0.1$
4526.0,61.44912940012429,$\gamma=0.1$
4546.0,61.575286580058865,$\gamma=0.1$
4566.0,62.46793736478045,$\gamma=0.1$
4586.0,63.36058814950203,$\gamma=0.1$
4606.0,63.21188574486213,$\gamma=0.1$
4626.0,62.80284498469171,$\gamma=0.1$
4646.0,62.44979654439342,$\gamma=0.1$
4666.0,63.16060298264266,$\gamma=0.1$
4686.0,63.87140942089189,$\gamma=0.1$
4706.0,64.22572248859014,$\gamma=0.1$
4726.0,63.74821755001167,$\gamma=0.1$
4746.0,63.27071261143319,$\gamma=0.1$
4766.0,63.00426920275819,$\gamma=0.1$
4786.0,62.91051252532041,$\gamma=0.1$
