round,accuracy,elapsed_time
1,0.01,115.00000047683716
2,0.01,350.00000047683716
3,0.01,405.00000047683716
4,0.0241,470.00000047683716
5,0.1019,625.0000004768372
6,0.0513,790.0000004768372
7,0.1501,975.0000004768372
8,0.1842,1045.0000004768372
9,0.2158,1155.0000004768372
10,0.2203,1325.0000004768372
11,0.2507,1395.0000004768372
12,0.2625,1505.0000004768372
13,0.2813,1675.0000004768372
14,0.2954,1745.0000004768372
15,0.3091,1825.0000004768372
16,0.311,1900.0000004768372
17,0.3268,2095.000000476837
18,0.3432,2250.000000476837
19,0.3464,2320.000000476837
20,0.3645,2435.000000476837
21,0.3604,2515.000000476837
22,0.3703,2670.000000476837
23,0.3731,2785.000000476837
24,0.3866,2865.000000476837
25,0.396,3020.000000476837
26,0.3975,3135.000000476837
27,0.3941,3215.000000476837
28,0.4091,3370.000000476837
29,0.407,3425.000000476837
30,0.4099,3485.000000476837
31,0.4039,3740.000000476837
32,0.4088,3835.000000476837
33,0.418,3895.000000476837
34,0.4192,4090.000000476837
35,0.4199,4185.000000476837
36,0.4194,4260.000000476837
37,0.4208,4440.000000476837
38,0.4283,4600.000000476837
39,0.4339,4710.000000476837
40,0.4294,4790.000000476837
41,0.4323,4950.000000476837
42,0.4337,5105.000000476837
43,0.4278,5235.000000476837
44,0.4438,5310.000000476837
45,0.4431,5455.000000476837
46,0.4346,5585.000000476837
47,0.4428,5655.000000476837
48,0.4468,5805.000000476837
49,0.448,6005.000000476837
50,0.4418,6065.000000476837
51,0.4491,6155.000000476837
52,0.4447,6355.000000476837
53,0.4483,6415.000000476837
54,0.4626,6505.000000476837
55,0.4569,6640.000000476837
56,0.4574,6725.000000476837
57,0.4593,6855.000000476837
58,0.4609,6915.000000476837
59,0.459,7065.000000476837
60,0.457,7205.000000476837
61,0.4679,7295.000000476837
62,0.4628,7555.000000476837
63,0.4598,7645.000000476837
64,0.4563,7905.000000476837
