round,elapsed_time,accuracy,round_time
1,209.45068502426147,0.05388297872340426,209.450684482246
2,322.1843159198761,0.06361702127659574,112.73363094023833
3,672.1843159198761,0.10340425531914893,350.0
4,908.0391473770142,0.2225,235.8548313914265
5,1258.0391473770142,0.3247340425531915,350.0
6,1324.8621454238892,0.4320212765957447,66.82299816199159
7,1536.6399366855621,0.48936170212765956,211.77779119989435
8,1772.3598008155823,0.5153723404255319,235.71986404341004
9,1959.5670449733734,0.5514893617021277,187.20724416501642
10,2309.5670449733734,0.5523404255319149,350.0
11,2428.0662672519684,0.5938297872340426,118.49922217195443
12,2778.0662672519684,0.6206382978723404,350.0
13,2904.8812205791473,0.6262234042553192,126.8149533000753
14,3140.7360520362854,0.6256382978723404,235.8548313914265
15,3490.7360520362854,0.6641489361702128,350.0
16,3561.2411670684814,0.6668617021276596,70.50511496518811
17,3763.7789187431335,0.686595744680851,202.537751584468
18,3999.6337502002716,0.686968085106383,235.8548313914265
19,4115.492650270462,0.6938829787234042,115.85890003012649
20,4255.819610834122,0.696063829787234,140.32696065609778
21,4396.9184057712555,0.6843617021276596,141.0987948830406
22,4560.65372300148,0.6952659574468085,163.73531731823215
23,4657.414583683014,0.7048936170212766,96.76086063094415
24,4802.768067359924,0.7163297872340425,145.3534835994672
25,5012.218751907349,0.6967553191489362,209.450684482246
26,5341.591598749161,0.7195212765957447,329.37284688126255
27,5691.591598749161,0.7216489361702128,350.0
28,5927.311462879181,0.7145212765957447,235.71986404341004
29,6129.849214553833,0.7344148936170213,202.537751584468
30,6479.849214553833,0.7352659574468086,350.0
31,6829.849214553833,0.7302127659574468,350.0
32,7032.386966228485,0.7336170212765958,202.537751584468
33,7167.631131649017,0.7394148936170213,135.2441653207223
34,7249.272403478622,0.7438297872340426,81.64127182629446
35,7368.451386451721,0.738031914893617,119.17898297790778
36,7604.171250581741,0.7447340425531915,235.71986404341004
37,7815.949041843414,0.7480851063829788,211.77779119989435
38,7893.592254400253,0.7497340425531915,77.64321261855713
39,8096.130006074905,0.7449468085106383,202.537751584468
40,8298.667757749557,0.748031914893617,202.537751584468
41,8510.44554901123,0.7426063829787234,211.77779119989435
42,8610.147452831268,0.7577659574468085,99.70190383622487
43,8717.80920958519,0.755,107.66175686513087
44,8829.305619239807,0.7572872340425532,111.49640961356394
45,8973.919101715088,0.7551063829787235,144.61348246213947
46,9078.165265321732,0.7565425531914893,104.24616349870709
47,9275.959863185883,0.7573404255319149,197.79459791770194
48,9625.959863185883,0.7503191489361702,350.0
49,9823.754461050034,0.7684042553191489,197.79459791770194
50,10173.754461050034,0.765,350.0
51,10385.532252311707,0.7706914893617022,211.77779119989435
52,10594.98293685913,0.7604787234042554,209.450684482246
53,10776.083756685257,0.7686702127659575,181.10081989259464
54,10900.283373355865,0.7510638297872341,124.19961666879001
55,10997.0442340374,0.7672872340425532,96.76086063094415
56,11347.0442340374,0.7623936170212766,350.0
57,11487.371194601059,0.7682446808510638,140.32696065609778
58,11837.371194601059,0.7441489361702127,350.0
59,11978.469989538193,0.7563829787234042,141.0987948830406
60,12176.264587402344,0.7669148936170213,197.79459791770194
61,12303.079540729523,0.7825,126.8149533000753
62,12653.079540729523,0.7627127659574469,350.0
63,12759.505943775177,0.7561702127659574,106.42640312978205
64,12900.60473871231,0.7728191489361702,141.0987948830406
65,13250.60473871231,0.7681914893617021,350.0
66,13462.382529973984,0.7670212765957447,211.77779119989435
67,13575.116160869598,0.7690957446808511,112.73363094023833
68,13777.65391254425,0.7680851063829788,202.537751584468
69,13881.667897462845,0.7588829787234043,104.01398483873211
70,14117.387761592865,0.7705851063829787,235.71986404341004
71,14467.387761592865,0.7702127659574468,350.0
72,14817.387761592865,0.7663829787234042,350.0
73,14952.631927013397,0.7734042553191489,135.2441653207223
74,15030.06817817688,0.7738829787234043,77.4362510791963
75,15380.06817817688,0.7774468085106383,350.0
76,15589.518862724304,0.7733510638297872,209.450684482246
77,15666.955113887787,0.7825,77.4362510791963
78,15802.19927930832,0.7826595744680851,135.2441653207223
79,15908.625682353973,0.7767021276595745,106.42640312978205
80,16258.625682353973,0.7787765957446808,350.0
81,16468.076366901398,0.7771808510638298,209.450684482246
82,16711.0206823349,0.7799468085106382,242.9443154653758
83,16808.87594127655,0.7820212765957447,97.85525889943824
84,17011.413692951202,0.7736702127659575,202.537751584468
85,17247.133557081223,0.7769148936170213,235.71986404341004
86,17597.133557081223,0.778936170212766,350.0
87,17947.133557081223,0.7905319148936171,350.0
88,18297.133557081223,0.7784042553191489,350.0
89,18440.20415663719,0.7920744680851064,143.0705996004007
90,18769.577003479004,0.7774468085106383,329.37284688126255
91,18956.784247636795,0.7792553191489362,187.20724416501642
92,19054.868155241013,0.7838297872340425,98.08390748647756
93,19167.601786136627,0.7836702127659575,112.73363094023833
94,19410.54610157013,0.7801063829787234,242.9443154653758
95,19760.54610157013,0.7822872340425532,350.0
96,20096.53330373764,0.7796276595744681,335.98720212442464
97,20189.557685375214,0.7868085106382978,93.02438172321882
98,20308.05690765381,0.7784042553191489,118.49922217195443
99,20405.0546374321,0.786063829787234,96.99772981001709
100,20519.028317689896,0.7738297872340425,113.97368029645322
