round,accuracy,elapsed_time,round_time
1,0.021808510638297873,56.94340634346008,56.943405283751574
2,0.02898936170212766,107.66175770759583,107.66175686513087
3,0.07021276595744681,169.1535108089447,99.70190383622487
4,0.0873404255319149,219.29639744758606,187.20724416501642
5,0.1652659574468085,269.35997557640076,163.73531731823215
6,0.24851063829787234,319.4549837112427,209.450684482246
7,0.31186170212765957,375.46991753578186,70.95522076060432
8,0.33409574468085107,427.5482020378113,187.20724416501642
9,0.39218085106382977,480.3086245059967,242.9443154653758
10,0.42388297872340425,532.9879169464111,209.450684482246
11,0.48579787234042554,589.3442487716675,113.97368029645322
12,0.44090425531914895,644.0439417362213,187.20724416501642
13,0.48606382978723406,703.3179290294647,335.98720212442464
14,0.5081914893617021,770.8588950634003,242.9443154653758
15,0.5298404255319149,831.2511858940125,350.0
16,0.5504787234042553,884.3431460857391,144.61348246213947
17,0.5545212765957447,958.1461503505707,235.8548313914265
18,0.5440425531914893,1011.4473419189453,260.13842185392105
19,0.5788297872340425,1067.8036737442017,335.98720212442464
20,0.601063829787234,1121.440857887268,82.48358429848568
21,0.5659042553191489,1181.2511858940125,350.0
22,0.6130851063829788,1234.8320014476776,235.8548313914265
23,0.6302127659574468,1288.9373786449432,260.13842185392105
24,0.6328723404255319,1346.030886888504,242.9443154653758
25,0.6163297872340425,1403.7908759117126,335.98720212442464
26,0.6425,1470.2305035591125,124.19961666879001
27,0.6566489361702128,1526.063345193863,235.8548313914265
28,0.6199468085106383,1578.7034735679626,350.0
29,0.665904255319149,1630.985990524292,242.9443154653758
30,0.6782446808510638,1682.8079431056976,145.3534835994672
31,0.6846808510638298,1739.6522767543793,80.72141690395256
32,0.671968085106383,1794.0310287475586,335.98720212442464
33,0.6677127659574468,1846.0310735702515,260.13842185392105
34,0.6814361702127659,1898.9242703914642,242.9443154653758
35,0.6375,1951.0400002002716,350.0
36,0.6618085106382978,2002.9887297153473,350.0
37,0.6608510638297872,2058.3913490772247,118.49922217195443
38,0.6943085106382979,2114.9882798194885,260.13842185392105
39,0.7035638297872341,2172.6244497299194,335.98720212442464
40,0.6641489361702128,2224.3118538856506,124.19961666879001
41,0.7076063829787234,2287.9496960639954,100.1226617022252
42,0.690531914893617,2346.899273633957,350.0
43,0.6723936170212766,2401.4620809555054,350.0
44,0.6759042553191489,2455.55442404747,242.9443154653758
45,0.6896808510638298,2509.330160856247,335.98720212442464
46,0.7111170212765957,2561.106817960739,84.34603007483662
47,0.7114893617021276,2612.756050825119,70.92086404835678
48,0.7114893617021276,2666.101536989212,84.34603007483662
49,0.7021808510638298,2718.1217937469482,350.0
50,0.7087765957446809,2768.1238045692444,350.0
51,0.7109574468085106,2818.479043483734,90.87953774468613
52,0.7081382978723404,2872.038470029831,335.98720212442464
53,0.7120744680851064,2923.8404467105865,90.87953774468613
54,0.7279255319148936,2977.9299037456512,242.9443154653758
55,0.6993617021276596,3029.929948568344,143.98884617438733
56,0.7013297872340426,3094.784269809723,350.0
57,0.7234574468085107,3151.8859238624573,350.0
58,0.7077127659574468,3209.156219959259,335.98720212442464
59,0.7326595744680852,3262.193825483322,242.9443154653758
60,0.7222872340425532,3313.7183969020844,350.0
61,0.7279255319148936,3370.680525302887,84.98773015077226
62,0.7215957446808511,3425.5574531555176,104.01398483873211
63,0.7386702127659575,3489.1952953338623,350.0
64,0.7263297872340425,3540.304873228073,350.0
65,0.7239893617021277,3592.0815303325653,335.98720212442464
66,0.7317021276595744,3648.4378621578217,57.07027618361415
67,0.7288829787234042,3701.0734555721283,350.0
68,0.721436170212766,3757.8017206192017,350.0
69,0.744095744680851,3816.6947662830353,168.25690413345262
70,0.7161702127659575,3873.0510981082916,350.0
71,0.7390425531914894,3926.537344455719,350.0
72,0.728563829787234,3979.1729378700256,335.98720212442464
73,0.7212765957446808,4033.2783150672913,168.25690413345262
74,0.7285106382978723,4104.8540852069855,350.0
75,0.7439361702127659,4169.708406448364,350.0
76,0.7349468085106383,4236.470124959946,350.0
77,0.7365425531914893,4306.743211269379,350.0
78,0.7428191489361702,4364.042771816254,335.98720212442464
79,0.74,4426.3752818107605,112.73363094023833
80,0.7279255319148936,4483.234572172165,350.0
81,0.7374468085106383,4553.313907146454,350.0
82,0.7404255319148936,4605.044453859329,350.0
83,0.7370212765957447,4656.743211269379,350.0
84,0.739095744680851,4709.9400362968445,335.98720212442464
85,0.7469148936170212,4769.476842164993,112.73363094023833
86,0.738031914893617,4833.234572172165,350.0
87,0.7388829787234042,4903.313907146454,350.0
88,0.7104255319148937,4955.044453859329,350.0
89,0.744095744680851,5009.133910894394,350.0
90,0.7460638297872341,5064.975587844849,335.98720212442464
91,0.735531914893617,5144.434092998505,81.89476809324553
92,0.7606382978723404,5205.661384820938,350.0
93,0.7362765957446809,5262.93168091774,350.0
94,0.7513829787234042,5314.207515716553,329.37284688126255
95,0.7165957446808511,5369.5144374370575,350.0
96,0.739468085106383,5421.896483421326,335.98720212442464
97,0.7458510638297873,5474.988443613052,61.49079215506183
98,0.7414893617021276,5529.093820810318,118.49922217195443
99,0.7507446808510638,5590.958193540573,350.0
100,0.7404787234042554,5642.64596414566,350.0
