Elapsed time (s),Accuracy (%),Method
91.0,10.001090908310632,Polaris
111.0,10.022909090128811,Polaris
131.0,10.044727271946995,Polaris
151.0,10.066545453765176,Polaris
171.0,10.088363635583358,Polaris
191.0,10.11018181740154,Polaris
211.0,10.526266640249888,Polaris
231.0,11.264933306916555,Polaris
251.0,12.003599973583222,Polaris
271.0,12.742266640249888,Polaris
291.0,13.480933306916555,Polaris
311.0,14.219599973583222,Polaris
331.0,14.958266640249887,Polaris
351.0,15.565666734139125,Polaris
371.0,13.679000067472455,Polaris
391.0,11.792333400805788,Polaris
411.0,10.24171411282677,Polaris
431.0,15.075999827112485,Polaris
451.0,19.9102855413982,Polaris
471.0,24.744571255683912,Polaris
491.0,28.166142776114604,Polaris
511.0,30.431857061828886,Polaris
531.0,32.69757134754317,Polaris
551.0,34.911499956011774,Polaris
571.0,36.14149995601177,Polaris
591.0,37.371499956011775,Polaris
611.0,38.60149995601177,Polaris
631.0,39.859571364504944,Polaris
651.0,41.65099993593352,Polaris
671.0,43.44242850736209,Polaris
691.0,45.23385707879066,Polaris
711.0,46.80816661671797,Polaris
731.0,48.20483328338464,Polaris
751.0,49.601499950051306,Polaris
771.0,50.08400000949339,Polaris
791.0,49.81854546403885,Polaris
811.0,49.5530909185843,Polaris
831.0,50.71890903641961,Polaris
851.0,52.242545400055974,Polaris
871.0,53.71545452724804,Polaris
891.0,54.22454543633894,Polaris
911.0,54.73363634542985,Polaris
931.0,55.37690905670686,Polaris
951.0,56.333272693070505,Polaris
971.0,57.289636329434146,Polaris
991.0,57.8486153762524,Polaris
1011.0,58.08246153009855,Polaris
1031.0,58.3163076839447,Polaris
1051.0,58.649999979734424,Polaris
1071.0,59.216666646401094,Polaris
1091.0,59.78333331306776,Polaris
1111.0,60.29299998652935,Polaris
1131.0,60.66966665319602,Polaris
1151.0,61.04633331986269,Polaris
1171.0,61.432999985337254,Polaris
1191.0,61.84299998533726,Polaris
1211.0,62.252999985337254,Polaris
1231.0,62.52472727454792,Polaris
1251.0,62.473818183638826,Polaris
1271.0,62.42290909272974,Polaris
1291.0,62.815999972950344,Polaris
1311.0,63.572363609313975,Polaris
1331.0,64.32872724567761,Polaris
1351.0,64.39466667048136,Polaris
1371.0,64.28800000381469,Polaris
1391.0,64.18133333714803,Polaris
1411.0,64.27636363116177,Polaris
1431.0,64.42181817661631,Polaris
1451.0,64.56545454155315,Polaris
1471.0,64.67454545064406,Polaris
1491.0,64.78363635973497,Polaris
1511.0,64.94181817206469,Polaris
1531.0,65.21454544479197,Polaris
1551.0,65.48727271751925,Polaris
1571.0,65.70166666070621,Polaris
1591.0,65.86833332737288,Polaris
1611.0,66.03499999403954,Polaris
1631.0,66.23799999167703,Polaris
1651.0,66.47072726440429,Polaris
