round,accuracy,elapsed_time
1,0.01,115.00000023841858
2,0.01,350.0000002384186
3,0.01,405.0000002384186
4,0.0209,470.0000002384186
5,0.0799,625.0000002384186
6,0.0374,790.0000002384186
7,0.1504,975.0000002384186
8,0.1722,1045.0000002384186
9,0.1944,1155.0000002384186
10,0.2192,1325.0000002384186
11,0.2335,1395.0000002384186
12,0.2516,1505.0000002384186
13,0.2651,1675.0000002384186
14,0.2696,1745.0000002384186
15,0.2853,1825.0000002384186
16,0.2853,1900.0000002384186
17,0.3027,2095.0000002384186
18,0.3195,2250.0000002384186
19,0.32,2320.0000002384186
20,0.3316,2435.0000002384186
21,0.3416,2515.0000002384186
22,0.3376,2670.0000002384186
23,0.3435,2785.0000002384186
24,0.3584,2865.0000002384186
25,0.3681,3020.0000002384186
26,0.3694,3135.0000002384186
27,0.3744,3215.0000002384186
28,0.3784,3370.0000002384186
29,0.379,3425.0000002384186
30,0.3902,3485.0000002384186
31,0.385,3740.0000002384186
32,0.3929,3835.0000002384186
33,0.3974,3895.0000002384186
34,0.3924,4090.0000002384186
35,0.3977,4185.000000238419
36,0.4088,4260.000000238419
37,0.406,4440.000000238419
38,0.4006,4600.000000238419
39,0.4159,4710.000000238419
40,0.4125,4790.000000238419
41,0.4234,4950.000000238419
42,0.4177,5105.000000238419
43,0.415,5235.000000238419
44,0.4145,5310.000000238419
45,0.427,5455.000000238419
46,0.4246,5585.000000238419
47,0.4211,5655.000000238419
48,0.4209,5805.000000238419
49,0.4281,6005.000000238419
50,0.429,6065.000000238419
51,0.4287,6155.000000238419
52,0.4294,6355.000000238419
53,0.4311,6415.000000238419
54,0.4433,6505.000000238419
55,0.4316,6640.000000238419
56,0.4446,6725.000000238419
57,0.4343,6855.000000238419
58,0.4395,6915.000000238419
59,0.4461,7065.000000238419
60,0.4383,7205.000000238419
61,0.4385,7295.000000238419
62,0.4457,7555.000000238419
63,0.4498,7645.000000238419
64,0.4482,7905.000000238419
65,0.4485,7995.000000238419
66,0.4471,8115.000000238419
67,0.4474,8255.000000238419
68,0.4482,8400.000000238419
69,0.4408,8495.000000238419
70,0.451,8605.000000238419
71,0.4503,8750.000000238419
72,0.448,8845.000000238419
73,0.4479,8995.000000238419
74,0.4564,9100.000000238419
75,0.4542,9195.000000238419
76,0.4516,9375.000000238419
77,0.4548,9450.000000238419
78,0.4555,9545.000000238419
79,0.4524,9615.000000238419
80,0.4611,9800.000000238419
81,0.4499,9900.000000238419
82,0.4573,9965.000000238419
83,0.462,10095.000000238419
84,0.4662,10155.000000238419
85,0.4651,10250.000000238419
86,0.4636,10330.000000238419
87,0.4641,10600.000000238419
88,0.4619,10680.000000238419
89,0.4621,10745.000000238419
90,0.4667,10950.000000238419
91,0.4585,11030.000000238419
92,0.4665,11095.000000238419
93,0.4707,11300.000000238419
94,0.4662,11380.000000238419
95,0.4684,11445.000000238419
96,0.4689,11565.000000238419
97,0.4698,11715.000000238419
98,0.4681,11795.000000238419
99,0.4747,11915.000000238419
100,0.4712,11975.000000238419
101,0.4753,12130.000000238419
102,0.4704,12265.000000238419
103,0.4708,12335.000000238419
104,0.4701,12480.000000238419
105,0.4709,12615.000000238419
106,0.4718,12830.000000238419
107,0.4747,12965.000000238419
108,0.4741,13180.000000238419
109,0.4764,13255.000000238419
110,0.4738,13315.000000238419
111,0.472,13385.000000238419
112,0.4799,13530.000000238419
113,0.477,13665.000000238419
114,0.4763,13755.000000238419
115,0.4795,13905.000000238419
116,0.4827,14105.000000238419
117,0.4825,14220.000000238419
118,0.4839,14280.000000238419
119,0.4843,14455.000000238419
120,0.4876,14570.000000238419
121,0.4822,14630.000000238419
122,0.481,14750.000000238419
123,0.4882,14870.000000238419
124,0.4802,14980.000000238419
125,0.4825,15130.000000238419
126,0.4779,15220.000000238419
127,0.4846,15280.000000238419
128,0.4838,15395.000000238419
129,0.4805,15505.000000238419
130,0.4837,15630.000000238419
131,0.4859,15745.000000238419
132,0.4926,15855.000000238419
133,0.4826,15970.000000238419
134,0.4868,16095.000000238419
135,0.4806,16205.000000238419
136,0.4865,16320.000000238419
137,0.485,16445.00000023842
138,0.4865,16555.00000023842
139,0.4921,16675.00000023842
140,0.4878,16795.00000023842
141,0.4885,17025.00000023842
142,0.4833,17145.00000023842
143,0.4912,17205.00000023842
144,0.4946,17375.00000023842
145,0.4818,17495.00000023842
146,0.4868,17725.00000023842
147,0.4906,17845.00000023842
148,0.4838,17900.00000023842
149,0.4932,17995.00000023842
150,0.4994,18075.00000023842
151,0.4849,18250.00000023842
152,0.4929,18345.00000023842
153,0.4944,18600.00000023842
154,0.4896,18695.00000023842
155,0.4901,18770.00000023842
156,0.4931,18950.00000023842
157,0.4975,19045.00000023842
158,0.4929,19120.00000023842
159,0.4981,19300.00000023842
160,0.4873,19395.00000023842
161,0.4965,19475.00000023842
162,0.4997,19650.00000023842
163,0.5017,19825.00000023842
164,0.5006,19980.00000023842
165,0.4878,20040.00000023842
166,0.4936,20175.00000023842
167,0.4964,20305.00000023842
168,0.499,20525.00000023842
169,0.5,20655.00000023842
