round,accuracy,elapsed_time
1,0.01,115.00000023841858
2,0.01,350.0000002384186
3,0.01,405.0000002384186
4,0.01,470.0000002384186
5,0.0437,625.0000002384186
6,0.0173,790.0000002384186
7,0.111,975.0000002384186
8,0.1449,1045.0000002384186
9,0.1628,1155.0000002384186
10,0.1711,1325.0000002384186
11,0.1865,1395.0000002384186
12,0.1945,1505.0000002384186
13,0.2183,1675.0000002384186
14,0.2212,1745.0000002384186
15,0.2336,1825.0000002384186
16,0.2412,1900.0000002384186
17,0.248,2095.0000002384186
18,0.2463,2250.0000002384186
19,0.2698,2320.0000002384186
20,0.2804,2435.0000002384186
21,0.2759,2515.0000002384186
22,0.2816,2670.0000002384186
23,0.2885,2785.0000002384186
24,0.2944,2865.0000002384186
25,0.3009,3020.0000002384186
26,0.311,3135.0000002384186
27,0.3089,3215.0000002384186
28,0.3188,3370.0000002384186
29,0.3194,3425.0000002384186
30,0.3222,3485.0000002384186
31,0.3219,3740.0000002384186
32,0.3311,3835.0000002384186
33,0.334,3895.0000002384186
34,0.335,4090.0000002384186
35,0.3426,4185.000000238419
36,0.3404,4260.000000238419
37,0.341,4440.000000238419
38,0.3502,4600.000000238419
39,0.3562,4710.000000238419
40,0.3556,4790.000000238419
41,0.3557,4950.000000238419
42,0.359,5105.000000238419
43,0.3645,5235.000000238419
44,0.3655,5310.000000238419
45,0.3643,5455.000000238419
46,0.3689,5585.000000238419
47,0.3605,5655.000000238419
48,0.3701,5805.000000238419
49,0.3684,6005.000000238419
50,0.3668,6065.000000238419
51,0.3806,6155.000000238419
52,0.3756,6355.000000238419
53,0.3702,6415.000000238419
54,0.3824,6505.000000238419
55,0.38,6640.000000238419
56,0.3838,6725.000000238419
57,0.3795,6855.000000238419
58,0.3908,6915.000000238419
59,0.3911,7065.000000238419
60,0.3885,7205.000000238419
61,0.3814,7295.000000238419
62,0.3875,7555.000000238419
63,0.3867,7645.000000238419
64,0.2801,7905.000000238419
65,0.3915,7995.000000238419
66,0.3891,8115.000000238419
67,0.3891,8255.000000238419
68,0.389,8400.000000238419
69,0.397,8495.000000238419
70,0.3964,8605.000000238419
71,0.3945,8750.000000238419
72,0.398,8845.000000238419
73,0.3998,8995.000000238419
74,0.3935,9100.000000238419
75,0.3961,9195.000000238419
76,0.3949,9375.000000238419
77,0.3956,9450.000000238419
78,0.4053,9545.000000238419
79,0.3987,9615.000000238419
80,0.3976,9800.000000238419
81,0.4068,9900.000000238419
82,0.4049,9965.000000238419
83,0.3997,10095.000000238419
84,0.4,10155.000000238419
85,0.4078,10250.000000238419
86,0.4057,10330.000000238419
87,0.4115,10600.000000238419
88,0.4043,10680.000000238419
89,0.412,10745.000000238419
90,0.4028,10950.000000238419
91,0.4068,11030.000000238419
92,0.4081,11095.000000238419
93,0.4138,11300.000000238419
94,0.4131,11380.000000238419
95,0.4164,11445.000000238419
96,0.4118,11565.000000238419
97,0.4189,11715.000000238419
98,0.4125,11795.000000238419
99,0.4072,11915.000000238419
100,0.4164,11975.000000238419
101,0.4157,12130.000000238419
102,0.4161,12265.000000238419
