Elapsed time (s),Accuracy (%),Method
0,0.0,Polaris
25,38.26888819615046,Polaris
55,55.596666746934254,Polaris
85,59.70703708595699,Polaris
115,59.913535263851436,Polaris
145,60.96353531346177,Polaris
175,60.83161613897844,Polaris
205,59.85000007717698,Polaris
235,61.10212121997216,Polaris
265,61.49505052291986,Polaris
295,61.585726468827986,Polaris
325,62.060444437318374,Polaris
355,61.55138889617391,Polaris
385,61.67104165981213,Polaris
415,62.102291659812124,Polaris
445,61.995555550257365,Polaris
0,0.0,Polaris
25,36.04888861080011,Polaris
55,53.245555518291624,Polaris
85,57.08888876252705,Polaris
115,60.86545454282953,Polaris
145,61.16904758551763,Polaris
175,60.9433333407508,Polaris
205,61.63858584314886,Polaris
235,61.30944447716077,Polaris
265,61.55272726571921,Polaris
295,61.5113888911075,Polaris
325,62.132828284345486,Polaris
355,61.986868683208115,Polaris
385,61.88793650971519,Polaris
415,61.95129629280832,Polaris
445,61.98188405960654,Polaris
0,0.0,Polaris
25,32.583332858306385,Polaris
55,52.68383865635804,Polaris
85,58.526349132477286,Polaris
115,60.454949440811625,Polaris
145,59.4205050785373,Polaris
175,61.198989852606644,Polaris
205,61.7011111217075,Polaris
235,61.59898989754494,Polaris
265,61.68626266498759,Polaris
295,60.99404035866862,Polaris
325,61.46916664922679,Polaris
355,61.707246380958004,Polaris
385,61.612820509030264,Polaris
415,61.51754902171154,Polaris
445,61.97333334392972,Polaris
0,0.0,Polaris
25,38.787777150781054,Polaris
55,53.555353618727786,Polaris
85,59.712962933911214,Polaris
115,60.131616122313226,Polaris
145,60.504615451250324,Polaris
175,59.110000067287025,Polaris
205,61.34393937799666,Polaris
235,61.01414140359319,Polaris
265,61.53666664335462,Polaris
295,61.62536233335302,Polaris
325,61.37222220526801,Polaris
355,61.791851866112815,Polaris
385,61.59111111164093,Polaris
415,61.82151514009996,Polaris
445,62.041452989619,Polaris
0,0.0,Polaris
25,32.47222156604131,Polaris
55,53.22074056139699,Polaris
85,54.88546950226155,Polaris
115,59.53171710553795,Polaris
145,61.58313121682466,Polaris
175,61.42181829105724,Polaris
205,60.90444446185623,Polaris
235,60.98141418758064,Polaris
265,61.47464646638041,Polaris
295,61.955555561913386,Polaris
325,61.36750749496368,Polaris
355,61.81999999403954,Polaris
385,61.91182539688216,Polaris
415,62.028792266523205,Polaris
445,62.02023809620313,Polaris
0,0.0,Pisces
25,20.96869946568288,Pisces
55,28.465862586250257,Pisces
85,35.81666509575314,Pisces
115,51.999166421294206,Pisces
145,56.90939379453659,Pisces
175,58.52759254071448,Pisces
205,59.533484868052035,Pisces
235,60.30550714974242,Pisces
265,62.00964540187913,Pisces
295,61.71248228131174,Pisces
325,62.16959581883267,Pisces
355,62.67820988044327,Pisces
385,62.574343431333105,Pisces
415,62.16962963139569,Pisces
445,62.4733332935969,Pisces
0,0.0,Pisces
25,24.946311833852853,Pisces
55,31.957659351583345,Pisces
85,40.941514185703156,Pisces
115,53.553663468146105,Pisces
145,58.32661605367757,Pisces
175,59.06382710515717,Pisces
205,60.692474713518166,Pisces
235,61.29249995417065,Pisces
265,61.917203060310925,Pisces
295,62.068927198241965,Pisces
325,61.170707145748715,Pisces
355,62.071111075083415,Pisces
385,62.17061731727035,Pisces
415,60.96222231152081,Pisces
445,62.31111109318556,Pisces
0,0.0,Pisces
25,20.867470287386126,Pisces
55,31.046193691641438,Pisces
85,36.288888435010556,Pisces
115,51.515277626558586,Pisces
145,57.39494945925896,Pisces
175,59.25003083259971,Pisces
205,60.89883838458494,Pisces
235,61.7606481483689,Pisces
265,61.76829501883737,Pisces
295,61.7884099613661,Pisces
325,62.178686876056176,Pisces
355,61.89888889312745,Pisces
385,61.72013071025898,Pisces
415,62.54555557992724,Pisces
445,62.3736666839211,Pisces
0,0.0,Pisces
25,22.008888630337175,Pisces
55,30.14222196367051,Pisces
85,37.39027657182128,Pisces
115,53.67175903670582,Pisces
145,57.00631314186134,Pisces
175,58.19725304812561,Pisces
205,59.432676723509125,Pisces
235,60.37895417624829,Pisces
265,61.72096435159008,Pisces
295,62.0039832195146,Pisces
325,62.634848423582135,Pisces
355,61.65888892650605,Pisces
385,62.08767670718106,Pisces
415,62.205481492643,Pisces
445,61.556213978504445,Pisces
