round,accuracy,elapsed_time,comm_time,round_time
1,0.15912222222222222,13.000000476837158,0,13
2,0.244,25.000000476837158,0,20
3,0.42396666666666666,37.00000047683716,0,30
4,0.4650444444444444,55.00000047683716,0,55
5,0.46194444444444444,70.00000047683716,0,70
6,0.5318555555555555,83.00000047683716,0,70
7,0.5245333333333333,95.00000047683716,0,70
8,0.5698222222222222,107.00000047683716,0,31
9,0.5242222222222223,118.00000047683716,0,70
10,0.5698222222222222,129.00000047683716,0,70
11,0.5864111111111111,140.00000047683716,0,70
12,0.5747111111111111,151.00000047683716,0,24
13,0.5945,162.00000047683716,0,70
14,0.5824333333333334,173.00000047683716,0,70
15,0.5904555555555555,184.00000047683716,0,17
16,0.5997444444444444,195.00000047683716,0,70
17,0.5557777777777778,206.00000047683716,0,70
18,0.5916,219.00000047683716,0,13
19,0.5893444444444444,230.00000047683716,0,70
20,0.6004,241.00000047683716,0,39
21,0.6087555555555556,253.00000047683716,0,14
22,0.5850222222222222,265.00000047683716,0,70
23,0.6047111111111111,276.00000047683716,0,70
24,0.6285222222222222,287.00000047683716,0,70
25,0.6137666666666667,300.00000047683716,0,70
26,0.6061,311.00000047683716,0,70
27,0.6052222222222222,323.00000047683716,0,70
28,0.6095222222222222,334.00000047683716,0,70
29,0.6169555555555556,346.00000047683716,0,70
30,0.6208333333333333,358.00000047683716,0,47
31,0.621,370.00000047683716,0,24
32,0.6314333333333333,381.00000047683716,0,70
33,0.6214444444444445,392.00000047683716,0,70
34,0.6309,403.00000047683716,0,19
35,0.6270111111111111,414.00000047683716,0,70
36,0.6329,425.00000047683716,0,70
37,0.6379444444444444,436.00000047683716,0,14
38,0.6254555555555555,447.00000047683716,0,19
39,0.6321555555555556,458.00000047683716,0,70
40,0.6435888888888889,469.00000047683716,0,17
41,0.6376888888888889,480.00000047683716,0,70
42,0.6397777777777778,491.00000047683716,0,17
43,0.6319111111111111,502.00000047683716,0,70
44,0.6424555555555556,513.0000004768372,0,17
45,0.6387888888888889,524.0000004768372,0,70
46,0.6383333333333333,536.0000004768372,0,23
47,0.6458,547.0000004768372,0,16
48,0.6435,558.0000004768372,0,39
49,0.6429666666666667,570.0000004768372,0,31
50,0.6430777777777777,581.0000004768372,0,70
51,0.6451,617.0000004768372,0,70
52,0.6453888888888889,630.0000004768372,0,70
53,0.6430888888888889,642.0000004768372,0,70
54,0.6224111111111111,653.0000004768372,0,70
55,0.6398222222222222,664.0000004768372,0,17
56,0.6419888888888889,675.0000004768372,0,22
57,0.6275666666666667,686.0000004768372,0,48
58,0.6444555555555556,700.0000004768372,0,70
59,0.6392333333333333,711.0000004768372,0,31
60,0.6376555555555555,723.0000004768372,0,16
61,0.6386666666666667,736.0000004768372,0,70
62,0.6331333333333333,747.0000004768372,0,70
63,0.6360222222222223,762.0000004768372,0,15
64,0.6432,776.0000004768372,0,68
65,0.6421222222222223,791.0000004768372,0,70
