round,accuracy,elapsed_time
1,0.01,115.00000047683716
2,0.01,350.00000047683716
3,0.01,405.00000047683716
4,0.0357,470.00000047683716
5,0.1148,625.0000004768372
6,0.0512,790.0000004768372
7,0.1695,975.0000004768372
8,0.1929,1045.0000004768372
9,0.2152,1155.0000004768372
10,0.2439,1325.0000004768372
11,0.2589,1395.0000004768372
12,0.2722,1505.0000004768372
13,0.2876,1675.0000004768372
14,0.2976,1745.0000004768372
15,0.3282,1825.0000004768372
16,0.3295,1900.0000004768372
17,0.3487,2095.000000476837
18,0.3588,2250.000000476837
19,0.3622,2320.000000476837
20,0.3717,2435.000000476837
21,0.3865,2515.000000476837
22,0.3877,2670.000000476837
23,0.382,2785.000000476837
24,0.3989,2865.000000476837
25,0.3997,3020.000000476837
26,0.4022,3135.000000476837
27,0.4067,3215.000000476837
28,0.4146,3370.000000476837
29,0.418,3425.000000476837
30,0.4166,3485.000000476837
31,0.4256,3740.000000476837
32,0.4268,3835.000000476837
33,0.4361,3895.000000476837
34,0.4269,4090.000000476837
35,0.4311,4185.000000476837
36,0.4416,4260.000000476837
37,0.4425,4440.000000476837
38,0.4415,4600.000000476837
39,0.4459,4710.000000476837
40,0.4423,4790.000000476837
41,0.4501,4950.000000476837
42,0.4577,5105.000000476837
43,0.4525,5235.000000476837
44,0.4596,5310.000000476837
45,0.4573,5455.000000476837
46,0.453,5585.000000476837
47,0.4603,5655.000000476837
48,0.4508,5805.000000476837
49,0.4523,6005.000000476837
50,0.4504,6065.000000476837
51,0.4611,6155.000000476837
52,0.4564,6355.000000476837
53,0.4573,6415.000000476837
54,0.465,6505.000000476837
55,0.4663,6640.000000476837
56,0.472,6725.000000476837
57,0.4691,6855.000000476837
58,0.4672,6915.000000476837
59,0.4675,7065.000000476837
60,0.4776,7205.000000476837
61,0.4762,7295.000000476837
62,0.4761,7555.000000476837
63,0.4719,7645.000000476837
64,0.4746,7905.000000476837
65,0.4803,7995.000000476837
66,0.4695,8115.000000476837
67,0.4782,8255.000000476837
68,0.4752,8400.000000476837
69,0.4757,8495.000000476837
70,0.4762,8605.000000476837
71,0.4797,8750.000000476837
72,0.4813,8845.000000476837
73,0.483,8995.000000476837
74,0.4839,9100.000000476837
75,0.484,9195.000000476837
76,0.4807,9375.000000476837
77,0.4823,9450.000000476837
78,0.4872,9545.000000476837
79,0.4903,9615.000000476837
80,0.4826,9800.000000476837
81,0.4871,9900.000000476837
82,0.4888,9965.000000476837
83,0.4834,10095.000000476837
84,0.4963,10155.000000476837
85,0.4836,10250.000000476837
86,0.4876,10330.000000476837
87,0.4892,10600.000000476837
88,0.4885,10680.000000476837
89,0.4854,10745.000000476837
90,0.4914,10950.000000476837
91,0.4835,11030.000000476837
92,0.4883,11095.000000476837
93,0.4834,11300.000000476837
94,0.4874,11380.000000476837
95,0.493,11445.000000476837
96,0.4885,11565.000000476837
97,0.4873,11715.000000476837
98,0.4916,11795.000000476837
99,0.4878,11915.000000476837
100,0.4949,11975.000000476837
101,0.4944,12130.000000476837
