round,accuracy,elapsed_time,round_time,round_time
1,0.049275675157096945,15.348350763320923,15.348350267857313,15.348350267857313
2,0.04928766729025759,290.36417531967163,290.36417473014444,290.36417473014444
3,0.07114932604211636,304.40909218788147,14.044916757382452,14.044916757382452
4,0.08642730368878015,599.5410845279694,309.1769092390314,309.1769092390314
5,0.09630882141315297,612.3719563484192,12.830871717073023,12.830871717073023
6,0.11452487168417518,746.2710819244385,146.72999730985612,146.72999730985612
7,0.15885978797908573,758.4836077690125,12.21252583898604,12.21252583898604
8,0.1825442509713628,915.3008573055267,169.02977544348687,169.02977544348687
9,0.21553460929630164,926.8967061042786,11.595848902128637,11.595848902128637
10,0.2389072768264019,968.2861652374268,52.985307877883315,52.985307877883315
11,0.2724372811435698,1175.1104760169983,248.21376985497773,248.21376985497773
12,0.3069986089125534,1262.7409391403198,219.58002405334264,219.58002405334264
13,0.3150813066628292,1365.842678785324,168.7449480239302,168.7449480239302
14,0.3545833932939991,1572.656275510788,309.91533645335585,309.91533645335585
15,0.37037703266657074,1586.3670284748077,13.710752981714904,13.710752981714904
16,0.38926464239458913,1882.3691947460175,309.71291929204017,309.71291929204017
17,0.4144001534993045,1895.3837354183197,13.014540662057698,13.014540662057698
18,0.41865736077133403,2130.3572936058044,247.9880989473313,247.9880989473313
