round,elapsed_time,accuracy
1,60.00000047683716,90.88369500233817
2,350.00000047683716,69.60108863932399
3,405.00000047683716,64.39688668516706
4,465.00000047683716,50.07366905665829
5,700.0000004768372,41.57084627111617
6,755.0000004768372,43.093541492550415
7,820.0000004768372,37.715842176976345
8,1050.0000004768372,35.05868202563576
9,1120.0000004768372,34.79730023992918
10,1285.0000004768372,32.60408103524019
11,1400.0000004768372,31.383039536270164
12,1495.0000004768372,30.68432172212677
13,1635.0000004768372,29.45690569575059
14,1845.0000004768372,28.71309954773925
15,1985.0000004768372,28.103177935266505
16,2090.000000476837,27.188289574564088
17,2285.000000476837,26.89835530297376
18,2440.000000476837,26.14956535429987
19,2570.000000476837,25.808313251798985
20,2670.000000476837,25.477041415247577
21,2790.000000476837,24.82410405357865
22,2925.000000476837,24.581753318051472
23,3040.000000476837,24.359284132924373
24,3140.000000476837,23.896740189565044
25,3275.000000476837,23.61259739074131
26,3390.000000476837,23.397699840275706
27,3490.000000476837,23.306180793586318
28,3625.000000476837,22.876638208946186
29,3740.000000476837,22.6244394601035
30,3915.000000476837,22.68557217730034
31,4090.000000476837,22.436271467438143
32,4225.000000476837,22.285812429441055
33,4285.000000476837,22.200918401410423
34,4565.000000476837,21.907508323899705
35,4635.000000476837,21.794073995296767
36,4915.000000476837,21.71170021099555
37,4985.000000476837,21.650615922541228
38,5240.000000476837,21.650228782821166
39,5335.000000476837,21.608860261782777
40,5410.000000476837,21.475364741125386
41,5500.000000476837,21.386127661124284
42,5635.000000476837,21.50356953973459
43,5850.000000476837,21.615383619691322
44,5935.000000476837,21.403909641334792
45,5995.000000476837,21.416201409477758
46,6200.000000476837,21.13713802940131
47,6285.000000476837,21.19115968702424
48,6345.000000476837,21.2194920703102
49,6420.000000476837,21.34141166881258
50,6550.000000476837,21.327347462364372
