round,elapsed_time,accuracy
1,115.00000023841858,91.2861415009636
2,350.0000002384186,65.70070232593721
3,410.0000002384186,64.77445496310203
4,475.0000002384186,51.35751643442982
5,650.0000002384186,42.69276689838319
6,760.0000002384186,39.262082737040615
7,825.0000002384186,37.976793977928125
8,1000.0000002384186,34.937116235513464
9,1110.0000002384186,33.450970993579176
10,1175.0000002384186,32.3193398407203
11,1245.0000002384186,30.80485742563776
12,1525.0000002384186,30.417173079014646
13,1595.0000002384186,29.16846387633134
14,1650.0000002384186,28.39418844790713
15,1830.0000002384186,27.462564117314372
16,1890.0000002384186,26.634052368211204
17,1960.0000002384186,26.162711072443617
18,2015.0000002384186,25.812768539627932
19,2075.0000002384186,25.040117781484046
20,2150.0000002384186,24.375533703823134
21,2210.0000002384186,24.13913335761794
22,2360.0000002384186,23.80494907027119
23,2430.0000002384186,23.56997417720223
24,2560.0000002384186,23.292082341467907
25,2710.0000002384186,23.027846626042617
26,2770.0000002384186,22.782659289281696
27,2830.0000002384186,22.61933183661746
28,2890.0000002384186,22.399931555309706
29,2945.0000002384186,22.379198421945585
30,3000.0000002384186,22.08472742639271
31,3055.0000002384186,22.003395347699698
32,3110.0000002384186,21.90302209144073
33,3120.0000002384186,21.808669563398148
34,3170.0000002384186,21.819643462588985
35,3180.0000002384186,21.845571054860557
36,3230.0000002384186,21.816657599288373
37,3270.0000002384186,21.72557241117448
38,3325.0000002384186,21.63506351715797
39,3345.0000002384186,21.5350663194591
40,3385.0000002384186,21.4310037694961
41,3405.0000002384186,21.70814944109488
42,3460.0000002384186,21.475584907669692
