round,accuracy,elapsed_time
1,0.1,115.00000023841858
2,0.1,350.0000002384186
3,0.1,405.0000002384186
4,0.1,470.0000002384186
5,0.1006,625.0000002384186
6,0.1,790.0000002384186
7,0.2796,975.0000002384186
8,0.318,1045.0000002384186
9,0.3468,1155.0000002384186
10,0.3921,1325.0000002384186
11,0.3886,1395.0000002384186
12,0.4174,1505.0000002384186
13,0.4143,1675.0000002384186
14,0.4269,1745.0000002384186
15,0.4598,1825.0000002384186
16,0.4577,1900.0000002384186
17,0.478,2095.0000002384186
18,0.4665,2250.0000002384186
19,0.482,2320.0000002384186
20,0.5039,2435.0000002384186
21,0.5021,2515.0000002384186
22,0.5185,2670.0000002384186
23,0.5229,2785.0000002384186
24,0.5423,2865.0000002384186
25,0.5505,3020.0000002384186
26,0.5527,3135.0000002384186
27,0.5684,3215.0000002384186
28,0.5749,3370.0000002384186
29,0.5758,3425.0000002384186
30,0.5772,3485.0000002384186
31,0.5909,3740.0000002384186
32,0.5947,3835.0000002384186
33,0.6004,3895.0000002384186
34,0.602,4090.0000002384186
35,0.5969,4185.000000238419
36,0.6149,4260.000000238419
37,0.6156,4440.000000238419
38,0.6123,4600.000000238419
39,0.6218,4710.000000238419
40,0.6244,4790.000000238419
41,0.6334,4950.000000238419
42,0.6306,5105.000000238419
43,0.6369,5235.000000238419
44,0.638,5310.000000238419
45,0.6413,5455.000000238419
46,0.6401,5585.000000238419
47,0.6407,5655.000000238419
48,0.6423,5805.000000238419
49,0.6489,6005.000000238419
50,0.6436,6065.000000238419
51,0.6435,6155.000000238419
52,0.6525,6355.000000238419
53,0.6481,6415.000000238419
54,0.6543,6505.000000238419
55,0.6515,6640.000000238419
56,0.6578,6725.000000238419
57,0.6561,6855.000000238419
58,0.6613,6915.000000238419
59,0.6579,7065.000000238419
60,0.6564,7205.000000238419
61,0.6647,7295.000000238419
62,0.6639,7555.000000238419
63,0.6679,7645.000000238419
64,0.665,7905.000000238419
65,0.67,7995.000000238419
66,0.6635,8115.000000238419
67,0.6713,8255.000000238419
68,0.6714,8400.000000238419
69,0.671,8495.000000238419
70,0.6734,8605.000000238419
71,0.6737,8750.000000238419
72,0.6686,8845.000000238419
73,0.6771,8995.000000238419
74,0.6767,9100.000000238419
75,0.6747,9195.000000238419
76,0.6781,9375.000000238419
77,0.678,9450.000000238419
78,0.6725,9545.000000238419
79,0.6791,9615.000000238419
80,0.6782,9800.000000238419
81,0.6825,9900.000000238419
82,0.6769,9965.000000238419
83,0.6845,10095.000000238419
84,0.6835,10155.000000238419
85,0.6841,10250.000000238419
86,0.6845,10330.000000238419
87,0.6844,10600.000000238419
88,0.6858,10680.000000238419
89,0.6863,10745.000000238419
90,0.6876,10950.000000238419
91,0.6804,11030.000000238419
92,0.6856,11095.000000238419
93,0.6865,11300.000000238419
94,0.6897,11380.000000238419
95,0.6934,11445.000000238419
96,0.6962,11565.000000238419
97,0.6847,11715.000000238419
98,0.6912,11795.000000238419
99,0.6952,11915.000000238419
100,0.6924,11975.000000238419
101,0.7009,12130.000000238419
102,0.6856,12265.000000238419
103,0.6969,12335.000000238419
104,0.6953,12480.000000238419
105,0.7007,12615.000000238419
106,0.6913,12830.000000238419
107,0.6964,12965.000000238419
108,0.689,13180.000000238419
109,0.6966,13255.000000238419
110,0.6999,13315.000000238419
111,0.6997,13385.000000238419
112,0.6954,13530.000000238419
113,0.6974,13665.000000238419
114,0.7065,13755.000000238419
115,0.6968,13905.000000238419
116,0.7016,14105.000000238419
117,0.6994,14220.000000238419
118,0.6999,14280.000000238419
119,0.701,14455.000000238419
120,0.707,14570.000000238419
121,0.707,14630.000000238419
122,0.6986,14750.000000238419
123,0.7122,14870.000000238419
124,0.7047,14980.000000238419
125,0.7024,15130.000000238419
126,0.7086,15220.000000238419
127,0.7081,15280.000000238419
128,0.7074,15395.000000238419
129,0.7107,15505.000000238419
130,0.7103,15630.000000238419
131,0.7181,15745.000000238419
132,0.7128,15855.000000238419
133,0.7021,15970.000000238419
134,0.7152,16095.000000238419
135,0.7019,16205.000000238419
136,0.7027,16320.000000238419
137,0.711,16445.00000023842
138,0.7175,16555.00000023842
139,0.7091,16675.00000023842
140,0.7179,16795.00000023842
141,0.708,17025.00000023842
142,0.7006,17145.00000023842
143,0.7172,17205.00000023842
144,0.7158,17375.00000023842
145,0.7163,17495.00000023842
146,0.7113,17725.00000023842
147,0.7129,17845.00000023842
148,0.7139,17900.00000023842
149,0.7202,17995.00000023842
150,0.7199,18075.00000023842
