round,accuracy,elapsed_time,round_time
1,0.1,29.87816333770752,29.878162977984175
2,0.1,57.16743850708008,54.775616626953706
3,0.1,86.31260538101196,75.02789976703934
4,0.1,113.34246277809143,66.2272117540706
5,0.1,142.93426704406738,139.46701958891936
6,0.1317,174.82308149337769,87.76171471714042
7,0.1844,212.93597793579102,99.62502167304046
8,0.2366,242.78794741630554,157.14211031794548
9,0.3222,272.484885931015,93.33699170406908
10,0.326,298.3943762779236,66.63435140508227
11,0.1,331.3601014614105,305.4384466668125
12,0.3776,360.55681228637695,62.162436123006046
13,0.3327,385.01412558555603,219.511905600084
14,0.3906,409.17011046409607,46.15580265200697
15,0.3258,434.6236915588379,319.8651819708757
16,0.4264,457.6435933113098,35.44948559394106
17,0.4191,488.79295468330383,54.16926314588636
18,0.4307,522.0753591060638,325.8324154310394
19,0.4809,548.7939343452454,102.49425134318881
20,0.4907,576.0233280658722,43.88155760592781
21,0.4872,610.466304063797,219.6706341621466
22,0.509,644.4780485630035,52.38043298712
23,0.4857,670.2271766662598,159.74703092011623
24,0.5163,693.3299825191498,123.03581193904392
25,0.5286,715.8888559341431,45.29499603784643
26,0.5395,741.4475767612457,33.19828521902673
27,0.5538,772.92649102211,211.48666929500178
28,0.5705,800.4450478553772,51.74405250418931
29,0.5637,828.7355914115906,119.02626093709841
30,0.5982,855.4232919216156,61.79093460505828
31,0.5955,887.2962682247162,143.36270360811614
32,0.5915,914.9362964630127,78.85933088604361
33,0.6026,943.0279049873352,327.0077577838674
34,0.6093,968.8519649505615,88.78788141999394
35,0.6289,1002.960554599762,85.52124693593942
36,0.6286,1030.066283941269,55.83932986902073
37,0.6287,1059.6839570999146,80.39452513400465
38,0.6395,1084.7865588665009,212.17922151787207
39,0.6382,1111.4680576324463,144.0459219289478
40,0.6416,1139.3134608268738,72.74214700213633
41,0.6544,1167.2606773376465,82.17594745499082
42,0.6546,1193.1249768733978,68.47779191797599
43,0.6542,1221.029222726822,235.65799928689376
44,0.6532,1247.415265083313,80.15458778780885
45,0.669,1272.527592420578,87.88893485302106
46,0.6709,1295.4172275066376,326.5652626219671
47,0.6693,1328.4328842163086,325.4723297129385
48,0.6701,1369.2521920204163,75.14691249583848
49,0.6816,1403.0686960220337,42.13148346589878
50,0.6835,1439.767956495285,36.699260513996705
51,0.6826,1479.1642098426819,322.4555479460396
52,0.6912,1545.268716096878,216.83583197905682
53,0.6951,1615.0325329303741,117.59309791796841
54,0.6954,1661.900636434555,113.84210026194341
55,0.6981,1696.6304318904877,77.74147524894215
56,0.7036,1746.3164072036743,49.68597528897226
57,0.7006,1800.138124704361,320.9739149680827
58,0.7036,1840.2843034267426,152.02233295096084
59,0.7025,1875.1570200920105,70.46165561885573
60,0.7083,1910.2514472007751,40.578444689977914
61,0.708,1943.0718064308167,72.23720434703864
62,0.7035,1974.3979194164276,55.50204920396209
63,0.7184,2014.7412214279175,84.82732037594542
64,0.7203,2057.3222036361694,79.92082030093297
65,0.7164,2095.332607984543,38.010404312983155
66,0.708,2124.440770149231,82.51820753584616
67,0.7242,2155.7700588703156,43.48334356583655
68,0.7208,2201.591289997101,91.21121026296169
69,0.7175,2250.4603836536407,70.98136280709878
70,0.7201,2316.989665746689,66.52928198780864
71,0.7238,2368.105831861496,326.29913144093007
72,0.7282,2410.6202688217163,69.61697538010776
73,0.7257,2440.6488280296326,305.32924546301365
74,0.7212,2493.5108437538147,119.77342419698834
75,0.7201,2524.2763278484344,65.01635816995986
76,0.7343,2585.7699403762817,133.3156210379675
77,0.7284,2632.030592441559,62.78145020012744
78,0.7329,2664.2699387073517,136.7799279789906
79,0.7304,2716.632238149643,85.81796150095761
80,0.7338,2771.2739038467407,83.12342566694133
