round,accuracy,elapsed_time
1,0.01,115.00000047683716
2,0.01,350.00000047683716
3,0.01,405.00000047683716
4,0.01,470.00000047683716
5,0.0569,625.0000004768372
6,0.0104,790.0000004768372
7,0.1072,975.0000004768372
8,0.1327,1045.0000004768372
9,0.161,1155.0000004768372
10,0.1647,1325.0000004768372
11,0.1854,1395.0000004768372
12,0.1971,1505.0000004768372
13,0.2197,1675.0000004768372
14,0.2247,1745.0000004768372
15,0.2374,1825.0000004768372
16,0.2409,1900.0000004768372
17,0.2524,2095.000000476837
18,0.2572,2250.000000476837
19,0.2629,2320.000000476837
20,0.2752,2435.000000476837
21,0.2786,2515.000000476837
22,0.2802,2670.000000476837
23,0.2841,2785.000000476837
24,0.2851,2865.000000476837
25,0.2991,3020.000000476837
26,0.3045,3135.000000476837
27,0.3068,3215.000000476837
28,0.3097,3370.000000476837
29,0.3079,3425.000000476837
30,0.3194,3485.000000476837
31,0.3163,3740.000000476837
32,0.3188,3835.000000476837
33,0.3217,3895.000000476837
34,0.3304,4090.000000476837
35,0.332,4185.000000476837
36,0.3333,4260.000000476837
37,0.3319,4440.000000476837
38,0.3306,4600.000000476837
39,0.3343,4710.000000476837
40,0.3425,4790.000000476837
41,0.3346,4950.000000476837
42,0.3413,5105.000000476837
43,0.3435,5235.000000476837
44,0.3399,5310.000000476837
45,0.343,5455.000000476837
46,0.3499,5585.000000476837
47,0.3512,5655.000000476837
48,0.3441,5805.000000476837
49,0.3504,6005.000000476837
50,0.3518,6065.000000476837
51,0.353,6155.000000476837
52,0.3485,6355.000000476837
53,0.3499,6415.000000476837
54,0.3626,6505.000000476837
55,0.3594,6640.000000476837
56,0.3594,6725.000000476837
57,0.3539,6855.000000476837
58,0.3603,6915.000000476837
59,0.3585,7065.000000476837
60,0.3631,7205.000000476837
61,0.3632,7295.000000476837
62,0.3689,7555.000000476837
63,0.3634,7645.000000476837
64,0.3618,7905.000000476837
65,0.3668,7995.000000476837
66,0.37,8115.000000476837
67,0.3713,8255.000000476837
68,0.3652,8400.000000476837
69,0.3692,8495.000000476837
70,0.3689,8605.000000476837
71,0.3667,8750.000000476837
72,0.3711,8845.000000476837
73,0.3672,8995.000000476837
74,0.3724,9100.000000476837
75,0.3683,9195.000000476837
76,0.3704,9375.000000476837
77,0.3772,9450.000000476837
78,0.3697,9545.000000476837
79,0.3755,9615.000000476837
80,0.3737,9800.000000476837
81,0.3743,9900.000000476837
82,0.3816,9965.000000476837
83,0.3783,10095.000000476837
84,0.3749,10155.000000476837
85,0.3759,10250.000000476837
86,0.3796,10330.000000476837
87,0.3824,10600.000000476837
88,0.3784,10680.000000476837
89,0.3778,10745.000000476837
90,0.3833,10950.000000476837
91,0.3806,11030.000000476837
92,0.385,11095.000000476837
93,0.3851,11300.000000476837
94,0.2697,11380.000000476837
95,0.3802,11445.000000476837
96,0.3896,11565.000000476837
97,0.3831,11715.000000476837
98,0.3862,11795.000000476837
99,0.3882,11915.000000476837
100,0.3879,11975.000000476837
101,0.3873,12130.000000476837
102,0.3823,12265.000000476837
103,0.3896,12335.000000476837
104,0.392,12480.000000476837
105,0.3878,12615.000000476837
106,0.395,12830.000000476837
107,0.3914,12965.000000476837
108,0.3981,13180.000000476837
109,0.3855,13255.000000476837
110,0.3978,13315.000000476837
111,0.3978,13385.000000476837
112,0.3912,13530.000000476837
113,0.3952,13665.000000476837
114,0.3925,13755.000000476837
115,0.3951,13905.000000476837
116,0.394,14105.000000476837
117,0.3935,14220.000000476837
118,0.393,14280.000000476837
119,0.3963,14455.000000476837
120,0.3938,14570.000000476837
121,0.3974,14630.000000476837
122,0.3918,14750.000000476837
123,0.3981,14870.000000476837
124,0.3974,14980.000000476837
125,0.3953,15130.000000476837
126,0.3985,15220.000000476837
127,0.4031,15280.000000476837
128,0.4029,15395.000000476837
129,0.406,15505.000000476837
130,0.3988,15630.000000476837
131,0.4013,15745.000000476837
132,0.4019,15855.000000476837
133,0.4031,15970.000000476837
134,0.4026,16095.000000476837
135,0.3943,16205.000000476837
136,0.4031,16320.000000476837
137,0.4072,16445.000000476837
138,0.2712,16555.000000476837
139,0.3916,16675.000000476837
140,0.4068,16795.000000476837
141,0.3989,17025.000000476837
142,0.4,17145.000000476837
143,0.4013,17205.000000476837
144,0.4009,17375.000000476837
145,0.3962,17495.000000476837
146,0.4068,17725.000000476837
147,0.402,17845.000000476837
148,0.407,17900.000000476837
149,0.4068,17995.000000476837
150,0.4079,18075.000000476837
151,0.4103,18250.000000476837
152,0.406,18345.000000476837
153,0.4074,18600.000000476837
154,0.4092,18695.000000476837
155,0.4067,18770.000000476837
156,0.407,18950.000000476837
157,0.4158,19045.000000476837
158,0.414,19120.000000476837
159,0.4172,19300.000000476837
160,0.4103,19395.000000476837
161,0.4083,19475.000000476837
162,0.4119,19650.000000476837
163,0.4143,19825.000000476837
164,0.412,19980.000000476837
165,0.4146,20040.000000476837
166,0.4141,20175.000000476837
167,0.4156,20305.000000476837
168,0.4176,20525.000000476837
169,0.4132,20655.000000476837
170,0.4064,20710.000000476837
171,0.4062,20875.000000476837
172,0.4179,21005.000000476837
173,0.4208,21065.000000476837
174,0.4106,21225.000000476837
175,0.4176,21415.000000476837
176,0.4164,21525.000000476837
177,0.4139,21595.000000476837
178,0.416,21765.000000476837
179,0.4199,21875.000000476837
180,0.4156,21950.000000476837
181,0.4186,22115.000000476837
182,0.4143,22225.000000476837
183,0.4169,22465.000000476837
184,0.4232,22575.000000476837
185,0.418,22635.000000476837
186,0.4219,22915.000000476837
187,0.4153,22985.000000476837
188,0.42,23065.000000476837
189,0.4233,23265.000000476837
