round,elapsed_time,accuracy
1,85.00000023841858,141.71842452008303
2,340.0000002384186,82.1549424232661
3,395.0000002384186,110.96540677291199
4,690.0000002384186,62.417894494199096
5,745.0000002384186,59.11388668431632
6,845.0000002384186,51.10929598805554
7,950.0000002384186,44.31076186849903
8,1095.0000002384186,46.71763397432824
9,1300.0000002384186,40.09795863270698
10,1445.0000002384186,37.69715211398605
11,1500.0000002384186,38.070867533513585
12,1650.0000002384186,35.37257505096622
13,1710.0000002384186,33.47774692175946
14,1850.0000002384186,33.835251746314306
15,2060.0000002384186,32.11514379547231
16,2115.0000002384186,31.101479255446414
17,2200.0000002384186,30.518121533697258
18,2235.0000002384186,30.38211528096232
19,2290.0000002384186,28.993581838929273
20,2345.0000002384186,28.29403850058245
21,2400.0000002384186,27.458701313551128
22,2550.0000002384186,27.748912481021232
23,2640.0000002384186,26.833891559647064
24,2750.0000002384186,26.067398759150496
25,2900.0000002384186,26.18371551828826
26,3100.0000002384186,25.75662912371658
27,3155.0000002384186,25.34046596132529
28,3250.0000002384186,25.10701160283927
29,3450.0000002384186,24.825631080668316
30,3510.0000002384186,24.442382823085445
31,3600.0000002384186,24.32510075233834
32,3860.0000002384186,23.93803659624175
33,3950.0000002384186,23.67200321153507
34,4060.0000002384186,23.48766862291663
35,4210.000000238419,23.513666520639905
36,4410.000000238419,23.10271805723473
37,4555.000000238419,22.819206625729684
38,4610.000000238419,22.935400910765743
39,4760.000000238419,22.457485814397632
40,4960.000000238419,22.30921408185866
41,5020.000000238419,22.1383838382291
42,5075.000000238419,21.91408004089371
43,5180.000000238419,21.951981577774788
44,5370.000000238419,22.07779397090136
45,5425.000000238419,21.748427254417017
46,5530.000000238419,21.5460206943232
47,5775.000000238419,21.465024576851917
48,5880.000000238419,21.434442772184113
49,5945.000000238419,21.498750840256918
50,6010.000000238419,21.13885656412703
51,6125.000000238419,21.35029240594273
52,6360.000000238419,20.992733207556576
53,6445.000000238419,20.91809565023939
54,6500.000000238419,21.02429878861901
55,6555.000000238419,20.879151502508414
56,6795.000000238419,20.918414837483706
57,6850.000000238419,20.97238750388786
58,6990.000000238419,20.8817252755667
59,7065.000000238419,20.701703231936637
60,7145.000000238419,20.753310660300862
61,7250.000000238419,20.782335967109436
62,7495.000000238419,20.940770051897772
63,7585.000000238419,20.91078061527102
64,7640.000000238419,20.685846062675182
65,7835.000000238419,20.505522822339206
66,7935.000000238419,20.645906768316966
67,7990.000000238419,20.704324238968756
68,8185.000000238419,20.793750223693106
69,8260.000000238419,20.618123945439308
70,8340.000000238419,20.685293698367186
71,8395.000000238419,20.800731719315
72,8610.000000238419,21.043636197862924
73,8715.000000238419,20.974782739727328
74,8825.000000238419,20.915607154213017
75,8960.000000238419,20.91067591964247
76,9065.000000238419,20.897209453886465
77,9155.000000238419,20.866237645837035
78,9220.000000238419,20.95910616150743
79,9405.000000238419,21.006862232760934
80,9570.000000238419,20.714460934385112
81,9630.000000238419,20.800305225529957
82,9755.000000238419,20.97715824373775
83,9920.000000238419,21.17660881800475
84,10035.000000238419,21.191477988484205
85,10105.000000238419,21.21715994362616
86,10270.000000238419,21.471499393938533
87,10385.000000238419,21.242624854098267
88,10455.000000238419,21.397526628041522
89,10540.000000238419,21.57904588438403
90,10620.000000238419,21.10968059871323
91,10675.000000238419,21.127600434063293
92,10890.000000238419,21.3350879868997
93,10950.000000238419,21.07104289044992
94,11025.000000238419,21.3589273112397
95,11085.000000238419,21.549806975063774
96,11300.000000238419,21.41774348312716
97,11375.000000238419,21.19104853525974
98,11435.000000238419,21.083666275194908
99,11490.000000238419,21.47755626684401
100,11785.000000238419,21.458592641250764
